source,reference,wmt_prediction,sc_initial,sc_corrected,sc_final,wmt_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,wmt_comet,sc_initial_comet,sc_final_comet,comet_diff
"Da im Haushaltsjahr 2012 weniger Investitionen als geplant getätigt worden sind, ist auch die Rücklagenzuführung höher ausgefallen.","Because fewer investments were made in the 2012 budgetary year than planned, the reserves also came in higher.","As fewer investments were made in the 2012 financial year than had been planned, this has resulted in a higher increase in","Since fewer investments were made than planned in the 2012 financial year, there has been a greater build-up of reserves.","Since fewer investments were made than planned in the 2012 financial year, there has been a greater build-up of reserves.",0.848,31.45,19.11,19.11,-12.34,0.7783,0.8417,0.8417,0.06340000000000001
"Die Kampagne für 150 Millionen Kronen wird im Fernsehen, im Radio, im Kino, im Internet, aber auch auf Flyern laufen.","The 150-million-crown campaign will appear on television, on the radio, in cinemas, on the Internet, but also on flyers.","The 150 million crown campaign will run on television, radio, in cinemas, on the Internet, and on flyers.","The campaign for 150 million kronas will run on television, radio, cinema, the Internet, but also on flyers.","The campaign for 150 million kronas will run on television, radio, cinema, the Internet, but also on flyers.",0.848,44.75,36.42,36.42,-8.329999999999998,0.912,0.8155,0.8155,-0.09650000000000003
Der letzte Schuss kostete dem 31-Jährigen im Olympia-Sprint von Pyeongchang die zum Greifen nahe Medaille.,The 31 year old’s last shot cost him the medal that was within his grasp in the Olympic sprint at Pyeonchang.,The last shot cost the 31-year-old the medal in the Olympic sprint in Pyeongchang.,The last shot cost the 31-year-old the gold medal in the Olympic sprint in Pyeongchang.,The final shot cost the 31-year-old the medal that was within reach in the Pyeongchang Olympic sprint.,0.848,18.48,17.82,24.13,5.649999999999999,0.8,0.7973,0.8436,0.04359999999999997
"Der Pfiff ertönte, die Fijis umarmten sich und GB kickte vernichtend geschlagen in den Rasen.","The whistle went, the Fijians embraced and GB hit the turf, thoroughly beaten.","The whistle blew, the Fijians hugged each other and GB kicked the ball into touch.","The whistle blew, the Fijians hugged each other and GB kicked the ball into the ground.","The whistle blew, the Fijians embraced and GB kicked the ball away in the grass.",0.848,13.32,12.51,33.51,20.189999999999998,0.6837,0.7377,0.7891,0.10540000000000005
Patrick Roy trat am Donnerstag als Trainer und Vice President Of Hockey Operations der Colorado Avalanche zurück und führte ein zu geringes Mitbestimmungsrecht beim Entscheidungsprozess des Teams an.,"Patrick Roy resigned as coach and vice president of the hockey operations of the Colorado Avalanche on Thursday, citing a lack of a voice within the team's decision-making process.","Patrick Roy resigned as coach and vice president of hockey operations for the Colorado Avalanche on Thursday, citing a lack of input in the team's decision-making process.","Patrick Roy stepped down as coach and vice president of hockey operations for the Colorado Avalanche on Thursday, saying he had too little say in the team's decision-making process.","Patrick Roy resigned as coach and vice president of hockey operations for the Colorado Avalanche on Thursday, and said he had too little say in the team's decision-making process.",0.848,67.34,44.48,53.31,-14.030000000000001,0.8995,0.8855,0.886,-0.013499999999999956
"Die Krankheit macht ihre Arbeit: eine unermessliche Schwäche hindert ihn daran, allein auf die Toilette zu gehen und sogar selbst zu essen.","The disease is doing its work: huge weakness which prevents him going to the toilet alone, and even eating alone.",The disease is doing its work: an immense weakness prevents him from going to the toilet alone and even from eating by himself.,The disease is doing its work: an incredible weakness is preventing him from going to the toilet on his own and even eating.,The illness is doing its job: an incredible weakness is preventing him from going to the toilet alone and even eating.,0.848,43.57,39.62,27.86,-15.71,0.8922,0.8688,0.8695,-0.022699999999999942
"Jetzt haben Forscher herausgefunden, dass die ersten Erkenntnisse des unglaublichen Nashorns eines kanadischen Bergarbeiters so gut erhalten wurden, dass Experten es als ""Mona Lisa der Dinosaurier"" beschrieben haben.",Now researchers have revealed the first findings from the incredible rhino-sized creature found by a Canadian miner were so well preserved experts have described it as 'the Mona Lisa of dinosaurs'.,Now researchers have discovered that the first glimpses of the incredible Canadian miner's triceratops have been so well preserved that experts have described it as the,Now researchers have discovered that the first insights of the incredible Canadian miner's dinosaur were so well preserved that experts described it as the 'Mona Lisa of dinosaurs'.,Now researchers have discovered that the first findings of the amazing Canadian miner's triceratops were so well preserved that experts described it as the Mona Lisa of dinosaurs.,0.848,20.83,24.04,19.78,-1.0499999999999972,0.7412,0.8212,0.8291,0.08789999999999998
Nach Vancura ist ein solches Verhalten gesetzwidrig und im Widerspruch mit den Anforderungen des Europäischen Gerichtshofes.,According to Jančura this is illegal and in contravention of the principles of the European Court of Justice.,"According to Vancura, such behaviour is illegal and contrary to the requirements of the European Court of Justice.","According to Vancura, such behaviour is unlawful and contrary to the requirements of the European Court of Justice.","According to Vancura, such behaviour is unlawful and contrary to the requirements of the European Court of Justice.",0.848,39.42,34.67,34.67,-4.75,0.8723,0.8699,0.8699,-0.0023999999999999577
"In Workshops wurde gebatikt, schöne Schmuckstücke aus Perlen und Steinen erschaffen oder aus Holz ein Römische-Mühle-Spiel hergestellt.","During workshops, children could practise baktik, make beautiful jewellery with pearls and stones, or create a Roman windmill game from wood.","In workshops, people were baptised, creating beautiful pieces of jewellery from pearls and stones, or making a Roman mill game from wood.","Workshops were held to batik, to create beautiful pieces of jewellery from pearls and stones, or to make a Roman mill game from wood.","Workshops were held to batik, to create jewellery made of pearls and stones, or to make a Roman mill game from wood.",0.848,27.85,25.98,27.75,-0.10000000000000142,0.7535,0.7711,0.7678,0.01430000000000009
"Bei zukünftigen diplomatischen Verhandlungen könnte sich die Hamas als Akteur erweisen, der selbst von Israel und den Vereinigten Staaten nicht herausgedrängt werden kann.",In future diplomacy Hamas may emerge as an actor that cannot be shut out even by Israel and America.,"In future diplomatic negotiations, Hamas may prove to be an actor that cannot be pushed aside even by Israel and the United States.","In future diplomatic negotiations, Hamas may prove to be an actor that cannot be pushed out by Israel and the United States.","In future diplomatic negotiations, Hamas may prove to be an actor that cannot be pushed out by Israel and the United States.",0.848,28.09,24.35,24.35,-3.7399999999999984,0.8692,0.8704,0.8704,0.0011999999999999789
"Mit einigen von ihnen konnten wir bereits Verhandlungsfortschritte erreichen"", so der Pressesprecher der Gruppe Pavel Kaidl.","We have already been able to make progress in the negotiations with some of them,"" said the group's spokesman, Pavel Kaidl.","With some of them, we have already made progress in negotiations,"" said Pavel Kaidl, the group's press spokesman.","We have already made progress in negotiations with some of them, said Pavel Kaidl, spokesman for the group.","We have already made progress in negotiations with some of them, said Pavel Kaidl, spokesman for the group.",0.848,20.05,29.81,29.81,9.759999999999998,0.9099,0.9152,0.9152,0.005299999999999971
Am Samstag versammelten sich Hunderte im Zentrum von Newport zu einem Anti-Nato-Marsch.,"On Saturday, hundreds gathered in Newport city centre for an anti-Nato march.",Hundreds gathered in the centre of Newport on Saturday for an anti-Nato march.,"On Saturday, hundreds gathered in the centre of Newport for an anti-Nato march.","On Saturday, hundreds gathered in the centre of Newport for an anti-Nato march.",0.848,33.43,59.46,59.46,26.03,0.931,0.9494,0.9494,0.018399999999999972
"Selbstverständlich wurde Rafael Correa von Chávez und Morales, aber auch von seinem chilenischen Gleichgesinnten Michelle Bachelet beglückwünscht.","As of course, Rafael Correa was congratulated by Chavez and Morales but also by his Chilean counterpart Michelle Bachelet.","Naturally, Rafael Correa was congratulated by Chávez and Morales, but also by his Chilean colleague Michelle Bachelet.","Of course, Rafael Correa was congratulated by Chávez and Morales, as well as by his Chilean colleague Michelle Bachelet.","Of course, Rafael Correa was congratulated by Chávez and Morales, but also by his Chilean colleague Michelle Bachelet.",0.848,48.22,40.28,53.69,5.469999999999999,0.9032,0.8911,0.9027,-0.000500000000000056
"Der Pflichtverteidiger, Carlos Maceda, erklärte, sie könne sich nicht an den Ablauf des Sachverhalts erinnern, ""und sie habe nicht die Absicht gehabt, dem Kleinen Schaden zuzufügen.""","Carlos Maceda, the appointed lawyer, explained that he does not remember how the facts occurred, ""nor that he had the intention to cause any minor pain.""","The defense lawyer, Carlos Maceda, said she could not remember the sequence of events, ""and she did not intend to harm the child.""","The defence lawyer, Carlos Maceda, said that she could not remember the sequence of events, and that she had not intended to cause any harm to the child.","The prosecutor, Carlos Maceda, said that she did not remember the sequence of events ""nor did she intend to harm the child.""",0.848,8.35,10.43,7.93,-0.41999999999999993,0.8045,0.8003,0.7783,-0.0262
"Auch ihre Kollegen im Kreis Jeseník mussten in der Nacht heraus, laut ihren Angaben sind die Straßen bis in die Höhenlagen nach chemischer Behandlung frei und nass.","Their Jesenik counterparts also made an outing overnight; the roads all the way to the highest altitudes are now clear and wet following the chemical treatment, according to them.","Their colleagues in the district of Jeseník also had to go out in the night, according to their reports, the roads are free and wet up to","Their colleagues in the district of Jeseník also had to go out in the night, according to their information, the roads are free and wet up to the high areas after chemical treatment.","Their colleagues in the district of Jeseník also had to go out in the night, according to their information, the roads are free and wet up to the high areas after chemical treatment.",0.848,7.41,7.75,7.75,0.33999999999999986,0.689,0.7584,0.7584,0.06940000000000002
"Neben Rebic stand auch der vom FC Liverpool ausgeliehene Brasilianer Allan das erste Mal in der Anfangsformation der Frankfurter, die schwungvoll begannen.","Besides Rebic, the Brazilian Allan, on loan from Liverpool FC, was called up to Frankfurt’s starting eleven for the first time and the team got off to a dynamic start.","In addition to Rebic, the Brazilian Allan, on loan from FC Liverpool, was also in the starting line-up for the first time for Frankfurt, who","Alongside Rebic was also the Brazilian Allan, on loan from FC Liverpool, who made his debut in the starting line-up of the Frankfurt team, which started strongly.","Alongside Rebic was also the Brazilian Allan, on loan from Liverpool, for the first time in the starting line-up of the Frankfurt team, which began energetically.",0.848,33.97,20.99,30.42,-3.549999999999997,0.7318,0.8284,0.8316,0.0998
Erst kurz vor der Sommerpause hat der Kreistag 41 neue Stellen in der Verwaltung durchgewinkt.,"Shortly before the Summer recess, the district assembly rubber-stamped 41 new posts in the administration.","Just before the summer break, the county council approved 41 new administrative positions.",It was only just before the summer break that the county council approved 41 new posts in the administration.,It was only just before the summer holidays that the county council approved 41 new jobs in the administration.,0.848,8.28,33.12,16.68,8.4,0.7953,0.7599,0.7414,-0.05390000000000006
"Doch wer genauer hinschaut, entdeckt im Parkdeck D2 eine durch Metallgitterstäbe abgetrennte archäologische Fundstelle.","However, anyone who takes a closer look on parking level D2 will discover an archaeological site, cordoned off by metal railings.","However, if you look more closely, you will find an archaeological site in the D2 car park, separated by metal bars.","However, if you look more closely, you will find an archaeological site in car park D2, separated by metal bars.","But if you take a closer look, you will find in the D2 car park an archaeological site separated by metal bars.",0.848,9.43,9.85,12.38,2.950000000000001,0.8058,0.7934,0.7931,-0.012699999999999934
"""Wenn Sie früher versuchten, Menschen der britischen Nationalpartei zu befragen, war es sehr schwer, sie zu identifizieren.""","""Before, when you tried to survey people from the British National Party, it would be very difficult to identify them.""","""If you tried to interview people for the British National Party before, it was very difficult to identify them.""","When you tried to interview people from the British National Party in the past, it was very difficult to identify them.","""When you tried to interview members of the British National Party in the past, it was very difficult to find them.""",0.848,41.16,44.63,22.66,-18.499999999999996,0.9113,0.9005,0.8834,-0.027900000000000036
"Die Fahrer der Linie RER, die über jahrelange Berufserfahrung verfügen, beziehen einen Bruttolohn von 2.200 bis 2.700 Euro sowie einen Lohnzuschlag von 600 bis 650 Euro für Schichtdienste sowie Sonn- und Feiertage.","The RER drivers, all in the later stages of their careers, are paid a gross salary of 2200 to 2700 euros as well as 600 to 650 euros of bonus pay for split shifts, Sundays and holidays.","The drivers of the RER line, with years of professional experience, receive a gross salary of 2,200 to 2,70","The drivers of the RER line, who have years of professional experience, receive a gross salary of between 2 200 and 2 700 euros, plus a shift allowance of 600 to 650 euros for night work and public holidays.","The drivers of the RER line, who have years of professional experience, receive a gross salary of between 2 200 and 2 700 euros, plus an overtime allowance of 600 to 650 euros for night work and public holidays.",0.848,5.89,14.28,14.28,8.39,0.6288,0.8329,0.8371,0.20829999999999993
"Ich habe selbst nach der Feier angeboten, ein paar Glas- und Plastikflaschen zu entsorgen.","After a party, I offered to throw out a few glass and plastic bottles.","Even after the party, I offered to dispose of a few glass and plastic bottles.",I even offered to dispose of a few glass and plastic bottles after the party.,"After the celebration, I even offered to dispose of a few glass and plastic bottles.",0.848,56.35,36.7,42.82,-13.530000000000001,0.8687,0.8825,0.8566,-0.0121
"""Wir wollen nicht über das Lynchen reden, weil wir dann mit dessen Hässlichkeit in uns allen konfrontiert werden"", sagte sie.","""We don't want to talk about the lynching because it makes us face the ugliness in all of us,"" she said.","""We don't want to talk about lynching because we are confronted with its ugliness in all of us,"" she said.","'We do not want to talk about lynching because we are confronted with its ugliness in all of us,' she said.","""We do not want to talk about lynching because we will be confronted with its ugliness in all of us,"" she said.",0.848,61.63,35.19,48.69,-12.940000000000005,0.8425,0.8371,0.826,-0.01650000000000007
"Es gibt hier Schnee, spektakuläre Landschaften - und diesen hartnäckigen Geruch in der Luft, der einfach nicht verschwinden will.","There is snow, spectacular scenery - and that odour, ever present, hangs in the air.","There is snow, spectacular landscapes - and this stubborn smell in the air that just won't go away.","There is snow here, spectacular landscapes - and this stubborn smell in the air, which just will not go away.","There is snow, spectacular scenery - and this tenacious smell in the air that just won't go away.",0.848,27.57,13.57,43.32,15.75,0.8622,0.8624,0.8664,0.0041999999999999815
"Jamef Bwelle wurde 1981 bei einem Autounfall in der Nähe von Yaoundé, der Hauptstadt Kameruns, verletzt.","Jamef Bwelle was injured in a 1981 car accident near Yaounde, Cameroon's capital.","Jamef Bwelle was injured in a car accident near Yaoundé, the capital of Cameroon, in 1981.","Jamef Bwelle was injured in a car accident near Yaoundé, the capital of Cameroon, in 1981.","Jamef Bwelle was injured in 1981 in a car accident near Yaoundé, the capital of Cameroon.",0.848,34.8,34.8,31.55,-3.2499999999999964,0.9206,0.9206,0.9237,0.0030999999999999917
"Im Laufe des Prozesses gegen ihn während der letzen Woche, wurde seine Entlassung aus dem Hausarrest in eine Aufenthaltspflicht in Grottaferrata umgewandelt.","While on trial, last week, he obtained the release from house arrest transformed into an obligation to remain resident in Grottaferrata.","In the course of the trial against him last week, his house arrest was changed to house detention in Grottaferrata.","During the trial against him last week, his house arrest was changed to house arrest in Grottaferrata.","During the trial against him last week, his release from house arrest was changed to house arrest in Grottaferrata.",0.848,12.15,11.99,19.45,7.299999999999999,0.7644,0.7232,0.7417,-0.022699999999999942
"""Wir haben zwei Schritte vorwärts und einen rückwärts gemacht, aber das Wichtigste ist, dass der Dialog zwischen Weißrussland und der EU begonnen hat"", sagte Alexander Milinkewitsch zu unserem Blatt.","""We have taken two steps ahead and one backwards, but the most important thing is that dialogue between Belarus and the EU has started"", told Alexander Milinkevich to our paper.","""We have taken two steps forward and one back, but the most important thing is that the dialogue between Belarus and the EU has begun,"" said Alexander Mil","We have taken two steps forward and one step back, but the most important thing is that the dialogue between Belarus and the EU has begun, said Alexander Milinkewitsch to our newspaper.","We have taken two steps forward and one step back, but the most important thing is that the dialogue between Belarus and the EU has begun, said Alexander Milinkewitsch to our newspaper.",0.848,51.59,50.07,50.07,-1.5200000000000031,0.8738,0.9037,0.9037,0.029899999999999927
"Für Sonja Pommeranz, stellvertretende Leiterin im Fachbereich Jugendhilfe, ist das eine gute Nachricht: ""Wir haben uns alle sehr gefreut"".","For Sonja Pommeranz, deputy head of the youth welfare services department, this is good news: ""We were all delighted"".","For Sonja Pommeranz, deputy head of the youth welfare department, this is good news: ""We were all very pleased"".","For Sonja Pommeranz, deputy head of the youth welfare department, this is good news: 'We were all very pleased'.","For Sonja Pommeranz, deputy head of the youth welfare department, it's good news: ""We were all very happy"".",0.848,78.84,62.45,64.16,-14.680000000000007,0.9126,0.9049,0.8819,-0.03069999999999995
"Seine bisherigen Angaben waren nämlich weniger detailliert, und obwohl er bereits mehrmals zugesagt hatte, umfassend über alles zu berichten, steht sein Geständnis noch aus.","His testimony so far is not very detailed, and though he did promise to provide information on all areas of the case, he has not done so.","His previous statements had been less detailed, and although he had promised on several occasions to give a full account of everything, his confession is still awaited.","His previous statements were less detailed, and although he had promised to give a full account on several occasions, his confession is still awaited.","His previous statements were less detailed, and although he had promised to give a full account on several occasions, his confession is still awaited.",0.848,6.39,6.25,6.25,-0.13999999999999968,0.8109,0.7883,0.7883,-0.022599999999999953
Gladbach verspielt zweimalige Führung - Schalke ohne Embolo mit erstem Sieg,Gladbach forfeits double lead - Schalke without Embolo receives first victory,Gladbach loses twice the lead - Schalke without Embolo with first victory,Gladbach loses twice - Schalke without Embolo with first victory,Gladbach loses twice - Schalke without Embolo with first victory,0.848,37.7,29.38,29.38,-8.320000000000004,0.7761,0.8251,0.8251,0.04899999999999993
"Einer der großen Höhepunkte in der Vereinsgeschichte war sicherlich das 44. Gauschießen, verbunden mit der feierlichen Weihe der neuen Schützenfahne im Juli 1991.","One of the greatest highlights in the history of the club was without doubt the 44th local shooting competition, which is linked to the formal consecration of the new shooting flag in July 1991.","One of the high points in the club's history was certainly the 44th Gauschießen in July 1991, which was","One of the great highlights in the club's history was certainly the 44th Gauschießen, which was held in July 1991.","One of the great highlights in the club's history was certainly the 44th shooting competition, accompanied by the solemn inauguration of the new club flag in July 1991.",0.848,7.66,12.67,23.12,15.46,0.6414,0.7073,0.8798,0.23840000000000006
"Der Text der Hymne stammt von Tomáš Hanák, der auch die Hauptfigur des Jesus im Videoclip spielt, auch Xindl X singt mit...","The words were written and the role of Jesus in the video clip was played by Tomas Hanak, Xindl X also sings in it...","The lyrics of the hymn were written by Tomáš Hanák, who also plays the main character of Jesus in the video, and Xindl","The text of the hymn is by Tomáš Hanák, who also plays the main character of Jesus in the video, and Xindl X sings with...","The text of the anthem is by Tomáš Hanák, who also plays the main character of Jesus in the video...",0.848,17.1,19.51,18.83,1.7299999999999969,0.8047,0.8198,0.8329,0.028200000000000003
"M. Monti hat sich seit der Aufnahme seiner Funktion dazu verpflichtet, in aller Dringlichkeit im Sinne des Zieles zu arbeiten, Italien zum""erneuten Protagonisten"" in Europa zu machen.",M. Monti undertook that once in office he would work hard to ensure that Italy would once again become a protagonist in Europe.,"Since taking office, Mr Monti has committed himself to working with urgency to make Italy the ""new protagonist"" in Europe.",Mr Monti has committed himself since taking office to working with all urgency to make Italy the 'new protagonist' in Europe.,Mr Monti has committed himself since taking office to working with all urgency to make Italy the 'new protagonist' in Europe.,0.848,7.18,6.93,6.93,-0.25,0.8412,0.8278,0.8278,-0.013399999999999967
"Er war kreativ, großzügig, lustig, witzig, liebevoll und talentiert, und ich werde ihn sehr vermissen.","He was creative, generous, funny, loving and talented, and I will miss him dearly.","He was creative, generous, funny, witty, loving and talented and I will miss him very much.","He was creative, generous, funny, witty, loving and talented, and I will miss him very much.","He was creative, generous, funny, witty, loving and talented, and I will miss him very much.",0.848,62.68,72.46,72.46,9.779999999999994,0.9588,0.9583,0.9583,-0.0004999999999999449
"""Er bittet alle Parteien und Institutionen der Elfenbeinküste, ihre Verantwortlichkeit unter Beweis zu stellen und sich jeder Initiative bis zur Verkündung der vorläufigen Ergebnisse zu enthalten.""","""He asks all Ivory Coast parties and institutions to show responsibility and to abstain from any initiatives pending the annoucement of the provisional results.""","""He asks all parties and institutions in Côte d'Ivoire to demonstrate their responsibility and refrain from any initiative until the announcement of the preliminary results.""",He calls on all parties and institutions in Côte d'Ivoire to demonstrate their responsibility and to refrain from any initiative until the provisional results are announced.,He calls on all parties and institutions in Côte d'Ivoire to demonstrate their responsibility and to refrain from any initiative until the provisional results are announced.,0.848,19.56,13.91,13.91,-5.649999999999999,0.8676,0.863,0.863,-0.0046000000000000485
"Er fügte hinzu: ""Es sind einige der besten Skifahrer und Snowboarder des Landes hier - einige richtige Talente.""","There's some of the best skiers and snow borders in the county here - some real talent,"" he added.","He added: ""There are some of the best skiers and snowboarders in the country here - some real talent.""",He added: 'There are some of the best skiers and snowboarders in the country here - some real talent.',"He added: ""There are some of the best skiers and snowboarders here - some real talents.""",0.848,40.29,41.58,34.63,-5.659999999999997,0.8841,0.8837,0.8725,-0.011599999999999944
"Kagan war Generalstaatsanwältin unter der Obama-Regierung, als die ersten Gesetzesanfechtungen in erster Instanz vor Gericht kamen.",Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,Kagan was solicitor general under the Obama administration when the first round of challenges to the law came before the courts.,Kagan was Solicitor General under the Obama administration when the first challenges to the laws came before the courts.,Kagan was Attorney General under the Obama administration when the first challenges to the laws came before the court.,0.848,32.16,25.13,25.63,-6.529999999999998,0.9029,0.8843,0.8712,-0.03170000000000006
"Erhöhung der Sozialversicherung um weitere 0,5 % ab April 2011",National Insurance up by a further 0.5% from April 2011,Increase in social security by another 0.5% from April 2011,Increase in social security by 0.5% from April 2011,Increase in social security contributions by 0.5% from April 2011,0.848,36.72,37.2,36.72,0.0,0.8475,0.8508,0.869,0.021499999999999964
"Sie kann nur ein oder zwei Finger heben, wenn ihr Ehemann sie dazu ermutigt.",She is capable only of holding up one or two fingers as her husband encourages her.,She can only raise one or two fingers if her husband encourages her.,She can only raise one or two fingers if her husband encourages her to do so.,She can only raise one or two fingers if her husband encourages her to do so.,0.848,37.79,31.01,31.01,-6.779999999999998,0.8669,0.8387,0.8387,-0.028200000000000003
"Der Anwalt, der vor Gericht stehen und behaupten wird, dass das Gesetz zu kippen ist, wird vermutlich Paul Clement sein, einst Generalstaatsanwalt unter der Regierung von George W. Bush.","The lawyer who will stand before the court and argue that the law should be thrown out is likely to be Paul Clement, who served as U.S. solicitor general during the George W. Bush administration.","The lawyer who will stand before the court and argue that the law is unconstitutional is likely to be Paul Clement, who served as solicitor general under the George W. Bush administration.","The lawyer who will stand up in court and claim that the law is unconstitutional will probably be Paul Clement, who was once Solicitor General under the George W. Bush administration.","The lawyer who will stand up in court and claim that the law is unconstitutional will probably be Paul Clement, who was once Solicitor General under the George W. Bush administration.",0.848,65.23,34.88,34.88,-30.35,0.8998,0.8778,0.8778,-0.02200000000000002
"Zu den Festgenommenen wurden keine Einzelheiten bekannt gegeben, zumindest einer sei Mexikaner, hieß es.","No specific details were given regarding those detained, but it is reported that at least one is Mexican","Details of those arrested were not released, but at least one was Mexican, officials said.","No details were given about those arrested, at least one of whom was Mexican.","No details were given about those arrested, at least one of whom was Mexican.",0.848,10.7,14.42,14.42,3.7200000000000006,0.9032,0.894,0.894,-0.009199999999999986
"Ich versuche, Verbündete für meine Ansichten und Visionen zu finden.",I am looking for allies to share my opinions and vision.,I am trying to find allies for my views and visions.,I am trying to find allies for my views and visions.,I am trying to find allies for my views and visions.,0.848,9.58,9.58,9.58,0.0,0.8941,0.8941,0.8941,0.0
"Hier ist die Vita von etwa acht Dutzend Talyschen aus der Gegend dokumentiert, die älter als 100. Fatulayeva zeigt auf ein Schwarz-Weiß-Foto.",Here the lives of eight dozen Talysh from the area who lived to older than 100 are documented. Fatulayeva points out a black  white photo.,Here is the life story of about 80 Talysh from the region who are older than 100. Fatulayeva points to a black-and-white photo,"Here is the life story of about 800 Talyschen from the area, who are older than 100. Fatulayeva points to a black and white photo.","Here is the biography of about 800 Talyschen from the area, who are older than 100. Fatulayeva points to a black and white photo.",0.848,13.81,16.45,17.1,3.290000000000001,0.8278,0.8182,0.7988,-0.029000000000000026
"Wissenschaftler haben Würmer mit genetisch veränderten Nervensystemen gezüchtet, die von Ausbrüchen von Schallwellen gesteuert werden können.",Scientists have bred worms with genetically modified nervous systems that can be controlled by bursts of sound waves.,Scientists have bred worms with genetically altered nervous systems that can be controlled by bursts of sound waves.,Scientists have bred worms with genetically altered nervous systems that can be controlled by bursts of sound.,Scientists have bred worms with genetically modified nervous systems that can be controlled by bursts of sound.,0.848,84.92,74.7,90.11,5.189999999999998,0.9413,0.93,0.936,-0.005299999999999971
"Mit der ""deutlichen Verringerung der Prüfungslast"", erklärte der Akkreditierungsrat-Vorsitzende Reinhold Grimm, solle einer ""Fehlentwicklung Einhalt geboten werden, die die Studierbarkeit erheblich beeinträchtigte.""","With the ""clear reduction of the examination load"", explains accreditation council chairman Reinhold Grimm, ""an undesirable development is to be stopped, which had a grave impact on studiability"".","The chairman of the Accreditation Council, Reinhold Grimm, explained that the ""clear reduction in the examination load"" was to prevent a ""deviation from the norm"" that would","The chairman of the Accreditation Council, Reinhold Grimm, explained that the 'clear reduction in the examination load' was intended to 'halt the development that has seriously affected the studyability'.","With the ""reduction in the number of exams"", the chairman of the Accreditation Council, Reinhold Grimm, explained that a ""negative development"" should be ""halted, which significantly reduced the possibility of studying.""",0.848,18.4,6.54,8.5,-9.899999999999999,0.7382,0.8006,0.7401,0.0019000000000000128
"Es ist daher nicht nur ideal zur Verhinderung von Druckbrand, sondern erhöht allgemein den Schlafkomfort.","It is therefore ideal to prevent pressure ulcer development, but also to enhance comfort while sleeping.","It is therefore not only ideal for preventing pressure sores, but also increases general sleep comfort.","It is therefore not only ideal for preventing pressure sores, but also increases general sleep comfort.","It is therefore not only ideal for preventing pressure sores, but also increases general sleep comfort.",0.848,15.28,15.28,15.28,0.0,0.891,0.891,0.891,0.0
"""Das große und mächtige"" führt bis Moskau: Migranten sparen Geld für Sprache","Only the ""high and mighty"" make it to Moscow: migrants save money for language","""The big and powerful"": migrants save money for language",'The great and powerful' leads to Moscow: Migrants save money for language courses,The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language courses. The powerful leads to Moscow: Migrants save money for language,0.848,30.44,21.46,1.39,-29.05,0.7278,0.7545,0.42,-0.3078
Die Idee hat sich der Libanese inzwischen beim Patentamt in München eintragen lassen.,Now he has registered his idea at the patent office in Munich.,The idea has now been registered with the patent office in Munich.,The idea has now been registered with the Patent Office in Munich.,The idea has now been registered with the Patent Office in Munich.,0.848,42.12,14.21,14.21,-27.909999999999997,0.9107,0.9002,0.9002,-0.010499999999999954
Maestro-Gelatiere Luciano Ferrari erklärt den Teilnehmern zunächst die idealen Eigenschaften der perfekten Eiscreme.,Maestro gelatiere Luciano Ferrari begins the course by describing the ideal characteristics of a perfect ice cream.,Maestro gelateria Luciano Ferrari first explains to the participants the ideal qualities of perfect ice cream.,Maestro Gelatiere Luciano Ferrari first explains to the participants the ideal properties of perfect ice cream.,Master Gelateria Luciano Ferrari first explains to the participants the ideal qualities of perfect ice cream.,0.848,19.75,19.75,19.29,-0.46000000000000085,0.8844,0.8816,0.8698,-0.014599999999999946
"Die Katalanen treten im Duell um den spanischen Supercup auswärts gegen den FC Sevilla an, das Rückspiel steigt drei Tage später im Camp Nou.",The Catalan team will face off against FC Sevilla in an away game in Spain's Supercup; the second leg will take place three days later in Camp Nou.,"The Catalans will play the duel for the Spanish Supercup away from home against FC Sevilla, with the return match taking place three days later at Camp Nou.","The Catalans are playing in the duel for the Spanish Super Cup away from home against FC Sevilla, with the return match taking place three days later at Camp Nou.","The Catalans play in the Spanish Supercup away from home against FC Sevilla, with the return match taking place three days later at Camp Nou.",0.848,15.9,14.6,15.9,0.0,0.8645,0.8402,0.8578,-0.006700000000000039
In der deutschen Stahlindustrie waren Ende 2015 rund 86000 Menschen beschäftigt.,"At the end of 2015, around 86,000 people were employed in Germany's steel industry.","At the end of 2015, around 86,000 people were employed in the German steel industry.","At the end of 2015, there were around 86 000 people employed in the German steel industry.","At the end of 2015, there were around 86 000 people employed in the German steel industry.",0.848,76.25,36.66,36.66,-39.59,0.9526,0.9363,0.9363,-0.01629999999999998
