source,reference,wmt_prediction,sc_initial,sc_corrected,sc_final,wmt_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,wmt_comet,sc_initial_comet,sc_final_comet,comet_diff
"Und nun sehe ich, was in der Welt vorgeht - Kriege in anderen Regionen.",Now I look at what is going on in the world - wars in different regions.,And now I see what is happening in the world - wars in other regions.,And now I see what is happening in the world - wars in other regions.,And now I see what is happening in the world - wars in other regions.,0.844,35.83,35.83,35.83,0.0,0.8771,0.8771,0.8771,0.0
Bei so einem überragendem Sieg gab es dieses Mal kein solches Problem.,There was no such issue this time around in a supreme victory.,"With such an outstanding victory, there was no such problem this time.","With such a great victory, there was no such problem this time.","With such an overwhelming victory, there was no such problem this time.",0.844,14.46,14.95,14.46,0.0,0.829,0.82,0.8317,0.0027000000000000357
"Im Juli wurde eine Reihe von türkischen Polizisten verhaftet, weil sie angeblich eine organisierte kriminelle Vereinigung gegründet und Telefonnummern angezapft hatten.",In July a number of Turkish policemen were arrested for allegedly having set up an organized criminal gang and having tapped phone number.,"In July, a number of Turkish policemen were arrested for allegedly setting up an organised criminal association and tapping phone numbers.","In July, a number of Turkish policemen were arrested for allegedly setting up an organised criminal association and tapping telephones.","In July, a number of Turkish policemen were arrested for allegedly setting up an organised criminal association and tapping telephones.",0.844,40.99,40.39,40.39,-0.6000000000000014,0.9017,0.8601,0.8601,-0.04159999999999997
"Laut Aussage von Ethik-Experten verstieß das ungewöhnliche Abkommen zwischen Ensign und Hampton, die vor der Affaire eng befreundet waren, gegen das so genannte Verbot der Drehtür-Lobbykratie.","Ethics experts said the unusual arrangement between Mr. Ensign and Mr. Hampton, who were close friends before the affair, appeared at odds with the so-called revolving door lobbying ban.","According to ethics experts, the unusual arrangement between Ensign and Hampton, who were close friends before the affair, violated the so-called ban on revolving door lobbying.","According to ethics experts, the unusual agreement between Ensign and Hampton, who were close friends before the affair, violated the so-called ban on revolving door lobbying.","According to the testimony of ethics experts, the unusual agreement between Ensign and Hampton, who were close friends before the affair, violated the so-called ban on revolving-door lobbying.",0.844,41.67,36.68,33.59,-8.079999999999998,0.8752,0.8717,0.8582,-0.017000000000000015
"VCCP-Kreativdirektor Matt Lever war erstaunt über die Stille, die rund um die Werbung für die Waffenmesse herrschte - durch eine Leerstelle des ExCeL-Kalenders - und dachte: ""Geben wir ihnen die Kampagne, die sie zu vermeiden versuchen.""","VCCP creative director Matt Lever was struck by the silence surrounding the advertising of the arms fair - with a blank space on ExCeL's calendar - and thought: ""Let's give them the campaign they are trying to avoid.""","VCCP creative director Matt Lever was astonished by the silence surrounding the advertising for the gun show - by a gap in the ExCeL calendar - and thought: ""Let's give them the campaign they're trying to avoid.""",VCCP creative director Matt Lever was astonished by the silence surrounding the advertising for the gun show - through a gap in the ExCeL calendar - and thought: 'Give them the campaign that they are trying to avoid.',"VCCP creative director Matt Lever was astonished by the silence surrounding the advertising for the gun fair - through a gap in the ExCeL calendar - and thought: ""Give them the campaign that they are trying to avoid.""",0.844,54.6,44.72,50.86,-3.740000000000002,0.8537,0.8146,0.8446,-0.009099999999999997
"Luciano zieht ein Gerät hervor, mit dem er den Zuckergehalt der Fruchtsorten bestimmt (Winzer messen damit die Oechsle im Traubenmost).",Luciano brings out a device that shows him the sugar content of the types of fruit (vintners use it to measure the density of grape must using the Oechsle scale).,Luciano pulls out a device to determine the sugar content of the fruit varieties (winemakers use this to measure the oechsle in the must).,Luciano pulls out a device for measuring the sugar content of the grapes.,Luciano pulls out a device for measuring the sugar content of the grape varieties (Winemakers measure the sugar content of the must with it).,0.844,20.21,9.68,18.56,-1.6500000000000021,0.7998,0.7741,0.7739,-0.025899999999999923
"Die wachsende Kontroverse um den Geheimdienst befeuerte anfängliche Spekulationen darüber, der Zwischenfall heute sei das Ergebnis einer gezielten Cyperoperation.",Such growing controversy surrounding the agency prompted early speculation that tonight's incident was the result of a targeted cyber operation.,The growing controversy over the spy agency has fuelled initial speculation that today's incident was the result of a targeted cyber operation.,The growing controversy over the secret service has fuelled initial speculation that today's incident is the result of a targeted cyber-operation.,The growing controversy about the intelligence services has fanned initial speculations that today's incident is the result of a targeted cyber operation.,0.844,46.41,22.27,34.81,-11.599999999999994,0.895,0.8832,0.8918,-0.0031999999999999806
"Experten glauben, dass der Black Friday im November die Ausgaben gebremst hat",Experts believe November's Black Friday could be holding back spending,Experts believe Black Friday in November curbed spending,Experts believe that Black Friday in November has slowed down spending.,Experts believe that Black Friday in November curbed spending.,0.844,12.86,10.13,12.55,-0.3099999999999987,0.8992,0.9269,0.9165,0.017299999999999982
Der Börsenbetreiber Nasdaq OMX hält seine Kunden weiter in Atem.,Stock exchange operator Nasdaq OMX keeps its customers on tenterhooks.,The stock exchange operator Nasdaq OMX is keeping its customers on tenterhooks.,"Nasdaq OMX, the stock exchange operator, is keeping its customers on tenterhooks.","Nasdaq OMX, the stock market operator, is keeping its customers on tenterhooks.",0.844,48.44,31.54,29.26,-19.179999999999996,0.9457,0.9253,0.9196,-0.026100000000000012
"Als sie rebelliert, ist sie mit der extremen Grausamkeit einer äußerst sadistischen Oberin konfrontiert und wird zum Objekt erotischer Faszination einer anderen.","When she rebels, she experiences extreme cruelty at the hands of a wantonly sadistic Mother Superior and becomes an object of erotic fascination for another.","When she rebels, she is confronted with the extreme cruelty of an extremely sadistic headmistress and becomes the object of erotic fascination for another.","When she rebels, she is confronted with the extreme cruelty of an extremely sadistic headmistress and becomes the object of erotic fascination for another.","When she rebels, she is confronted by the extreme cruelty of an extremely sadistic headmistress and becomes the object of erotic fascination of another.",0.844,40.73,40.73,28.73,-11.999999999999996,0.8261,0.8261,0.8278,0.0017000000000000348
"In seiner Predigt erinnert Pfarrer Adolf Buhl daran, dass das Kreuz ein Zeichen der Hoffnung, des Trostes und des Lebens sei.","In his homily, Father Adolf Buhl reminds us that the cross is a sign of hope, comfort and life.","In his sermon, Pastor Adolf Buhl reminded his congregation that the cross was a symbol of hope, comfort and life.","In his sermon, Pastor Adolf Buhl reminded us that the cross is a symbol of hope, comfort and life.","In his sermon, Pastor Adolf Buhl reminded us that the cross is a symbol of hope, comfort and life.",0.844,36.66,53.83,53.83,17.17,0.8879,0.9083,0.9083,0.020399999999999974
"Als Rodgers 13 war, glaubte sie, dass sie an Friedreich-Ataxie (FA) leide - einer Krankheit mit sehr schlechten Überlebenschancen.",When Rodgers was 13 she was under the impression that she suffered from Friedreich's ataxia (FA) - a condition which had a very poor prognosis.,"When Rodgers was 13, she thought she had Friedreich's ataxia (FA) - a disease with a very poor prognosis.","When Rodgers was 13, she believed she had Friedreich's ataxia (FA) - a disease with very poor survival rates.","When Rodgers was 13, she believed she was suffering from Friedreich's ataxia (FA) - a disease with very poor survival rates.",0.844,42.97,32.91,38.13,-4.839999999999996,0.8978,0.8766,0.887,-0.010800000000000032
"Vereinbarungen, die dieses Recht einschränken oder darauf abzielen, es zu schmälern sind null und nichtig; darauf abzielende Maßnahmen sind ungesetzlich.",Agreements that restrict or seek to impair this right shall be null and void; measures directed to this end shall be unlawful.,Agreements which restrict or aim to restrict this right are null and void; measures aimed at restricting it are illegal.,Agreements which restrict or aim to restrict this right are null and void; measures aimed at restricting it are illegal.,Agreements which restrict or aim to restrict this right are null and void; measures aimed at restricting it are illegal.,0.844,20.34,20.34,20.34,0.0,0.8888,0.8888,0.8888,0.0
Dieser Hai durfte nach einer Untersuchung an Bord des Forschungsschiffs Sanna ins Meer zurück.,"After being examined on board the research ship ""Sanna"", this shark was returned to the sea.","After an examination on board the research vessel Sanna, the shark was released back into the sea.",This shark was allowed to go back into the sea after being examined on board the research vessel Sanna.,This shark was released back into the sea after examination on board Sanna.,0.844,20.83,31.13,6.89,-13.939999999999998,0.8877,0.8731,0.854,-0.03370000000000006
"Auch ein Vorfall am 27. Mai in Hüfingen, bei dem früh morgens mehrere Schüsse in eine Gaststätte abgefeuert wurden, dürfte auf das Konto der Bande gehen.","An incident on 27th May in Hüfingen, during which several shots were fired into a restaurant in the early morning, is also likely to have been caused by the gang.","An incident on 27 May in Hüfingen, where several shots were fired into a guest house in the early hours of the morning, is also likely to be the work of the gang.","An incident on 27 May in Hüfingen, where several shots were fired into a guest house in the early hours, is also likely to be the work of the gang.","An incident on 27 May in Hüfingen, where several shots were fired into a guest house in the early hours, is likely to have been the work of the gang.",0.844,41.82,42.19,39.84,-1.9799999999999969,0.8782,0.8792,0.854,-0.0242
"Er ist ein wichtiger Spieler, er ist eine wichtige Person.",He is an important player. He is an important person.,"He is an important player, he is an important person.","He is an important player, he is an important person.","He is an important player, he is an important person.",0.844,63.4,63.4,63.4,0.0,0.9684,0.9684,0.9684,0.0
"Der sogenannte Akkreditierungsrat beschloss, die Zahl der Prüfungen teilweise drastisch zu reduzieren: ""Jedes Modul schließt in der Regel mit nur einer Prüfung ab"", heißt es in einem 30-Seiten-Papier, das die Zulassung von Studiengängen teilweise neu regeln soll.","The so-called accreditation council has decided to, in part, dramatically reduce the number of exams: ""Every module ends, as a rule, with an exam,"" states the 30-page paper, which is to newly govern the admission of courses in part.","The so-called accreditation council has decided to reduce the number of exams in part drastically: ""Each module usually ends with only one exam,"" it says in a 30-page paper that aims to partly re-regulate the accreditation of study courses.","The so-called Accreditation Council has decided to reduce the number of exams, in some cases drastically: 'Each module usually ends with one exam', it says in a 30-page paper that partly regulates the accreditation of courses.","The so-called Accreditation Board has decided to drastically reduce the number of exams: ""Each module usually ends with one exam,"" it says in a 30-page document that partly regulates the accreditation of courses.",0.844,29.07,17.58,20.89,-8.18,0.8462,0.8421,0.8367,-0.009499999999999953
"Vallejo, ehemaliger Bürgermeister der Hauptstadt von Morelia, leugnet Verbindungen zu Drogenhändlern und drängt die anderen Kandidaten, die Ergebnisse zu akzeptieren.","Vallejo, former mayor of the state capital of Morelia, denied ties to drug traffickers and urged the other candidates to accept the results.","Vallejo, a former mayor of Morelia's capital, denies ties to drug traffickers and presses other candidates to accept the results.","Vallejo, former mayor of the capital of Morelia, denies any links with drug traffickers and presses the other candidates to accept the results.","Vallejo, former mayor of Morelia's capital, denies links with drug traffickers and presses the other candidates to accept the results.",0.844,43.93,58.41,46.25,2.3200000000000003,0.898,0.9042,0.9,0.0020000000000000018
Im nächsten Verfahrensschritt wird der Bauantrag für die 18 x 36 Meter große Halle nun dem Landratsamt zur Prüfung vorgelegt.,"In the next step of the project, the planning application for the 18 x 36 metre hall will be presented to the district administration for review.","In the next procedural step, the building application for the 18 x 36 metre hall will now be submitted to the district authority for examination.","In the next stage of the procedure, the building application for the 18 x 36 metre hall will now be submitted to the district administration for examination.","In the next stage of the procedure, the building permit for the 18 x 36 metre hall will now be submitted to the Landratsamt for review.",0.844,41.68,48.82,39.33,-2.3500000000000014,0.8604,0.8659,0.8131,-0.04730000000000001
"Donnerstag ist Familientag, für die Vorstellung um 17 Uhr sind die Preise ermäßigt.",Thursday is family day; there is a discount on the price of the show.,"Thursday is Family Day, and prices are reduced for the 5 p.m. screening.","Thursday is Family Day, and the prices will be reduced for the 5 p.m. screening.","Thursday is Family Day, and for the 5 p.m. show, the prices are reduced.",0.844,5.11,4.81,5.04,-0.07000000000000028,0.8415,0.837,0.8466,0.005099999999999993
"""Ich finde das Gebäude lustig, es sieht futuristisch aus, und endlich gibt es wieder etwas Interessantes zu sehen"", sagt Lisette Verhaig, eine Passantin am Straßenrand.","""I think the building is fun, looks futuristic and ultimately provides something interesting to look at,"" said Lisette Verhaig, a passer-by at the road-side.","""I find the building funny, it looks futuristic, and there is something interesting to see again,"" says Lisette Verhaig, a passer-by on the street.","Lisette Verhaig, a passer-by on the pavement, says: 'I find the building funny, it looks futuristic and finally there is something interesting to see'.","""I find the building funny, it looks futuristic, and there is something interesting to see again,"" said Lisette Verhaig, a woman on the sidewalk.",0.844,21.72,22.31,29.27,7.550000000000001,0.8434,0.8362,0.8308,-0.012600000000000056
Die Wirtschaft läuft heiß: wahrscheinlich wird sie in diesem Jahr um bis zu 9% wachsen.,The economy is overheating wildly: it is likely to grow by up to 9% this year.,The economy is running hot: it is likely to grow by as much as 9% this year.,The economy is running hot: it is likely to grow by as much as 9% this year.,The economy is running hot: it is likely to grow by as much as 9% this year.,0.844,53.77,53.77,53.77,0.0,0.8965,0.8965,0.8965,0.0
"Die Moslembrüder argumentieren, dass diese verglichen mit dem ehemaligen Regime deutlich reduziert sind.",The Muslim Brothers argue that they are significantly reduced compared to what they were under the former regime.,The Muslim Brothers argue that these are significantly reduced compared to the former regime.,The Muslim Brothers argue that these are significantly reduced compared with the former regime.,The Muslim Brothers argue that these are significantly reduced compared with the former regime.,0.844,50.44,44.22,44.22,-6.219999999999999,0.8603,0.8555,0.8555,-0.0047999999999999154
"Mit einer Entschädigung für die Familie der jungen Frau wird die Agentur nicht auf das Gerichtsurteil warten, einen finanziellen Schadensersatz erwartet sie aber auch von Seiten des Schuldigen.","The agency will not wait for the court verdict to compensate the girl's family, but it expects financial compensation from the guilty party.","The agency will not wait for the court's verdict, but expects financial compensation from the guilty party for the young woman's family.","The agency will not wait for the court decision, but it is expecting financial compensation from the guilty party for the family of the young woman.","With compensation for the young woman's family, the agency will not wait for the verdict, but it is expecting financial compensation from the guilty party.",0.844,51.26,47.32,44.12,-7.140000000000001,0.8913,0.8675,0.8278,-0.0635
"Mit dem Sieg auf dem flachen Kurs in 2:03:59 hat Gebrselassie seinen vorheriges Resultat von 2:04:26 um 27 Sekunden verbessert, das er letztes Jahr in Berlin erreicht hatte.","With a victory on the accommodatingly flat course in 2:03:59, Gebrselassie shattered by 27 seconds his previous mark of 2:04:26, run last year in Berlin.","With his victory on the flat course in 2:03:59, Gebrselassie improved his previous result of 2:04:26 by 27 seconds, which he achieved last year in Berlin.","With his victory on the flat course in 2:03:59, Gebrselassie has improved his previous result of 2:04:26 by 27 seconds, which he achieved last year in Berlin.","With his victory on the flat track in 2:03:59, Gebrselassie improved his previous time of 2:04:26 by 27 seconds, which he achieved last year in Berlin.",0.844,55.04,53.53,49.41,-5.630000000000003,0.8742,0.8707,0.8714,-0.0028000000000000247
"Wenn der Staat weiterhin seine Einkommensziele im kommenden Jahr erreicht, könnte dieses Gesetz den Unternehmenseinkommenssteuersatz des Staates bis 2017 bis auf 3 Prozent reduzieren.","If the state continues to meet revenue goals in the coming year, the law could push the state's business income tax rate as low as 3 percent by 2017.","If the state continues to meet its revenue targets next year, the law could reduce the state's corporate income tax rate by 3 percent by 2017.","If the State continues to achieve its income targets next year, this law could reduce the State's corporate tax rate to 3% by 2017.","If the State continues to achieve its revenue targets in the coming year, this legislation could reduce the State's corporate tax rate to 3% by 2017.",0.844,43.54,9.26,20.38,-23.16,0.9146,0.8936,0.8932,-0.021399999999999975
"""Wenn man die andauernd hohe Rate der Auktionspreise betrachtet, eine generell schnelle Verkaufsrate und die andauernd niedrige Zinsumgebung, ist es wahrscheinlich, dass die Eigenheimpreise in den nächsten drei Monaten noch weiter steigen werden,"" meinte er.","""Considering the ongoing high rate of auction clearance rates, a generally rapid rate of sale and the ongoing low interest rate environment, it's likely that dwelling values will rise even further over the next three months,"" he said.","""When you look at the sustained high rate of auction clearance, a generally fast rate of sales and the sustained low interest rate environment, it is likely that house prices will continue to rise over the next three months,"" he said.","He said that if you look at the continuing high rate of auction prices, a generally fast rate of sales and the continuing low interest rate environment, it is likely that house prices will continue to rise over the next three months.","""If you look at the continuing high auction prices, a generally fast sales rate and the continuing low interest rate environment, it is likely that home prices will continue to rise over the next three months,"" he said.",0.844,40.9,27.4,35.75,-5.149999999999999,0.8767,0.853,0.8653,-0.011400000000000077
"Die Ursache der Poliomyelitis, die Polioviren, können bisher nur durch Impfungen eingedämmt werden, wie es in einer Pressemitteilung heißt.","A press release stated that to date the cause of poliomyelitis, the poliovirus, can only be contained by vaccination.","The cause of poliomyelitis, the polioviruses, can only be controlled by vaccination, according to a press release.","The cause of poliomyelitis, the polioviruses, can only be controlled by vaccination, as stated in a press release.","The cause of poliomyelitis, the polioviruses, can only be controlled by vaccination, as stated in a press release.",0.844,32.86,32.77,32.77,-0.0899999999999963,0.888,0.8832,0.8832,-0.0048000000000000265
"Im Fall Spaniens muss man sich keine Sorgen machen, solange die Differenzen der Staatsverschuldung sich mit der gleichen Geschwindigkeit wie die europäischen Unternehmensboni erhöhen.","In the case of Spain, since our public debt is spreading like the European corporate bonds, we should not be worried.","In the case of Spain, there is no need to worry, as long as public debt increases at the same rate as European corporate bonuses.","In the case of Spain, there is no need to worry, as long as the differences in public debt are increasing at the same rate as the European corporate bonuses.","In the case of Spain, there is no need to worry, as long as the differences in public debt are increasing at the same rate as the European corporate bonuses.",0.844,22.12,20.34,20.34,-1.7800000000000011,0.7196,0.7124,0.7124,-0.007199999999999984
"Nach der Lebertransplantation setzte er sich für Leberspenden ein und arbeitete als Freiwilliger in einem Krankenhaus, um ängstlichen Patienten beizustehen.","After his liver transplant, he became an organ donation promoter and worked as a volunteer at a hospital, helping fearful patients.","After his liver transplant, he campaigned for organ donation and worked as a volunteer in a hospital to help frightened patients.","After the liver transplant, he campaigned for organ donation and worked as a volunteer in a hospital to help frightened patients.","After his liver transplant, he campaigned for liver donations and volunteered at a hospital to help anxious patients.",0.844,40.99,31.21,27.31,-13.680000000000003,0.8894,0.8854,0.8682,-0.021199999999999997
"Viele an der Wall Street betrachten die neuen Gepäckgebühren als Zeichen dafür, dass die Fluggesellschaften genug Geld einnehmen, um nach Jahren der Verluste die Kosten von Flugreisen zu decken.",Many on Wall Street view the addition of baggage fees as a sign that airlines are charging enough money to cover the cost of air travel after years of losses.,Many on Wall Street see the new baggage fees as a sign that airlines are making enough money to cover the cost of flying trips after years of losses.,Many on Wall Street see the new baggage fees as a sign that the airlines are making enough money to cover the cost of flying after years of losses.,"On Wall Street, the new baggage fees are seen as a sign that the airlines are making enough money to cover the cost of flying after years of losses.",0.844,59.78,54.54,42.98,-16.800000000000004,0.9039,0.9042,0.8906,-0.01330000000000009
"Die rund 15 000 Euro teure Ampelanlage selbst ist das ""modernste, was es derzeit auf dem Markt gibt"", erläuterte Arnold.","The traffic light system itself, which cost around EUR 15,000, is the ""most modern system that is currently available on the market,"" explained Arnold.","The traffic lights themselves, which cost around 15,000 euros, are the ""most modern currently on the market,"" explained Arnold.","The traffic lights themselves, which cost around EUR 15 000, are the 'most modern' on the market, explained Arnold.","The traffic signal itself, which costs around EUR 15 000, is the ""most modern on the market"", explained Arnold.",0.844,41.78,25.17,30.35,-11.43,0.9013,0.8826,0.8709,-0.030399999999999983
"Die Anwendung verschiedener stilistischer Mittel zerstört die klassische Grundlage des Bildes, wodurch dem Bild die Modernität und die Idee, wie der Bauer Flamenco versteht, verliehen werden: `Musik mit traditionellen Wurzeln, die sich verändert und jeden Tag überrascht'.","The application of different stylistic techniques breaks with the iconographic traditional principles, giving the photos modernity, as Bauer considers flamenco: ""A music with very traditional roots which evolves and still surprises every day more.""","The use of different stylistic elements destroys the classical basis of the image, giving it modernity and the idea that the farmer understands Flamenco as ""music with traditional roots that change and surprise every day.""","The application of various stylistic means destroys the classical basis of the image, giving it modernity and the idea, as the farmer Flamenco says, of music with traditional roots that change and surprise every day.","The use of various stylistic means destroys the classical basis of the image, which gives the image modernity and the idea, as the farmer Flamenco understands it, of music with traditional roots that change and surprise every day.",0.844,7.52,7.43,4.28,-3.2399999999999993,0.7544,0.7228,0.6937,-0.060699999999999976
"Mertens betonte, der Autobauer habe ""gravierende organisatorische Änderungen"" vorgenommen, damit ein solcher Skandal nie wieder vorkomme.","Mertens highlighted that the automobile manufacturers had made ‘serious, organizational changes’, to prevent such a scandal ever happening again.","Mertens emphasised that the car manufacturer had made ""serious organisational changes"" so that such a scandal would never occur again.",Mertens stressed that the car manufacturer had made 'serious organisational changes' so that such a scandal would never happen again.,"Mertens stressed that the manufacturer had made ""significant organizational changes"" so that such a scandal never happens again.",0.844,10.41,10.95,11.22,0.8100000000000005,0.9179,0.9166,0.8982,-0.01970000000000005
"Bei dieser Menge Informationen und Figurtypen bin ich froh, dass ich eine ganze Woche Zeit habe, mir alles gründlich durch den Kopf gehen zu lassen.","Given the abundance of such information and figure types, I am glad to have a whole week to sort it all out in my head.","With this amount of information and figures, I am glad I have a whole week to go through everything in detail.","With this amount of information and figures, I am glad that I have a whole week to go through everything in detail.","With this amount of information and figures, I am glad that I have a whole week to go through everything in detail.",0.844,25.06,25.14,25.14,0.08000000000000185,0.862,0.8576,0.8576,-0.0043999999999999595
"Obwohl das Repräsentantenhaus eine andere Version hat, stimmen die Analytiker darin überein, das das Dream Act im Senat vor den größten Hindernissen steht.","Although the House of Representatives has a different version, analysts agree that the Dream Act faces the major obstacles in the Senate.","Although the House of Representatives has a different version, the analysts agree that the greatest obstacle to the Dream Act is in the Senate.","Although the House of Representatives has a different version, the analysts agree that the Dream Act is facing the greatest obstacles in the Senate.","Although the House of Representatives has a different version, the analysts agree that the Dream Act is facing the greatest obstacles in the Senate.",0.844,58.41,66.76,66.76,8.350000000000009,0.9,0.919,0.919,0.019000000000000017
Zu Beginn der Informationsveranstaltung gab Schindler noch einmal einen Rückblick auf das bisher Geschehene.,"At the beginning of the information session, Schindler once more cast a glimpse back to what has been the case so far.","At the beginning of the information meeting, Schindler once again looked back on what had happened so far.","At the beginning of the information session, Mr Schindler gave a brief review of what had happened so far.","At the beginning of the press conference, Schindler looked back once again on what had happened so far.",0.844,30.6,36.29,23.03,-7.57,0.8674,0.8593,0.8612,-0.006199999999999983
"Laut den Medienberichten sei jedenfalls in der Früh ein erster Bus mit rund 50 Flüchtlingen in der serbischen Grenzstadt Sid angekommen, im Lauf des Tages würden weitere Busse erwartet.","According to media reports, at least one bus with around 50 refugees arrived in the Serbian border town of Sid in the early hours, and in the course of the day more buses are expected.","According to media reports, at least one bus carrying around 50 refugees arrived in the Serbian border town of Sid in the early hours, with further buses expected to arrive throughout the day.","According to media reports, an initial bus with around 50 refugees arrived in the Serbian border town of Sid in the early hours, and more buses are expected to arrive throughout the day.","According to the media, an initial bus with around 50 refugees arrived in the Serbian border town of Sid in the early hours, and more buses are expected in the course of the day.",0.844,64.04,66.09,69.93,5.890000000000001,0.9015,0.8978,0.8949,-0.006599999999999939
"Wieder reihte sich Aussichtspunkt an Aussichtspunkt, verbunden durch ""flowige"" Trials und moderate Anstiege.","Again, there came vantage point after vantage point, strung together with ""flowing"" trials and moderate ascents.","Once again, one viewpoint followed another, connected by ""flowing"" trials and moderate inclines.","It was back to back to back, linked by 'flowing' trials and moderate rises.","Again, perspective followed perspective, connected by flowing trials and moderate gains.",0.844,24.79,7.57,9.07,-15.719999999999999,0.7685,0.5184,0.6011,-0.1674
"""Viele reden jetzt über den Schutz der Rechte von Arbeitsmigranten"", sagt der Leiter der Vertretung der Föderalen Migrationsbehörde in Tadschikistan, Viktor Sebelew.","Many speak about protection of the rights of work migrants, explains the Head of the representative office of the Federal Migration Services of Russia, Viktor Sebelev.","""Many people are now talking about the protection of the rights of labour migrants,"" says the head of the Federal Migration Service representation in Tajikistan, Viktor Sebelev.","Many people are now talking about the protection of the rights of labour migrants, says the head of the Federal Migration Service's representation in Tajikistan, Viktor Sebelew.","""Many people are now talking about the protection of the rights of migrant workers,"" said the head of the Federal Migration Service's office in Tajikistan, Viktor Sebelew.",0.844,28.7,24.65,22.37,-6.329999999999998,0.8426,0.847,0.8397,-0.0029000000000000137
"Marko Maksimovic, 29, war einer der fünf Männer, die letzten Monat verhaftet wurden, nachdem die Bundespolizei 100 kg der Droge auf der Yacht Solay fand, die von Südamerika über Vanuatu kam und im August in Coomera anlegte.","Marko Maksimovic, 29, was one of five men arrested last month after federal police tracked 100 kilograms of the drug from the yacht Solay, which came from South America via Vanuatu and docked at Coomera in August.","Marko Maksimovic, 29, was one of five men arrested last month after federal police found 100kg of the drug on the yacht Solay, which arrived from South America via Vanuatu and docked at Coomera in August.","Marko Maksimovic, 29, was one of five men arrested last month after the Bundespolizei found 100 kg of the drug on the yacht Solay, which came from South America via Vanuatu and arrived in Coomera in August.","Marko Maksimovic, 29, was one of five men arrested last month after the Australian Federal Police found 100 kilograms of cocaine on the yacht Solay, which came from South America via Vanuatu and arrived in Coomera in August.",0.844,75.17,67.93,66.26,-8.909999999999997,0.8997,0.8846,0.889,-0.010700000000000043
"Der Vorsteher der Gemeinde Robby Miller sagte, dass die Behörden 72 Leute und sieben Haustiere gerettet hätten, die vom Hochwasser angespült wurden.",Parish President Robby Miller said authorities rescued 72 people and seven pets stranded by high water.,Community Director Robby Miller said authorities rescued 72 people and seven pets stranded by the flooding.,The mayor of Robby Miller said that the authorities had rescued 72 people and seven animals from the flood.,The Chairman of the Parish Council Robby Miller said that officials rescued 72 people and seven animals that were washed ashore by the flood.,0.844,68.9,25.35,20.42,-48.480000000000004,0.912,0.8328,0.8371,-0.07490000000000008
"Die Regierung wird auch Kontrollen über die an die Unternehmen übertragenen Befugnisse lockern und dafür sorgen, dass Unternehmen entscheiden, wie sie ihre Geschäfte führen.","The government will also loosen controls on the powers it delegates to companies, making sure that companies decide how to run their businesses.",The government will also relax controls on the powers transferred to companies and ensure that companies decide how to run their businesses.,The Government will also relax controls on the powers transferred to companies and ensure that companies decide how they run their businesses.,The Government will also relax controls on the powers transferred to companies and ensure that companies decide how they run their businesses.,0.844,53.73,32.52,32.52,-21.209999999999994,0.9216,0.9189,0.9189,-0.0026999999999999247
"Wenn Trump geht, muss der nächste Kandidat der Republikaner nur geistig gesund sein, um sich als unermessliche Verbesserung zu qualifizieren.","When Trump goes, the next Republican candidate will merely have to be sane to qualify as an immeasurable improvement.","If Trump goes, the next Republican nominee need only be mentally sound to qualify as an unmitigated improvement.","If Trump goes, the next Republican candidate needs only to be mentally sound to qualify as an unparalleled improvement.","If Trump goes, the next Republican candidate needs to be mentally fit to be qualified as an unmatched improvement.",0.844,37.5,44.78,36.39,-1.1099999999999994,0.8726,0.882,0.7936,-0.07900000000000007
"Beim Wenden rammte er ein geparktes Fahrzeug, schob es mit zwei weiteren Autos und drei Rädern zusammen.",He rammed a parked vehicle and pushed it up against two other cars and three bikes when turning around.,"When turning, he rammed a parked vehicle, pushing it together with two other cars and three wheels.","When turning, he rammed a parked car, pushing it together with two other cars and three wheels.","While turning, he rammed a parked car, smashing it together with two other cars and three wheels.",0.844,32.26,25.96,25.96,-6.299999999999997,0.7987,0.7876,0.7951,-0.0035999999999999366
"Nach der Operation von Johnny Hallyday, wurde der Sänger am Montag im Krankenhaus Cedars-Sinaï in Los Angeles aufgrund einer Folgeinfektion nach dem Eingriff eingeliefert.","Following the operation that he carried out on Johnny Hallyday, the singer was taken on Monday to the Cedars-Sinaï hospital for an infection stemming from the operation.","Following Johnny Hallyday's operation, the singer was admitted to the Cedars-Sinai hospital in Los Angeles on Monday for a post-operative infection.","After Johnny Hallyday's operation, the singer was admitted to the Cedars-Sinai hospital in Los Angeles on Monday due to a post-operative infection.","Following Johnny Hallyday's operation, the singer was admitted to Cedars-Sinai Hospital in Los Angeles on Monday due to a post-operative infection.",0.844,12.56,12.2,11.23,-1.33,0.7977,0.781,0.7813,-0.01639999999999997
"Schottlands bisher beste Gesamtzahl an Athleten bei der Weltmeisterschaft war sieben, die 1983 und 2015 erreicht wurden.","Scotland's previous best total of athletes at the worlds was seven, achieved in 1983 and 2015.","Scotland's previous best total of athletes at a World Championships was seven, achieved in 1983 and 2015.","Scotland's best-ever total number of athletes at a World Championship was seven, achieved in 1983 and 2015.","Scotland's highest total number of athletes at a World Championship was seven, which was achieved in 1983 and 2015.",0.844,73.32,51.84,35.45,-37.86999999999999,0.9361,0.9162,0.917,-0.019100000000000006
