source,reference,prediction,bleu,comet
"Und Sportvorstand Horst Heldt mahnte, dass zwar ein Saisonziel erreicht worden, das andere aber noch in weiter Ferne sei.","And sports director Horst Heldt pointed out that one aim of the season had been achieved, but that the other one was still a long way off.","And sports director Horst Heldt warned that although one season goal had been achieved, the other was still a long way off.",43.28,0.8653
"Ausgerechnet jetzt kommt es für das Team von Ingo Ehlers morgen zum Derby gegen den TSV Daverden, der am vergangenen Wochenende seiner ersten Sieg gefeiert hat.","And of all possible times, Ingo Ehler's team has a derby match against TSV Daverden tomorrow, which celebrated their first victory last week.","For the team of Ingo Ehlers, the Derby against the TSV Daverden, who celebrated their first victory last weekend, is coming just at the right time.",15.9,0.7544
"Convercent erhielt $ 10 Millionen bei der Finanzierung im Februar von Firmen wie Sapphire Ventures und Tola Capital, womit das gesamte Kapital auf $ 47 Millionen angehoben wurde.","Convercent raised $10 million in funding in February from firms such as Sapphire Ventures and Tola Capital, bringing its total capital raised to $47 million.","Convercent raised $10 million in funding in February from firms like Sapphire Ventures and Tola Capital, bringing the total to $47 million.",66.93,0.917
In der Halbzeit reagierte Hannover-Coach Breitenreiter auf die schwache Vorstellung seiner Elf und brachte in Bobby Wood und Hendrik Weydandt zwei neue Offensivkräfte.,"At half-time Hannover Coach Breitenreiter reacted to the weak performance of his eleven and brought in Bobby Wood and Hendrik Weydandt, two new attackers.","In the second half, Hannover coach Breitenreiter reacted to the poor performance of his team and brought in Bobby Wood and Hendrik Weydandt as two new offensive forces.",38.22,0.891
"Örtlich ist außerdem mit Nebel zu rechnen, wobei sich die Sicht jedoch im Tagesverlauf verbessern wird.","Drivers should expect mist in places, though visibility will gradually improve.","Local fog is also expected, but visibility will improve throughout the day.",7.14,0.8671
"Rockstar fordert einen hohen Schadensersatz von Google, da es behauptet, Googles Patentverletzung sei absichtlich, so die Anschuldigung.","Rockstar is seeking increased damages against Google, as it claims Google's patent infringement is willful, according to the complaint.","Rockstar is seeking a large damages award from Google, alleging that Google's infringement was willful.",9.49,0.9034
"""Ein Gesetz ist niemals vollkommen, aber es muss richtig angewendet werden - und dies ist meines Erachtens bei uns nicht der Fall"", kommentiert Kala die aktuelle Situation.","""The Law will never be perfect, but its application should be just - this is what we are missing, in my opinion,"" states Kala, commenting on the current situation.","""A law is never perfect, but it must be applied correctly - and I don't think that is the case here,"" comments Kala on the current situation.",15.84,0.8475
"Das ist doch immer noch das Zentrum von Brünn, wodurch die ganze Stadt repräsentiert wird, nicht wahr?!","Come on, this is the centre of Brno. Isn't it supposed to look good?","That is still the centre of Brno, representing the whole city, is it not?",17.03,0.7141
"Damir wurde später nach London geflogen (von der inzwischen aufgelösten Zeitung News of the World), um vom damaligen Premier Tony Blair und seiner Frau Cherie den Titel eines Barnardo's Children's Champion zu erhalten.",Damir was later flown to London (by the now defunct News of the World newspaper) to be crowned a Barnardo's Children's Champion by then premier Tony Blair and wife wife Cherie.,Damir was later flown to London (from the now defunct newspaper News of the World) to receive the title of Barnardo's Children's Champion from then Prime Minister Tony Blair and his wife,36.61,0.8611
Außerdem darf die einzuzäunende Fläche nicht schlepperbewirtschaftbar sein (Hangneigung über 35 Prozent) und muss damit von der Aufforstung bedroht sein.,"In addition, the fenced-off area is not allowed to be farmable with a tractor (gradient of over 35 per cent) and must therefore be threatened with afforestation.","In addition, the area to be fenced in must not be suitable for slope farming (gradient over 35 percent) and must be threatened by afforestation.",16.6,0.7603
"Er muss auch ein Mitbestimmungsrecht bei Entscheidungen haben, die die Leistung des Teams beeinflussen.",He must also have a say in the decisions that impact the team's performance.,He must also have a say in decisions that affect the team's performance.,61.42,0.9567
"Seit dem Frühjahr 2009 fährt nur eine einzige Leinwand damit fort, Filme in eXcentris zu zeigen, nämlich Le Parallèle.","Since spring 2009, one of the three screens, the Parallel, continues to broadcast eXcetris films.","Since the spring of 2009, only one screen has continued to show films in eXcentris, namely Le Parallèle.",5.56,0.7788
Das Gerät wog fast ein halbes Kilogramm und war mehr als viermal so schwer wie ein iPhone 5.,"The device weighed almost half a kilogram, and was more than four times as heavy as an iPhone 5.",The device weighed almost half a kilogram and was more than four times as heavy as an iPhone 5.,86.81,0.9441
"Etwa gegen 14:15 Uhr am Mittwoch sah ein Spaziergänger, der seinen Hund ausführte, die gestrandete Ruby auf dem 15 Meter hohen Absatz im Steinbruch.","At around 2.15pm on Wednesday, an eagle-eyed dog walker spotted Ruby on the ledge in the quarry, stranded 50ft up.","Around 2.15pm on Wednesday, a walker taking his dog for a walk spotted stranded Ruby on the 15-metre high ledge in the quarry.",23.48,0.8347
"""Nach Monaten von Ermittlungen, ist soviel klar."" sagte Mike Pompeo, republikanischer Kongressabgeordneter aus Kansas, in einer Stellungnahme.","""After months of investigation, this much is very clear,"" Representative Mike Pompeo, Republican of Kansas, said in a statement.","""After months of investigation, this much is clear,"" said Mike Pompeo, a Republican congressman from Kansas, in a statement.",53.01,0.9299
Die Hymne wurde neu vom Orchester des Nationaltheaters unter der Leitung von Jiří Bělohlávek eingespielt.,The anthem was newly recorded by the National Theater Orchestra under the direction of Jiří Bělohlávek.,The anthem was re-recorded by the National Theatre Orchestra under the direction of Jiří Bělohlávek.,57.57,0.9163
"Die krassen widersprüchlichen Eindrücke illustrieren die schwere Beziehung zwischen dem Militär und der meist distanzierten, manchmal bewundernden amerikanischen Öffentlichkeit.","The starkly conflicting impressions illustrate the uneasy relationship that has taken hold between the military and an often distant, sometimes adoring American public.","The starkly contradictory impressions illustrate the fraught relationship between the military and the mostly detached, sometimes admiring American public.",20.47,0.8958
"Unsere Generation ist die Erste, die einen höheren Lebensstandard erreicht hat, sagte er.","Ours is the first generation with higher living standards, he said.","Our generation is the first to achieve a higher standard of living, he said.",24.21,0.8945
Es steht also eine wenig günstige Periode für eine Beschlussfassung hinsichtlich einer schweren Krise bevor.,A period not suited to the taking of decisions in the event of a serious crisis would then begin.,"In other words, we are about to enter a period that is not favourable for taking decisions on a serious crisis.",8.07,0.8033
"Das Video zeigt, wie die Nematoden die Richtung in dem Moment ändern, in dem sie mit Klangimpulsen bestrahlt werden.",The video shows how the nematodes change direction the moment they are blasted with sonic pulses.,The video shows how the nematodes change direction when exposed to sound pulses.,45.38,0.8235
"Linie RER A: Störungen an diesem Wochenende, Gewerkschaften mit den Vorschlägen der RATP unzufrieden","RER A: disruptions this weekend, unions unhappy with RATP proposals","Line RER A: Disruptions this weekend, unions dissatisfied with RATP's proposals",29.78,0.8476
Dann er angeblich mit der Unterstützung und Toleranz der Bürgerdemokraten nicht rechnen kann.,But then he would not be able to count on the support and tolerance of the civil democrats.,Then he apparently cannot count on the support and tolerance of the Civic Democrats.,38.54,0.8326
"Sun war 2014 bei den chinesischen Meisterschaften positiv auf das Stimulans Trimetazidin getestet worden, musste aber nur eine dreimonatige Sperre absitzen.","Sun tested positive for the stimulant trimetazidine at the Chinese championships in 2014, but only had to sit out for a three-month ban.",Sun tested positive for the stimulant trimetazidine at the Chinese championships in 2014,39.73,0.7162
"""Versöhnung mit den Khmer-Zeiten bedeutet Zusammentragen der zerbrochenen Stücke"", sagte er.","""Reconciliation in Khmer terms is reconnecting the broken pieces,"" he said.","""Reconciliation with the Khmer Rouge means putting together the broken pieces,"" he said.",46.37,0.8468
"Aus kulturellen Gründen kommen 300 Personen und nicht 10 Tausend, folglich gibt es weniger Management, Geld, und alles geht zugrunde.","But 300 people will come for culture, not 10,000. In the end, there's less management, money, everything dies out.","For cultural reasons, there are 300 people and not 10,000,",3.59,0.567
"Deshalb sollte man sich bei Schlafproblemen zunächst an den Hausarzt wenden, rät Weeß.","As a result, you should first turn to your GP if you're suffering with a sleep disorder, recommends Weeß.","If you have sleep problems, you should first consult your GP, advises Weeß.",15.03,0.8726
"Es könnte bezeichnend sein, dass nach fast drei Stunden an Erstgesprächen beide Präsidenten auf der Pressekonferenz aussagten, dass sie das Thema nicht einmal gestreift hätten.","It could be telling that after almost three hours of initial talks, the two presidents told a press conference that they hadn't even touched on the topic.","It could be telling that after nearly three hours of initial talks, both presidents spoke at the press conference about",33.65,0.724
"Bartow empfahl danach den Freiwurfspezialisten Raymond Gausse, der sich einbürgern ließ und einer unserer besten Werfer war.","Bartow then recommended the sharpshooter Gausse Raymond, who established residency here and was one of our best shooters.","Bartow then recommended free-throw specialist Raymond Gausse, who settled in and became one of our",14.67,0.7289
"Es sei aber das erste Mal, dass in einem solchen Tunnelbau Kokain gefunden wurde.","However, this was the first time that cocaine was found in such a tunnel construction.","However, it is the first time that cocaine has been found in such a tunnel construction.",56.33,0.9364
"Ich spreche Spanisch, zumindest gut genug, um mich in dieser Sprache an beiden Enden eines Interviews zu behaupten.","I speak Spanish, good enough to handle either end of an interview in that language.","I speak Spanish, at least well enough to hold my own at both ends of an interview.",20.97,0.8274
"""Schämt Euch,"" hieß es in einem anderen Beitrag, in dem darauf hingewiesen wurde, dass das Hotel, das sich am noblen Kurfürstendamm befindet, in der Nähe einer Synagoge steht.","""Shame on you,"" another post stated, pointing out that the hotel, located in the noble Kurfurstendamm street stands near a synagogue.","""Shame on you,"" said another post, pointing out that the hotel, which is located on the",41.1,0.6824
Die Angebote vom Seniorenzentrum und dem Saludis ergänzen sich in idealer Weise.,The offers from the senior citizens centre and from Saludis complement each other perfectly.,The offers from the Seniors Centre and Saludis complement each other perfectly.,50.78,0.9277
"Für die Einrichtung des barrierefreien Bildungszentrums Studeo, an dem wir bereits sechs Jahre zusammen mit dem Verein Tap im Jedlička-Institut arbeiten.","Equipping the wheelchair-accessible educational Studeo centre, which is already in its sixth year, in collaboration with the citizens association Tap from the Jedlicka Institute for the disabled.","For the establishment of the Studeo barrier-free education centre, which we have been working on together with",5.07,0.6281
"Erstmals in der Geschichte ist nicht mehr das IOC, sondern der CAS für die Sanktionierung der Sportler mit positiven Fällen zuständig.","For the first time in history, the CAS, not the IOC, is responsible for sanctioning sportspeople who test positive.","For the first time in history, it is not the IOC, but the CAS, which is responsible for",46.64,0.7622
"Eine vergleichbare Studie der US-Handelskammer zu Beginn dieses Jahres zeigte, dass in Virginia geringere staatliche und örtliche Unternehmenssteuern verlangt werden und insgesamt ein besseres Steuerklima herrscht als in Maryland.",A similar study by the U.S. Chamber of Commerce earlier this year showed that Virginia had lower state and local business taxes and an overall better business tax climate than Maryland.,A similar study by the U.S. Chamber of Commerce earlier this year showed that Virginia has lower state and,48.32,0.7247
"Diese Elemente spornen mich tagtäglich dazu an, mein Spielniveau zu verbessern.","Day by day, all these things help me raise my level of play.",These elements motivate me every day to improve my playing level.,3.94,0.8842
"Bei Einberufung der Pressekonferenz versicherte die NASA, sie werde ""einen aufsichtserregenden Fund für die Suche nach außerirdischem Leben"" vorstellen, was Spekulationen bei Experten anderer Länder auslöste.","When calling the press, NASA assured that it will present ""a discovery that will cause impact in the search of extraterrestrial life,"" which provoked speculation by experts in other countries.","When the press conference was called, NASA assured that it would present ""an extraordinary discovery for the search for",12.75,0.7441
Vor 2004 hat kein Bundesstaat für das Wählen einen Nachweis der Staatsbürgerschaft gefordert.,"Prior to 2004, no State required proof of citizenship to vote.","Prior to 2004, no state required proof of citizenship to vote.",76.12,0.9648
"Tausende gingen in mehreren Städten auf die Straße, um gegen den Rechtspopulisten Jair Bolsonaro zu protestieren.",In many cities thousands are taking to the street to protest against the right-wing populist Jair Bolsonaro.,Thousands took to the streets in several cities to protest against right-wing populist Jair Bolsonaro.,30.41,0.925
"Laut Nuevan Rumasa spiegelt der Preis von 1,50 Euro die reale Bewertung von Sos wieder.","According to Nueva Rumasa, the price of 1.50 euros reflects the real value of Sos.","According to Nuevan Rumasa, the price of 1.50 euros reflects the real value",65.3,0.8634
"Für die Gebotsabgabe vorausgewählte Unternehmen gaben Gebote ab, welche dann mit der Gebühr pro Barrel Öl verglichen wurden, die das Ministerium bereit war zu zahlen, um den Ausstoß jedes Felds über das aktuelle Niveau hinaus zu steigern.",Companies pre-selected to submit bids made offers that were then compared to the per barrel fee the ministry was willing to pay for boosting output above current levels at each field.,"Selected companies submitted bids, which were then compared with the fee per barrel of oil that the ministry was willing",11.9,0.8087
"Desweiteren wurden im Stadtgebiet wohl auch einige Sylvesterböller gezündet, aber auch hier ist kein Sachschaden entstanden.","Furthermore, in the town centre area, while a few fireworks were set off, no material damage was caused here either.","In addition, some fireworks were set off in the city, but no damage was caused.",17.02,0.839
"Er unterstützte die Durchführung einer Studie im Jahr 2001 über Mädchen im Alter von sechs bis neun Jahren, die einen Zusammenhang zwischen Körperfett und dem Eintritt in die Pubertät herstellt.",He helped conduct a 2001 study of 6- to 9-year-old girls that links body fat to the timing of puberty.,"He supported the carrying out of a study in 2001 of girls aged six to nine,",2.62,0.7101
"Die Künstlerin und ihre inhaftierte Muse wurden zu ungleichen Brieffreunden, die im Laufe von zwei Jahren mehrere Briefe austauschten.","The artist and her incarcerated muse became unlikely pen pals, exchanging several letters over the course of two years.","The artist and her incarcerated muse became unequal pen pals, exchanging several letters over the course of two years.",86.56,0.8987
Melissa Gonzalez machte das finale Tor in der Mitte des letzten Viertels.,Melissa Gonzalez added the final goal midway through the fourth period.,Melissa Gonzalez scored the final goal in the middle of the last quarter.,14.46,0.9148
"Richter erlegten Glitter eine sechsmonatige Sperre auf, nachdem er die ihn kontrollierenden Behörden darüber informierte, er wolle via Frankreich nach Spanien reisen.",Magistrates imposed the six month ban on Glitter after he informed the authorities monitoring him that he wanted to travel to Spain via France.,Judges imposed a six-month ban on Glitter after he informed the authorities controlling him that he wanted to travel,45.74,0.834
"Es steht nicht nur ein Kofferraum von 453 l bei hochgestellten und 1026 l bei umgeklappten Rückenlehnen zur Verfügung, sondern es gibt die ""Magic Seats"".","There isn't just a boot of 453 l with the seats up, and 1026 l with the seats down; there are the ""magic seats"" too.",Not only does it have a 453-litre boot when the rear seats are upright and,1.73,0.6254
"""Wir haben einen Kandidaten, und es gibt mit der UMP keinerlei Diskussionen darüber"", reagierte unmittelbar und vorsichtig das Umfeld des Premierministers.",The entourage of the Prime Minister immediately said that it had a candidate and that there was no debate about this within UMP.,"""We have a candidate, and there is no discussion about it with the UMP,"" the Prime Minister",8.97,0.7757
"Es gab erste Verhaftungen von Menschen, die den Zaun durchschnitten hatten.",The first arrests of people who had breached the fence have taken place.,There were first arrests of people who had crossed the fence.,40.91,0.9078
"Es handelt sich um eine landesweite Benefizveranstaltung, die wir schon zwei Jahre planen.","This is a nationwide fund-raising event, which we have been planning for the past two years.",It is a nationwide charity event that we have been planning for two years.,33.87,0.9197
"Wir sind nach Beslan zurückgekehrt, um einige der Opfer zu finden, die dem Tod bei der Greueltat im Klassenzimmer entgangen waren.",We went back to Beslan to find some of the victims who cheated death in the classroom atrocity,We returned to Beslan to find some of the victims who escaped death in the classroom massacre.,60.29,0.8307
"Der Geschäftsführer von JD Sports Peter Cowgill sagt, dass ein höherer Mindestlohn für UK-Arbeitnehmer ""mehr Kaufkraft in den Taschen der potentiellen Kunden"" bedeuten könnte.","JD Sports Executive Chairman Peter Cowgill says a higher minimum wage for UK workers could mean ""more spending power in the pockets of potential consumers.""","The chief executive of JD Sports, Peter Cowgill, says a higher minimum wage for UK workers ""could mean more purchasing power in the pockets of potential customers.""",43.44,0.9206
"Das hat die Firma angekündigt, die damit auf die scharfe Kritik ihrer Lohnpraktiken reagiert.",The announcement came from the company as a reaction to the harsh criticism of their salary policies.,"The company announced this, reacting to the sharp criticism of its pay practices.",7.0,0.8784
"Die American Energy Alliance beklagt zudem die Unsicherheit in der Branche: ""Niemand weiß, was sich mit der Regulierung genau ändern wird.""","The American Energy Alliance also complains of the uncertainty faced by the industry. ""No one knows what exactly will change in terms of regulation.""","The American Energy Alliance also laments the uncertainty in the sector: ""No one knows exactly what will change with the regulation.""",29.97,0.923
"Dennoch bleiben Analysten skeptisch, ob zwölf Monate nach dem Jungfernflug der erste Kunde ein Flugzeug der CSeries in Betrieb nehmen kann.","Still, analysts are skeptical the first customer can begin operating a CSeries plane 12 months after its maiden flight.","However, analysts remain skeptical as to whether the first customer will be able to operate a CSeries aircraft 12 months after the maiden flight.",14.71,0.8881
Vorschriften zu elektronischen Geräten in Flugzeugen bleiben in Australien vorläufig in Kraft,Aircraft electronic device rules to stay in force in Australia for now,Rules on electronic devices in planes remain in force in Australia,22.65,0.8987
"Beim Eintritt in den Landeanflug müssen die Fluggäste sie wieder abschalten und dürfen sie nicht wieder starten, ehe das Flugzeug gelandet ist.",Passengers are supposed to turn their devices off again as the plane descends to land and not restart them until the plane is on the ground.,Passengers must turn them off when entering the descent and cannot restart them until the plane has landed.,15.15,0.8372
Foodwatch ruft Verbraucher zum Protest gegen die Pläne der EU auf unter: www.quecksilber-aktion.foodwatch.de,Foodwatch is calling for consumers to protest against the EU plans under: www.quecksilber-aktion.foodwatch.de,Foodwatch is calling on consumers to protest against the EU's plans at: www.quecksilber-aktion.foodwatch.de,60.39,0.9256
"Die darin angereisten Menschen sollen dann in Notunterkünften in Wiesbaden untergebracht werden, wie die Stadt Wiesbaden am Dienstagabend mitteilten.","The people who have travelled there will then be housed in emergency shelters in Wiesbaden, according to a statement made by the city of Wiesbaden on Tuesday evening.","The people arriving there will then be accommodated in emergency shelters in Wiesbaden, the city of Wiesbaden announced on Tuesday evening.",39.79,0.8627
"Das muss nicht, aber es kann bedeuten, dass die Geistlichkeit die Gesetzgebung beaufsichtigt, was de facto die Entmündigung der Judikative zur Folge hätte.","This can, but does not necessarily have to mean that the clergy will oversee legislation, which would result in the de facto incapacitation of the judiciary.","This is not necessarily the case, but it could mean that the clergy supervise legislation, which would in fact deprive the judiciary of its independence.",22.16,0.871
Der Mann aus Lamprechtshausen wollte an der Außenfassade eines Gasthauses einen defekten Heizungsfühler auswechseln.,The man from Lamprechtshausen wanted to replace a broken heating sensor on the external facade of a guest house.,The man from Lamprechtshausen wanted to replace a faulty heating sensor on the outside of a guesthouse.,51.28,0.9161
"Wenige Stunden darauf kündigte die Regierung in Budapest an, auch die Grenze zu Rumänien mit einem Zaun abzuriegeln.",A few hours later the government in Budapest announced that it was also going to seal off the border with Romania with a fence.,"A few hours later, the government in Budapest announced that it would also fence off the border with Romania.",48.69,0.8895
"Felipe Bacio Cortés verließ den Ort Saltillo sehr jung, um in die Schule der Luftwaffe von Zapopán, Jalisco, einzutreten.","Felipe Cortes Bacio left very young the city of Saltillo in order to enter the College of the Air in Zapopan, Jalisco.","Felipe Bacio Cortés left the town of Saltillo very young to enter the Air Force Academy in Zapopan, Jalisco.",26.34,0.8743
"Die Institute wollen sich damit der Beschränkungen entledigen, die mit der Annahme des Geldes einhergegangen sind – etwa die Begrenzung bei der Zahlung von Managerboni sowie die Entrichtung hoher Gebühren.","The institutions thereby want to wiggle themselves free from the restrictions going hand-in-hand with the acceptance of the money, such as the limits on manager bonuses and the paying of high charges.",The institutes want to get rid of the restrictions that come with accepting the money - such as caps on executive bonuses and high fees.,5.59,0.8296
"Und wer zum Beispiel heute noch einen Röhrenfernseher im Wohnzimmer hat, der sagt damit lediglich, dass er Fernsehen grundsätzlich ablehnt.","And anyone, for example, who still has an old CRT TV in their living room, is merely announcing to the world that they're not interested in TVs!","And if, for example, someone still has a tube television in the living room today, they are simply saying that they fundamentally reject television.",11.46,0.7835
"Der 51 Jahre alte Italo-Schweizer war eigentlich nur als Übergangslösung gedacht, als die Bank sich überraschend von Vorgänger Grübel trennte.",The 51-year-old Italo-Swiss banker was actually only imagined as a transitional solution when the bank parted ways unexpectedly with his predecessor Grübel.,The 51-year-old Italian-Swiss was only meant to be a temporary solution when the bank unexpectedly parted ways with predecessor Grübel.,27.09,0.8322
"Sie wollten durch Kroatien, Slowenien und Österreich weiter nach Deutschland reisen.","They wanted to go through Croatia, Slowenia and Austria to get to Germany.","They wanted to travel through Croatia, Slovenia and Austria to Germany.",27.29,0.9126
Das Präsidentenpaar hat danach ein Treffen mit dem norwegischen König Harald V. und Königin Sonja eingeplant.,The presidential couple then has a meeting scheduled with King Harald V and Queen Sonja of Norway.,"After that, the President and First Lady were scheduled to meet with Norwegian King Harald V and Queen Sonja.",24.76,0.8703
Hausherr Ernst Jürgen Dahlmann begrüßte die Künstler zur Eröffnung der Vernissage.,The host Jürgen Dahlmann welcomed the artists at the opening of the exhibition.,Host Ernst Jürgen Dahlmann welcomed the artists at the opening of the exhibition.,83.86,0.9299
"Trump will die im Zweifel eher klein halten und warnt davor, wie der Staat der Wirtschaft schaden kann - mit Steuern und Regulierungen.","If in doubt, Trump wants the state's role to be minor, and warns of how the state can damage the economy with taxes and regulations.",Trump wants to keep it as small as possible and warns of how the state can damage the economy - with taxes and regulations.,47.49,0.8464
"Und so laut, sagt Marco Guarda, das sei nichts für Italiener.","And very loudly, too, says Marco Guarda - too loudly for Italians.","And so loud, says Marco Guarda, it's nothing for Italians.",25.54,0.7314
"Nächstes Jahr möchten wir auch gern im Tschechischen Haus in New York auftreten, und ich persönlich - wenn wir dann schon mal in den USA sind - würde dies auch gern mit Auftritten in Washington und Chicago verbinden.","Next year, we would like to play at the Czech National House in New York, and I personally - since we will be in the USA - would like to build in appearances in Washington and Chicago.","Next year we would also like to perform in the Czech House in New York, and personally, if we are in the USA, I would like to combine this with performances in Washington and Chicago",28.71,0.8727
Eine bei einem Drittanbieter gebuchte Flugreise mit Frontier über 1000 Meilen bringt Kunden deshalb nur noch 250 Meilen ein.,"So, a 1,000 mile Frontier trip purchased from an online travel agency would earn 250 miles.","A flight booked through a third party with Frontier over 1,000 miles will now only earn customers 250 miles.",8.81,0.7398
"Bis jetzt hatten nur die drei letztgenannten Länder Erfolg"", fügt Mikulka hinzu.","Only the last three of those countries have been successful so far,"" Mikulka adds.","So far, only those three countries have succeeded,"" Mikulka added.",13.35,0.9143
"Aber auch Feuerwehrzufahrten, ÖPNV-Routen, Fußgängerzonen und Strecken mit Gefälle, wie die Atzelbergstraße.","But also fire roads, public transport routes, pedestrian zones and roads with slopes, such as Atzelbergstrasse.","But also fire engine routes, public transport routes, pedestrian zones and slopes, such as the Atzelbergstraße.",54.64,0.8493
Das Problem zwischen Peking und London war der Ersatz des Anfahrers Jamie Staff.,The issue between Beijing and London was replacing specialist starter Jamie Staff.,The problem between Beijing and London was the replacement of driver Jamie Staff.,36.62,0.8247
"Die Menschen schenken jedes Mal weniger Aufmerksamkeit dem Betriebssystem, dafür mehr dem Web-Browser.","People give less attention to the operating system, and increasingly focus on the browser.",People are paying less attention to the operating system and more to the web browser.,36.7,0.9194
"Der leitende Forscher, Dr. Marco Colonna, erklärte, dass Immunzellen im Darm patrouillieren, um sicherzustellen, dass schädliche Mikroben, die sich im Essen verstecken, nicht in den Körper eindringen.",Lead investigator Dr Marco Colonna explained immune cells patrol the gut to ensure that harmful microbes hidden in the food don't sneak into the body.,"The lead researcher, Dr Marco Colonna, said immune cells patrol the gut to ensure that harmful microbes hiding in food do not enter the body.",42.73,0.9075
"Alle paar Hundert Meter ragen stählerne Gestelle wie bizarre Skulpturen aus dem Wasser: ""Christbäumchen"" werden die Köpfe der Bohrlöcher viel zu zärtlich genannt.","Every few hundred metres, steel frames rise from the water like bizarre sculptures. The heads of boreholes are far too affectionately referred to as ""little Christmas trees.""","Every few hundred metres, steel frames jut out of the water like bizarre sculptures: the heads of the drilling holes are called ""Christ trees"" far too tenderly.",34.41,0.7441
"""Sie benötigen nur die passende Summe Geld"", heißt es in der Werbeanzeige auf der Webseite ""Kampfpistole oder Gewehr kaufen"".","""It's enough to have a certain sum of money,"" says the advertisement heading on the website ""Buy a pistol or rifle.""","""All you need is the right amount of money,"" the advertisement on the website ""Kampfpistole oder Gewehr kaufen"" states.",20.43,0.7594
"Spanien war bis jetzt kaum von dieser Episode der Instabilität betroffen, aber dann kam Standard  Poor's und drohte mit einer neuen Revision nach unten bezüglich der Bewertung Spaniens.","Spain hardly seems to have been affected by this period of instability, but that's when Standard and Poor's arrived and threatened a new revision, downgrading the Kingdom of Spain.","Spain has so far been little affected by this episode of instability, but then Standard & Poor's threatened to downgrade Spain's rating.",12.14,0.8221
Die exzellente Anbindung an den Flughafen sei gerade für ein globales Unternehmen wie Fujitsu von großer Bedeutung.,"The excellent connection to the airport was of particular significance to a global company such as Fujitsu, he added.",The excellent connection to the airport is particularly important for a global company like Fujitsu.,29.5,0.9113
In Freilassing trafen regelmäßig kleinere Gruppen von Flüchtlingen zu Fuß ein.,In Freilassing one regularly meets small groups of refugees on foot.,Smaller groups of refugees regularly arrived on foot in Freilassing.,18.01,0.861
"In meiner Jugend habe ich solche Bilder gemalt, die bei einem Sammler sogar in einer Reihe mit den Werken von Falk und Larionow hingen.","In my youth, I painted such art that one collector had it hanging on the same wall with Falk and Larionov.","When I was young, I painted such pictures, which even a collector would hang in a row with the works of Falk and Larionov.",18.82,0.8209
Taiwans Wähler nähern sich langsam einer engeren Verbindung zum Festland.,Taiwan's voters are inching towards a kind of closer union with the mainland.,Taiwan's voters are slowly moving closer to the mainland.,18.3,0.7469
"Die Prager Börse knüpfte gleich zu Beginn der Dienstagsgeschäfte an den Einbruch vom Montag an, als sie um weitere sechs Prozentpunkte sank.","The Prague Stock Market immediately continued its fall from Monday at the beginning of Tuesday's trading, when it dropped by nearly six percent.","The Prague Stock Exchange opened on Tuesday with a fall of six percentage points, following Monday's fall.",7.02,0.8447
"Die erste halbe Stunde (17:00 bis 17.30 Uhr) der neuen Quiz-Show, moderiert von Andrew O'Keefe ergab im Durchschnitt 446.000 Zuschauer.","The first half-hour (5pm to 5.30pm) of the new quiz show hosted by Andrew O'Keefe averaged 446,000 viewers.","The first half hour of the new quiz show, hosted by Andrew O'Keefe, averaged 446,000 viewers.",42.49,0.8718
"""Dies hat den Menschen ermöglicht, außer zu heiraten und eine Familie zu bilden wesentlich mehr Optionen in Bezug auf Lebensziele zu haben und Prioritäten zu setzen"", erklärt sie.","""This has given people a wider range of options in terms of life goals and priorities, beyond getting married and starting a family"" he explains.","""This has allowed people to have a lot more options in terms of life goals and priorities beyond just getting married and having a family,"" she explains.",35.48,0.9104
"Doch die Gesetzgeber Nebraskas, die gegen den Plan sind, wägen die Gesetze ab, um eine Abkehr von der Region der Sandhills und dem Ogallala-Aquifer, eine Hauptquelle von Trinkwasser und Bewässerung, zu erzwingen.","But Nebraska lawmakers opposed to the plan are weighing legislation to force a move away from the Sand Hills region and Ogallala aquifer, a major source of drinking water and irrigation.","But Nebraska's lawmakers, who oppose the plan, are weighing laws to force a retreat from the Sandhills region and the Ogallala Aquifer, a main source",8.77,0.8252
"""Man würde es ja nicht glauben, aber dieses Haus ist trotz der vielen Glasflächen ein Vorzeigeprojekt in puncto Ökologie"", sagt Trouborst.","""You would hardly believe it, but this building, in spite of the many glass panels, is a showcase project in the area of ecology,"" said Trouborst.","""You wouldn't believe it, but this house, despite the many glass surfaces, is a model project in terms of ecology,"" says Trouborst.",28.43,0.8792
"Es stimmt, dass uns die Zusammenarbeit mit bekannten Sängern geholfen hat; außerdem haben wir auch angefangen, aktiv für uns zu werben.",It is true that we have been helped by creating ties to famous singers and also by our proactive work on promoting the band.,"It is true that working with well-known singers has helped us, and we have also started to actively promote ourselves.",13.34,0.8661
Ihre Projektile werden nämlich per Laser mit einer Treffsicherheit von nur einigen wenigen Metern ins Ziel gelenkt.,Their projectile is directed by a laser to hit within a few meters.,Their projectiles are guided to the target by laser with an accuracy of only a few metres.,5.88,0.8473
