source,reference,prediction
类似地，1987年至1993年巴勒斯坦第一次抵抗运动（Intifada）后，以色列国防界领导了和平努力。,"Similarly, in the aftermath of the first Intifada, the Palestinian uprising that lasted from 1987 to 1993, the defense establishment led the effort for peace.","Similarly, after the First Palestinian Intifada of 1987-1993, Israel’s defense establishment led peace efforts."
除了家人和朋友之间的通讯之外，在新网络上传输的信息涉及了公共健康、医学治疗、教育、银行服务、商业以及娱乐等行业。,"The information carried on the new networks spans public health, medical care, education, banking, commerce, and entertainment, in addition to communications among family and friends.","Beyond communication between family and friends, information transmitted over the new networks encompasses public health, medical care, education, banking services, commerce, and entertainment."
我们已经在苹果的iPhone上看到了新范式的线索，iPhone可以进行手指动作识别，但是在智能技术界，概念可视化非常激进，以至于绝大多数的普通用户可能都不能意识到它是什么东西。,"We’ve seen hints of a new paradigm in Apple’s iPhone, which allows gestural finger motions, but in the intelligence community, concept visualization can be so radical that most ordinary users might barely recognize what it was.","We have already seen a glimpse of the new paradigm in Apple’s iPhone, which can recognize gestures, but in the world of smart technologies, the concept of visualization is so radical that most ordinary users are probably unaware of it."
在保守派一边，希拉克已经正式支持萨尔科奇，但是他可能也暗地里鼓励他最为忠诚的支持者们投贝鲁的票，即使这在两个人之间不会丧失情义。,"On the conservative side, Jacques Chirac now officially supports Sarkozy, but he may also secretly encourage his most loyal supporters to vote for Bayrou, even if there is no love lost between the two men.","On the conservative side, Chirac has officially endorsed Sarkozy, but he may also be encouraging his most loyal supporters to vote for Ségolène Royal, even though this would not be in good taste."
最积极的解释认为，马克龙已经决心要以深度果断的改革为重点，而在宏观经济问题上准备谨慎推进，一如其前任萨科齐和奥朗德。,"The most positive interpretation assumes that Macron has decided to focus on deep and courageous reforms, while approaching macroeconomic issues with caution, much like his predecessors, Nicolas Sarkozy and Hollande.","The most optimistic interpretation is that Macron has decided to prioritize deep and decisive reforms, while proceeding cautiously on the macroeconomic front, as his predecessors François Hollande and Nicolas Sarkozy did."
为支持经济增长和发展，我们需要发掘所有劳动者的潜力，不仅授予女性赚钱的机会，而且要让她们担负起领导职责。,"To support economic growth and development, we need to tap the potential of all workers, giving women opportunities not just to earn, but also to lead.","To support economic growth and development, we need to unleash the potential of all workers, not just by giving women the opportunity to earn money, but also by giving them leadership roles."
关于以色列的煽动性言论加剧了想要成为伊朗伙伴的国家对它的不信任，并且使欧洲国家和美国想要和伊朗建立更良好的关系变得困难。,"Incendiary statements about Israel exacerbate the lack of trust among Iran’s would-be partners, and make it hard for those in Europe and the US who are interested in building more favorable relations.","Inflammatory rhetoric about Israel fuels distrust of it among countries that want to be Iran’s partners, and makes it more difficult for European countries and the US to improve relations with Iran."
作为最大党，国大党成为新成立的联合进步联盟（United Progressive Alliance，UPA）的主导者。,"As the largest party, Congress became the hub of the newly established United Progressive Alliance (UPA).","As the largest party, the Congress became the dominant force in the new United Progressive Alliance (UPA)."
针对性更强也更有限的全新美国作用也因此为美国的欧洲伙伴提出了这样的问题：它们能不能没有美国帮助就无法保护自身？,"This new, more focused and limited American role thus raises the following question for America’s European partners: Can they afford the luxury of being unable to defend themselves without US help?",The more targeted and limited new American role also raises questions for America’s European partners: can they defend themselves without US help?
最重要的是，要想让公司董事会 — — 以及为公司和个人提供咨询的律师、银行家和会计师 — — 严格对待法律和道德合规性问题，必须让它们相信它们将因为自己的行为而被问责。,"Most important, if corporate boards – and the lawyers, bankers, and accountants who advise companies and individuals – are to be vigilant about legal and ethical compliance, they must believe that they will be held accountable for their actions.","Most important, to get corporate boards – and the lawyers, bankers, and accountants who advise them – to take legal and ethical compliance seriously, one must convince them that they will be held accountable for their actions."
2013年年底，就业人数仍比危机前峰值低110万；要恢复峰值水平需要新增770万个岗位，以吸收后续增加的劳动力市场新军。,"Employment at the end of 2013 was still 1.1 million short of its pre-recession peak; regaining this peak requires 7.7 million more jobs, in addition to absorbing subsequent monthly entrants to the labor force.","At the end of 2013, the number of jobs was still 1.1 million below the pre-crisis peak; an additional 7.7 million jobs would be needed to restore the pre-crisis level."
归根结底，无论中国的一党制国家资本主义还是俄国的财阀政治经济都与“自由”相去甚远，而这两国也并不避讳以军事手段维护其自我认同权。,"After all, neither China’s one-party state-capitalist system nor Russia’s plutocratic political economy is particularly liberal, and neither country is especially averse to asserting its (self-identified) rights by military means.","In the end, both China’s one-party state capitalism and Russia’s oligarchic political economy are far from “free,” and both countries are not shy about defending their identities by military means."
随着新的知识不断扩散到商业活动之中，研究溢出到经济的其他部分，利用奥地利企业东欧子公司所生产的知识也成为东欧经济体实现快速增长的途径之一。,"Research spills over to the rest of the economy, as new knowledge diffuses into commercial activities. Tapping the knowledge produced by Austrian subsidiaries was one of the ways Eastern European economies were able to grow so quickly.","As new knowledge spreads to commercial activities, research spills over to other parts of the economy, and knowledge produced by Austrian firms’ Eastern European subsidiaries becomes a path to rapid growth for the region’s economies."
总体算来，发展中国家的增长率达到了每年7 % ， 发达经济体也有2%的年增长率，核算起来全球年增长约有4.5 % 。,"Overall, the developing countries are growing at around 7% per year, and the developed economies at around 2%, yielding a global average of around 4.5%.","Overall, growth in developing countries has averaged 7% per year, while advanced economies have grown at 2% per year, yielding a global annual growth rate of about 4.5%."
至于伊朗伊斯兰共和国，继任总统哈桑·鲁哈尼或许愿意就核野心问题与世界其他国家达成协议 — — 又或许他不愿意。,"As for the Islamic Republic, incoming President Hassan Rowhani may want to reach an agreement with the world on the country’s nuclear ambition – or he may not.","As for Iran’s Islamic Republic, President Hassan Rouhani’s successor may be willing to reach an agreement with the rest of the world on his country’s nuclear ambitions – or he may not be."
结果是，穆尔西的激励变成了巩固权力，而不是起草包容性宪法；在全民公投中，穆斯林兄弟会支持的宪法草案获得了64%的选民支持，但投票比例只有33 % 。,"As a result, Morsi’s incentives were to consolidate power rather than produce an inclusive constitution; put to a referendum, the draft backed by the Brotherhood was approved by 64% of voters, but with a turnout of just 33%.","As a result, Morsi’s incentive became consolidation of power, not drafting an inclusive constitution; in the referendum, the draft constitution supported by the Muslim Brotherhood received 64% of the vote, but turnout was only 33%."
在克里姆林宫的庇护下，这些地区已经沦为新闻和信息“黑洞 ” ， 在这些地方，政府可以自由行事，而不必害怕承担任何后果。,"With the Kremlin’s blessing, these regions have been turned into news and information “black holes,” where the authorities are free to act without fear of consequences.","Under the Kremlin’s protection, these regions have become “black holes” of news and information, where the government can act with impunity."
在此期间，据说副总统迪克·切尼（Dick Cheney）曾宣称前总统罗纳德·里根证明了“赤字不重要 ” 。,It was during this period that Vice President Dick Cheney reportedly declared that former President Ronald Reagan had proved that “deficits don’t matter.”,"During this period, Vice President Dick Cheney reportedly declared that former President Ronald Reagan had proven that “deficits don’t matter.”"
在那时，穆斯林的思想家们将他们自己社会的衰落与欧洲的活力进行对比。 欧洲成功地将穆斯林世界的很大部分殖民化的事实使得这种差别尤为痛苦。,"Back then, Muslim thinkers contrasted the decline of their own societies with Europe's dynamism, a particularly painful distinction in light of European successes in colonizing large parts of the Muslim world.","At the time, Muslim thinkers contrasted their society’s decline with Europe’s vitality, which was made all the more painful by Europe’s successful colonization of much of the Muslim world."
可以肯定，未来的挑战涉及面既广泛又复杂；但人们越来越清楚地认识到过渡到低碳经济收获的经济利益将十分可观。,"To be sure, the challenge ahead is as broad as it is complex; but it is becoming increasingly clear that making the transition to a low-carbon economy will bring considerable economic benefits.","Certainly, the challenges ahead are broad and complex; but the economic benefits of transitioning to a low-carbon economy are becoming increasingly apparent."
非理性繁荣的参与者根本没想过如果当局出手维持经济以及信贷流（或者在极端情况下援助银行或者企业）后自己收回多少。,"The irrationally exuberant were not thinking of the returns they would garner if the authorities intervened to maintain the economy and the flow of credit (or, in extreme cases, moved to bail out their bank or enterprise).","Participants in the non-rational boom never considered how much they would have to give back if the authorities stepped in to maintain the economy and the credit flow (or, in extreme cases, to bail out banks or firms)."
他希望德国能够脱离纳粹主义，纳粹主义能被摧毁的同时而德国不被摧毁，从而让这个伟大国家作为抵御苏联的桥头堡。,"He hoped that Germany could be separated from Nazism, that Nazism could be destroyed without destroying Germany, thus preserving that great nation as a bulwark against the Soviet Union.","He hoped that Germany could be liberated from Nazism without being destroyed, thereby preserving the great country as a bulwark against the Soviet Union."
而今天，多亏卫星、气象气球、超级计算机和经验丰富的气象预报人士，我们提前一个星期就能预见灾害性天气的到来。,"Today, thanks to satellites, weather balloons, supercomputers, and skilled forecasters, we can anticipate hazardous weather up to a week in advance.","Today, thanks to satellites, weather balloons, supercomputers, and experienced weather forecasters, we can predict the arrival of hazardous weather a week in advance."
这场战争已经变得如此生硬 — — 如此暴力 — — 以致于拉美很多人现在感到惊讶，弄不清病理性成瘾更为严重的究竟是哪一方。,So rote – and so violent – has that war become that many people in Latin America now wonder which side is suffering the more pathological addiction.,The war has become so brutal – so bloody – that many in Latin America now wonder which side is addicted to cynicism more.
但是，他实施了一项在到期时替换日本银行资产负债表上的政府债券，同时不断增加央行账目上的政府债券数量的政策。,"Nonetheless, he has initiated a policy of replacing the government bonds on the BOJ’s balance sheet once they mature, while constantly increasing the volume of government debt on the central bank’s books.","But he implemented a policy of replacing government bonds on the Bank of Japan’s balance sheet as they matured with government bonds, while continuing to increase the amount of government bonds on the Bank’s balance sheet."
在这样的背景下，巴西20世纪70年代开始的推动可再生燃料发展的经验直接关系到今天对行业政策截然相反的观点。,"In this vein, Brazil’s experience at promoting renewable fuels, beginning in the 1970’s, is directly relevant to today’s polarized views of industrial policy.","Against this backdrop, Brazil’s experience in promoting renewable-energy development in the 1970’s is directly relevant to today’s opposite view of industry policy."
除此之外还面临着内忧外患 — — 包括伊斯兰主义兴起、内战和人口大规模逃离冲突区 — — 一些阿拉伯国家的未来面临不确定性。,"Add to that external and internal pressures – including from surging Islamism, civil wars, and mass migration from conflict zones – and the future of several Arab countries appears uncertain.","Beyond that, the future of several Arab countries is uncertain, owing to internal challenges – including the rise of Islamism, civil war, and large-scale population displacement from conflict zones."
一旦这些援助迅��到位，从前的士兵就会返回到自己的故里，并在敌对状态结束后通过种植第一季庄稼开始新的生活。,"When such aid is made available quickly, former soldiers will return to their farms, and can establish a livelihood by the beginning of the first growing season following the end of hostilities.","Once the aid arrives, the former soldiers will return to their homes and begin a new life by planting their first season’s crop after the war ends."
在这样阴郁而艰难的大背景下，世界领导人正在这里召开联合国气候变化大会制定新的全球协议实现温室气体减排。,"In this subdued and challenging context, world leaders are now convening in the city at the United Nations Climate Change Conference to hammer out a new global agreement to reduce greenhouse-gas emissions.","Against this gloomy and difficult backdrop, world leaders are meeting here to negotiate a new global agreement to reduce greenhouse-gas emissions."
其他气候学家则更加乐观：他们指出，如果我们让大气二氧化碳上升至450 ppm，并由此带来2摄氏度的气温升高，我们仍有66.6%的机会避免灾难。,"Other climate scientists are more optimistic: they argue that if we allow atmospheric CO2 to rise to 450 ppm, a level associated with a two-degree Celsius temperature rise, we have a 66.6% chance of avoiding catastrophe.","Other climate scientists are more optimistic: they argue that if we let atmospheric CO2 rise to 450 ppm and thus cause 2°C of warming, we still have a 66.6% chance of avoiding catastrophe."
但摩擦力产生热量并因此导致熵的增加 — — 熵代表一种测量在动力学方面不能做功的能量总数 — — 并因此将过去和未来区分开来。,Yet friction produces heat and thus an increase in entropy – which measures the amount of energy that cannot be used to perform work – and it therefore distinguishes past from future.,But friction generates heat and thus increases entropy – a measure of the total amount of energy that a dynamical system cannot do work – and thus separates the past from the future.
而以色列-巴勒斯坦和平进程长期以来的一个基本点是巴勒斯坦人行使民族自决权只能在1967年前边界之外的另一个国家中。,And the Israeli-Palestinian peace process has long been based on the principle that the Palestinians should exercise their right of national self-determination in a separate state on the other side of the pre-1967 borders.,One of the basic points of the Israeli-Palestinian peace process has long been that Palestinians can exercise their right to national self-determination only in another country beyond the 1967 borders.
而美国评论员 — — 以及越来越多的法官 — — 都想把企业的首席执行官和董事会与其公司的交易股东进一步隔离开来。,"American commentators – and, increasingly, US judges – want to insulate CEOs and boards further from their firms’ trading shareholders.",American commentators – and an increasing number of judges – want to further insulate corporate CEOs and boards from their company’s shareholders.
此外，烟民和PNV使用者一口一口地吞云吐雾，可以非常精确地控制他们所消费的尼古丁剂量，几乎完全杜绝了过量吸入风险。,"Moreover, smokers and PNV users control very precisely, on a puff-by-puff basis, the dose of nicotine they consume, virtually eliminating the risk of overdose.","Moreover, smokers and PNV users can precisely control the amount of nicotine they consume, virtually eliminating the risk of over-inhalation."
而它其实没有必要这样做：事后看来，我们似乎有理由假设如果中国人民银行能多一点耐心，2015年8月改革的成果就可能坚持下来。,"And it didn’t have to: with the benefit of hindsight, it seems reasonable to assume that, had the PBOC simply been more patient, it could have stuck with the August 2015 reform.","It didn’t have to be that way: in retrospect, it seems reasonable to assume that the reforms of August 2015 would have stuck if the PBOC had been a little more patient."
事实上，从2000到2004年，净政府开支额的增长占了收入增长的150 ％ ， 而其它的收入来源枯竭了。,"Indeed, from 2000 to 2004, the increase in net government expenditures accounted for 150% of income growth, as other sources of income shriveled up.","Indeed, from 2000 to 2004, net government spending grew by 150% of income, while other sources of income dried up."
因此尽管P5+1集团（中国、法国、俄罗斯、英国、美国，再加上德国）在哈萨克斯坦会议上已做出让步，谈判没有进展也并不出人意料。,"So it was no surprise that itdid not, despite the concessions that were made at the meeting in Kazakhstan by the P5+1 (China, France, Russia, the United Kingdom, and the United States, plus Germany).","So, while the P5+1 group (China, France, Russia, the United Kingdom, the United States, and Germany) made concessions at the Kazakhstan meeting, it is not surprising that negotiations have not progressed."
但大部分过度储蓄、支出不足的国家并没有减少储蓄、增加支出；它们的经常项目盈余一直在增加，加剧了全球需求的疲软，因而拖累增长。,"But most countries that were over-saving and under-spending have not saved less and spent more; their current-account surpluses have been growing, aggravating the weakness of global demand and thus undermining growth.","But most countries with excessive saving and insufficient spending have not reduced saving and increased spending; their current-account surpluses have continued to grow, weakening global demand and thus depressing growth."
国际谈判的成功取决于各方 — — 以及他们所代表的人民 — — 如何看待关键的公平原则，特别是历史责任和等人均权利。,"Success in international negotiations will hinge on how parties – and the citizens they represent – consider a few vital equity principles, especially historical responsibility and equal per capita rights.","The success of international negotiations depends on how parties – and the people they represent – view key principles of fairness, especially historical responsibility and equal rights."
要求政府测试动用武力决定的事实依据并不是一个应当抛弃的枷锁，而是鼓励深谋远虑以及在心理上让人安心的支持。,"Requiring the government to test the factual basis of its decision to use force is not a shackle to be thrown off, but an incentive for forethought and a psychologically stabilizing support.","The requirement that governments test the factual basis of their decisions to use force is not a constraint to be discarded, but an encouragement to deep reflection and psychologically reassuring support."
如果本地银行遭遇挤兑，或者公司难以延展债务，它们就必须能够从本地央行借到美元，而本地央行又只能从美联储获得美元。,"If local banks suffer a run, or if corporations have trouble rolling over their debt, they need to be able to borrow dollars from the local central bank, which in turn may have no choice but to get those dollars from the Fed.","If local banks are squeezed, or companies find it difficult to roll over their debt, they must be able to borrow dollars from their local central bank, which in turn must borrow dollars from the Fed."
和这种个人化相关的大脑区域是从我们的贸易伙伴还是小型氏族团体成员的时候开始进化的。 在那样的情况下，违反道德的行为会被即时发现并加以纠正。,This personalization draws upon regions of the brain that evolved when our trading partners were members of small kin-based groups where moral violations were immediately identified and remedied.,"The brain regions associated with this personalization evolved when we were trading partners or members of small clan groups, in which violations of moral norms were quickly detected and corrected."
这部分是因为FDIC需要在金融部门企业倒闭时收拾残局，因此其高级官员有强烈的激励通过防止风险失控保护保险资金。,"In part, this is because the FDIC is responsible for cleaning up the mess when financial-sector firms fail, so its senior officials have a strong incentive to protect its insurance fund by preventing risks from getting out of control.","This is because the FDIC needs to clean up the mess when financial-sector firms fail, so its senior officials have a strong incentive to protect insured deposits by preventing risk-taking from getting out of control."
但尽管习近平目前有能力去应对日益复杂和敌对的外部经济环境，其国内依然存在着许多即将爆发的严重内部问题。,"But while Xi has thus far managed to deal with an increasingly complex and hostile external economic environment, many serious internal concerns could easily erupt into bigger problems.","But, despite Xi’s ability to navigate an increasingly complex and hostile external economic environment, serious internal problems remain."
墨西哥可以利用一系列移民工具，如放松对危地马拉南部边境的控制，或者在美国当局无法证明其墨西哥国籍的情况下拒绝从美国接纳被驱逐者。,"Mexico can use a number of tools on immigration, such as loosening controls on its southern border with Guatemala or refusing admission to deportees from the US unless American authorities can corroborate their Mexican nationality.","Mexico could use a variety of immigration tools, such as loosening control of its southern border with Guatemala, or refusing to accept deportees from the US if the US authorities cannot prove their Mexican nationality."
正如诺贝尔经济学奖得主肯尼斯·阿罗在1972年指出的那样 ， “ 互信的缺失可以解释世界上绝大多数的经济落后 。 ”,"As the Nobel laureate economist Kenneth Arrow argued in 1972, “much of the economic backwardness in the world can be explained by the lack of mutual confidence.”","As Kenneth Arrow, a Nobel laureate in economics, pointed out in 1972, “the absence of mutual trust can explain much of the world’s economic backwardness.”"
简而言之，西方的对乌战略应该是在大选之前刺激该国经济，然后再与大选后建立的政府谈判建立一个改革方案。,"In short, the Western strategy for Ukraine should be to stimulate the Ukrainian economy until the May election and then negotiate a package of reforms with the government that emerges.","In short, the West’s approach to Ukraine should be to stimulate the country’s economy before the election, and then to negotiate a reform program with the government that emerges after the election."
美国国会的冥顽不化导致基金组织错过了一个在其他大多数国家都批准了决议的情况下强化自身资金实力的机会。,Congressional obstinacy is forcing the Fund to miss out on an opportunity to strengthen its finances at a time when most other countries have already approved the initiative.,The US Congress’s intransigence has deprived the fund of an opportunity to strengthen its finances at a time when most countries have ratified the resolution.
进入劳务市场的人数要比同时期的退出人数高200，000到300，000¾而移民还未被计算在内，虽然近年来的移民数量有所减少，但仍然是寻找工作的主要力量。,"In France, by contrast, 200,000 to 300,000 more people enter the labor market than leave it in each generation – and this does not include immigration, which, although slowing recently, represents a large number of job seekers.","The number of people entering the labor market is 200,000 to 300,000 higher than the number leaving it – not counting immigrants, whose numbers have declined in recent years, but who remain the main force seeking work."
那些经常账户赤字数额巨大的国家（印度，南非，以及从波罗的海国家到土耳其的位于东欧的20多个国家）会因为全球信贷紧缩受到不利影响。,"Those with large current-account deficits (India, South Africa, and more than 20 economies in East Europe from the Baltics to Turkey) may suffer from the global credit crunch.","Countries with large current-account deficits (India, South Africa, and the 20-plus countries in Eastern Europe) would be adversely affected by a global credit squeeze."
如今，不论在欧洲，亚洲还是美国，民粹运动者的论调是，精英阶层过于强大，他们主宰者普通民众一切，广大民众的声音被那些自由派人士，多文化主义者和城市精英所淹没。,"The tone of populist movements, whether in Europe, Asia, or the US, would suggest that the elites are too powerful, that they dominate the little people, whose voices are drowned out by the liberals, the multiculturalists, and the city slickers.","Nowadays, whether in Europe, Asia, or the United States, populists argue that the elites are too powerful, and that ordinary people’s voices are drowned out by those of liberals, multiculturalists, and urban elites."
约翰·米勒在其维护言论自由的经典著作《论自由》一书中写道，如果一个观点没有“得到完全、经常以及毫不畏惧地讨论 ” ， 它将成为“一个僵死的教条，而不是有活力的真理 。 ”,"In his classic defense of freedom of speech in, On Liberty, John Stuart Mill wrote that if a view is not “fully, frequently, and fearlessly discussed,” it will become “a dead dogma, not a living truth.”","As John Stuart Mill wrote in his classic defense of free speech, On Liberty, “if the opinion is right, they are deprived of the opportunity of exchanging error for truth; if wrong, they lose, what is almost as great a benefit, the clearer perception and livelier impression of truth, produced by its collision with error.”"
历史也驳斥了芝加哥大学经济学家亨利·西蒙（Henry Simon）所呼吁的货币政策“规则而不是当局 ” 。,History has refuted the University of Chicago economist Henry Simons’s call for “rules rather than authorities” in monetary policy.,"History also refutes the call for monetary policy “rules, not men” by the University of Chicago economist Henry Simon."
但是，资本存量相对于产出不断增加意味着不断降低的资本回报，假以时日，这将给银行部门带来更多的不良贷款。,"An ever-increasing capital stock relative to output, however, means ever-lower returns to capital and thus ever more non-performing loans in the banking sector over time.","But, as capital stock relative to output rises, the return on capital falls, implying more bad loans in the banking sector."
这些企业比传统制造业更能体现合作性和共享性，帮助了消费者和小型初创企业来参与决定产品和服务的内容，包括影响从设计到分销的各个供应链环节。,"These businesses are more collaborative or sharing than the traditional business of manufacturing, allowing consumers and smaller start-ups to shape products and services, from design to distribution.","These firms are more collaborative and shareable than traditional manufacturers, helping consumers and small start-ups to participate in the content of products and services, from design to distribution."
首先，银行是主要债权人，任何重组都会给它们带来巨大的损失，必然会造成多米诺效应，悲观情绪的蔓延将导致利率升高、毁掉其他借款人的光明前景。,"First, banks were the primary creditors, and the large losses that they would face in any restructuring was bound to trigger a domino effect, with waves of pessimism driving up interest rates and ruining other borrowers’ prospects.","For starters, banks are the main creditors, and any restructuring would impose large losses on them, triggering the Domino Effect, with pessimism spreading and leading to higher interest rates and bleak prospects for other borrowers."
从1985到1995年雅克·德洛尔任委员会主席以来，再也没有有远见或政治影响力的领袖担任过委员会主席职务。,"Not since Jacques Delors was President of the Commission, from 1985 to 1995, has that position been filled by a leader with any vision or political clout.","Since Jacques Delors chaired the Commission from 1985 to 1995, no visionary or politically influential leader has held the post."
从1950年代到1980年代所进行的早期欧洲一体化使大国获得了显著得可以让政治家们轻易展现给选民看的利益。,"In the earlier rounds of European integration, from the 1950’s to the 1980’s, the big states received very obvious gains, which their politicians could easily present as such to voters.",Early European integration in the 1950’s and 1960’s delivered tangible benefits that politicians could easily show to voters.
艾滋病毒疫苗临床试验在2017年年底启动，南非医生报告治愈了一位男幼童的艾滋病。 他从婴儿阶段接受治疗。,"Clinical trials for an HIV vaccine started at the end of 2017, while doctors in South Africa reported curing a young boy of the disease after he received treatments as an infant.","Clinical trials of the HIV vaccine began in late 2017, and South African doctors reported curing a young boy of HIV, who had received treatment as an infant."
今天，许多投资者把他们以前心目中无能的政府庞然大物看作金融天才，它们可以驾驭复杂的金融公式并且利用它们的超大规模和贸易信息来挤压利率和汇率市场的活力。,"Today, many traders see formerly inept state giants as financial geniuses, capable of taming complex financial formulas and exploiting their superior size and trading information to squeeze the life out of currency and interest rate markets.","Today, many investors view their formerly clueless governments as financial wizards, able to manipulate complex financial formulas and use their vast size and trade information to squeeze life out of interest-rate and exchange-rate markets."
我们欧洲人可以划定我们自己的红线，警告俄罗斯，如果越线，我们将收紧对俄制裁，因为从此以后它将为其叙利亚附庸的罪行负责。,"We in Europe can draw our own red line, warning Russia that, if the line is crossed, we will increase sanctions against it as a state henceforth held to be responsible for the crimes of its Syrian vassal.","We Europeans can draw our own red lines, warning Russia that if it crosses them, we will tighten our sanctions against it, because from now on it will be responsible for the crimes of its Syrian puppet."
然而，眼下正有传言，说 IMF 总裁多米尼克·施特劳斯 — 卡恩打算卸任，参加 2012 年法国总统大选，跟萨尔科齐一角高低。,"Now, however, the rumor mill is heating up with gossip that the Fund’s managing director, Dominique Strauss-Kahn, will leave in order to oppose Nikolas Sarkozy in the 2012 French presidential elections.","However, there are rumors that IMF Managing Director Dominique Strauss-Kahn – who is said to be considering stepping down to run for the French presidency in 2012 – is angling to succeed Sarkozy."
目前欧元的构建者之一雅克•德洛尔称，自己创造单一货币的想法是好的，但是“实施的过程”有缺陷，因为较弱的国家举债过多。,"Jacques Delors, one of the architects of the euro, now claims that his idea for a single currency was good, but that its “execution” was flawed, because the weaker countries were allowed to borrow too much.","Jacques Delors, one of the architects of the euro, has said that the idea of a single currency was a good one, but that the “process of implementation” was flawed, because the weaker countries borrowed too much."
直接或间接主宰新加坡半个多世纪的李光耀直到91岁逝世前都极富影响力 — — 他的掌权时间超过了大多数人。,"Lee Kuan Yew, who presided over Singapore either directly or indirectly for more than a half-century – remaining influential right up to his death at 91 – had more time in power than most to do so.","Lee Kuan Yew, who dominated Singapore for more than half a century, until his death at the age of 91, was influential – he ruled longer than most."
而这种逻辑跳跃似乎在6月召开的峰会上得到了更多信任，在那次峰会上金正恩重申“他坚定不移地致力于实现朝鲜半岛的无核化 。 ”,"And this leap of logic seemed to gain more credence at the summit in June, where Kim “reaffirmed his firm and unwavering commitment to complete denuclearization of the Korean peninsula.”","This leap of faith was reinforced at the June summit, when Kim reiterated his “firm and unwavering commitment to complete denuclearization of the Korean Peninsula.”"
虽然富裕女性可以也确实付钱给贫困女性承担照顾工作，但也有很多人选择兼职或弹性工作以便履行子女的鼓励和教育职责。,"Although wealthy women can and do buy the care work of poorer women, many also choose to work part-time or flexibly to provide the stimulation and education their children need.","While wealthy women can and do pay poorer women to care for their children, many choose to work part-time or flexibly in order to fulfill their responsibilities to their children."
1995年5月和8月初相继爆发的克罗地亚攻势从塞族分裂势力的控制下收复了四块中的三块联合国保护领土。,"Croatian military offensives, first in early May 1995, and a second in early August, had taken back three of four United Nations-protected sectors from separatist Serb control.",The Croat offensives of May and early August 1995 recaptured three of the four UN-protected territories under Serb control.
传统智慧一直认为军队规模最大的国家将会胜出，但在信息时代获胜的也许是最会讲故事的国家（或非国家 ） 。,"Conventional wisdom has always held that the state with the largest military prevails, but in an information age it may be the state (or non-state) with the best story that wins.","Conventional wisdom holds that the country with the largest army will win, but in the age of information, perhaps the country with the best story (or non-state actor) will win."
大多数美国人都支持提高最低工资，有7位诺贝尔经济学奖得主也表示赞成；希望硅谷的那些全民基本收入倡导者们也能如此。,"A majority of Americans support raising the minimum wage, as do seven Nobel laureates in economics; one hopes that Silicon Valley’s UBI proselytizers do, too.","Most Americans support an increase in the minimum wage, as do seven Nobel laureates in economics; let’s hope the advocates of a universal basic income in Silicon Valley do as well."
关税的最后关键支持者是美国贸易代表罗伯特·莱希泽（Robert Lighthizer ） ， 他以前曾在钢铁行业担任过律师。,"A final key supporter of the tariffs is US Trade Representative Robert Lighthizer, who formerly worked as a lawyer for the steel industry.","The final key supporter of tariffs is US Trade Representative Robert Lighthizer, a former steel industry lawyer."
但这也无法确保塔利班会动用武力阻止他们的基地组织盟友在阿富汗境内重组武装力量，并利用这些力量对其他国家发动新一轮恐怖袭击。,But it is hard to imagine the Taliban using force to prevent their al-Qaeda allies from reestablishing a military presence in Afghanistan and exploiting that presence to organize additional terrorist attacks in other countries.,But it does not guarantee that the Taliban will use force to prevent their Al Qaeda allies from regrouping in Afghanistan and using those forces to launch new terrorist attacks elsewhere.
但是现在局势飘忽不定，自助还是不足。 现在需要各国政府和中央银行动手，因为只有它们才规模足够庞大，行动足够迅速。,"But in a climate of profound uncertainty, self-help is not enough. Governments or central banks are needed, because only they are both big and quick enough.","But now is the time for governments and central banks to act, because only they have the scale and speed to do so."
全世界只有不到一半的学龄难民儿童有学可上；有不到1/4的人能上到中学；不到1％的人可以继续接受高等教育。,Fewer than half of school-age refugee children worldwide attend school; not even one in four make it to secondary school; and under 1% go on to pursue a higher education.,Less than half of the world’s school-age refugee children are in school; less than one-quarter are in secondary school; and less than 1% have access to higher education.
2012年行动援助（Action Aid）调查发现，针对妇女的暴力变得更加普遍了，87%的妇女遭受着家庭暴力。,"A 2012 Action Aid survey found that violence against women has never been more prevalent, with 87% of women suffering domestic abuse.",A 2012 survey by Action Aid found that 87% of women had experienced domestic violence.
事实上，在一个对新兴经济体前景日渐担忧的世界里，由于财政状况稳定，加上美国经济复苏势头增强带来的商品需求增加预期，墨西哥正面临着一次机遇。,"Indeed, in a world that has grown nervous about emerging economies, Mexico stands out as an island of opportunity, with a stable fiscal position and the prospect of rising demand for its goods as the US recovery gathers momentum.","Indeed, in a world that is increasingly pessimistic about emerging economies’ prospects, Mexico has an opportunity, owing to its fiscal stability and expected increase in commodity demand as the US economy recovers."
1856年出生在目前克罗地亚境内一个东正教塞尔维亚家庭，特斯拉的国籍到现在仍然是巴尔干地区争论的对象。,"Born into an Orthodox Serbian family in 1856 in a town that is now part of Croatia, Tesla’s nationality remains an object of debate in the region.","Born in 1856 to an Eastern Orthodox Serbian family in what is now Croatia, Tesla’s citizenship remains a subject of debate in the Balkans."
