source,reference,base_prediction,sc_initial,sc_corrected,sc_final,base_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,base_comet,sc_initial_comet,sc_final_comet,comet_diff
"Der Weißrusse hatte sich in seinem Viertelfinale gegen den deutschen Europameister Dimitrij Ovtcharov eine Rippenverletzung zugezogen, war danach in ärztlicher Behandlung, musste sich ""letztlich"" mit Blech begnügen.","The Belarussian had injured his rib in his quarter-final against German European Champion Dimitrij Ovtcharov, and was given medical treatment, and ultimately had to content himself with fourth place.","The Belarusian had suffered a rib injury in his quarter-final match against the German European champion Dimitrij Ovtcharov, was then treated by a doctor, and had to ""finally"" make do with tin.","The Belarusian suffered a rib injury in his quarter-final against the German European champion Dimitrij Ovtcharov, was then treated by a doctor, and had to settle for tin in the end.","The Belarusian suffered a rib injury in his quarter-final against the German European champion Dimitrij Ovtcharov, was then treated by a doctor, and had to settle for tin in the end.Initial analysis: the translation accurately captures the meaning",0.741,9.57,13.84,10.83,1.2599999999999998,0.6989,0.7493,0.6695,-0.02939999999999998
"Bei der Vorstellung des Wirtschaftberichts für das Jahr 2009 durch den Regierungspräsidenten, erinnerte Zapatero noch einmal an die Maβnahmen, welche die Regierung zur Unterstützung des Automobilsektors im Laufe des Regierungsjahrs in Gang gebracht hat.","In the Prime Minister's presentation of the Economic Report for 2009, Zapatero reviewed the measures the government had launched throughout the fiscal year to support the automotive sector.","At the presentation of the economic report for the year 2009 by the government president, Zapatero again reminded the audience of the measures which the government had taken during the year to support the automobile sector.","At the presentation of the economic report for 2009 by the regional president, Zapatero once again reminded us of the measures taken by the Government to support the automotive sector during the year.","At the presentation of the economic report for 2009 by the regional president, Zapatero once again reminded us of the measures taken by the Government to support the automotive sector during the year.",0.741,14.58,18.16,18.16,3.58,0.8457,0.8268,0.8268,-0.018900000000000028
"Zu Eröffnung zeigte sich der Himmel strahlend blau, der Platz dagegen noch etwas leer, aber das sollte sich im Laufe des Tages noch ändern.","At the opening the sky was a brilliant blue, but the square was a little empty, which was to change over the day.","At the opening, the sky was shining bright blue, but the square was still a bit empty, but that should change during the day.","At the opening, the sky was bright blue, but the square was still a little empty, but that should change during the day.","At the opening, the sky was blue, but the square was still empty, but that should change during the day.",0.741,31.42,39.33,33.6,2.1799999999999997,0.8687,0.8698,0.858,-0.010700000000000043
"Der Mann der dänischen Königin Margrethe (77), Prinz Henrik (83), will nach seinem Tod nicht neben seiner Frau bestattet werden.","The husband of the Danish Queen Margrethe (77), Prinz Henrik (83), does not want to be buried next to his wife after his death.","The man of the Danish Queen Margrethe (77), Prince Henrik (83), will not be buried next to his wife after his death.","The man of the Danish Queen Margrethe (77), Prince Henrik (83), does not want to be buried next to his wife after his death.","The husband of Queen Margrethe (77), Prince Henrik (83), does not want to be buried next to his wife after his death.",0.741,66.56,85.21,79.0,12.439999999999998,0.822,0.8843,0.9186,0.09660000000000002
"Sie werden aber nicht immer von voll ausgebildeten Lehrerinnen und Lehrer unterrichtet, sondern, wie in Berlin, auch von Lehrkräften, die nur eine Qualifikation in Deutsch als Zweitsprache haben.","However they will not always be taught by fully qualified teachers but, as in Berlin, also by teachers who only have a qualification in German as a second language.","They will not always be taught by fully qualified teachers, but, as in Berlin, also by teachers who only have a qualification in German as a second language.","However, they are not always taught by fully qualified teachers, but, as in Berlin, by teachers who only have a qualification in German as a second language.","However, they are not always taught by fully qualified teachers, but, as in Berlin, by teachers who only have a qualification in German as a second language.",0.741,88.28,69.62,69.62,-18.659999999999997,0.9225,0.9172,0.9172,-0.005299999999999971
"Der nationale Verband nehme die Angelegenheit ""sehr ernst und verlangt von Chen volle Kooperation bei den Untersuchungen"", zitierte Xinhua aus einer Mitteilung: ""Wir werden mit dem Internationalen Sportgerichtshof CAS zusammenarbeiten und werden das Urteil akzeptieren"".","The national association is taking the instance ""very seriously, and asks that Chen cooperate fully with the investigations,"" quoted Xinhua from a press release: ""We will collaborate with the international sports tribunal CAS and will accept their decision"".","The national association takes the matter ""very seriously and requires full cooperation from Chen in the investigations"", quoted Xinhua from a statement: ""We will cooperate with the International Sports Court CAS and accept the verdict.""","The national association is taking the matter 'very seriously' and is demanding full cooperation from Chen in the investigation, according to Xinhua, quoting a statement: 'We will cooperate with the Court of Arbitration for Sport and will accept the decision'.","The national association has taken the matter ""very seriously"" and is demanding full cooperation from Chen in the investigation, according to Xinhua, quoting a statement: ""We will cooperate with the Court of Arbitration for Sport (CAS) and accept the decision.""",0.741,18.42,16.3,11.48,-6.940000000000001,0.8576,0.8341,0.8444,-0.01319999999999999
"Ich glaube, sie tasten sich noch an ihre Rolle heran, aber sie sind auf dem Weg zu einer ""normaleren"" Außenpolitik.","I believe that they are still finding their way in this role, but they are en route to a ""more normal"" foreign policy.","I think she's still getting used to her role, but she's on her way to a ""normal"" foreign policy.","I think they are still getting used to their role, but they are on the way to a 'normal' foreign policy.","I think they are still getting used to their role, but they are on the way to a 'normal' foreign policy.",0.741,22.64,24.11,24.11,1.4699999999999989,0.8671,0.9078,0.9078,0.04070000000000007
Er stellt Unternehmen zum Beispiel Computer und Server bereit und leistet auch den notwendigen Service.,"It provides companies with computers, servers and other equipment and provides necessary servicing.","He prepares companies, for example, computers and servers and also provides the necessary service.","For example, he provides companies with computers and servers and also provides the necessary service.","For example, he provides companies with",0.741,6.66,19.81,8.38,1.7200000000000006,0.7886,0.8627,0.5031,-0.2855
"Auβerdem hat er Israel verstärkte militärische Hilfe versprochen und Obama angeklagt, diesem Partner gegenüber Verpflichtungen schuldig geblieben zu sein.","Hr also promised to increase military aid to Israel, accusing Obama of failing in his obligations to wards that partner.","In addition, he has promised Israel increased military aid and has accused Obama of being unfaithful to this partner.","In addition, he has promised Israel enhanced military assistance and has accused Obama of failing in his obligations to this partner.","In addition, he has promised Israel enhanced military assistance and has accused Obama of failing in his obligations to this partner. Response: the translation accurately captures the meaning",0.741,6.82,30.42,22.16,15.34,0.8339,0.8712,0.8196,-0.01429999999999998
"Insgesamt vier große Fragen hat die Esa ausgewählt, auf welche die Missionen des 2007 initiierten Programms ""Cosmic Vision"" Antworten finden sollen.","In total, four main questions were chosen by the ESA, to which the missions of the ""Cosmic Vision"" programme, initiated in 2007, are to find the answers.","In total, four large questions have been selected by the ESA to which the missions of the 2007 initiated program ""Cosmic Vision"" will provide answers.","In total, four major questions have been selected for the missions of the 'Cosmic Vision' programme, which was launched in 2007.","In total, four major questions have been selected for the missions of the 'Cosmic Vision' programme, which was launched in 2007.",0.741,33.23,16.33,16.33,-16.9,0.8712,0.8298,0.8298,-0.04139999999999999
"Daraufhin versuchte der Syrer, die Beamten zu schlagen und zu treten.",The Syrian thereafter tried to beat and kick the officials.,Thereupon the Syrian tried to hit the policemen and to kick them.,The Syrian then tried to hit the police officers.,"After that, the Syrian tried to hit the policemen.Initial analysis: The German ""versuchte der Syrer, die Beamten zu schlagen und zu treten"" should be ""The Syrian tried to hit the policemen"" not ""The Syrian then tried to hit the police officers"" - the target uses ""policemen"" not ""police officers""",0.741,8.45,11.88,1.77,-6.68,0.8442,0.8384,0.4821,-0.3621
"Bislang wissen die Forscher weder, welche physikalischen Gesetze in den ersten Sekundenbruchteilen des Urknalls gültig waren, noch woraus Dunkle Materie und Dunkle Energie bestehen.","Thus far, researchers know neither which physical laws applied in the initial moments after the Big Bang, nor what dark matter and dark energy consist of.","So far, scientists do not know which physical laws were valid in the first fractions of a second after the Big Bang, nor what Dark Matter and Dark Energy are made of.","So far, scientists do not know which physical laws were valid in the first fraction of a second after the Big Bang, nor what dark matter and dark energy are made of.","Until now, scientists do not know which physical laws were valid in the first fraction of a second after the Big Bang, nor what dark matter and dark energy are made of.",0.741,24.8,40.81,39.69,14.889999999999997,0.884,0.8947,0.8925,0.008499999999999952
"Eine zweite Rohrleitung, die eine Gesamtlieferung von 55 Milliarden Kubikmeter Gas - dem Äquivalent des französischen Gesamtverbrauchs - gestattet, soll Ende 2012 fertig gestellt werden.","A second pipeline is due to be ready by the end of 2012, making it possible to deliver a total of 55 thousand million cubic metres of gas, the equivalent of the entire French consumption.","A second pipeline, which allows a total delivery of 55 billion cubic meters of gas - the equivalent of the French total consumption - should be completed by the end of 2012.","A second pipeline, which will allow a total delivery of 55 billion cubic metres of gas - the equivalent of the French total consumption - is due to be completed by the end of 2012.","A second pipeline, which will allow a total delivery of 55 billion cubic metres of gas - the equivalent of the French total consumption - is due to be completed by the end of 2012.",0.741,23.22,34.07,34.07,10.850000000000001,0.8717,0.8955,0.8955,0.023799999999999932
"In seiner Begründung für den Einkauf dieser gewaltigen Menge Zündschnur antwortete der Generalstab MF DNES, die Soldaten würden jährlich an die 60 Kilometer Zündschnur verbrauchen.",The General Staff provided the reasoning for buying such a huge quantity of igniter cords to MF Dnes stating that soldiers use 60 km of igniter cords in training per year.,"In his justification for the purchase of this huge amount of fuse wire, the General Staff replied to MF DNES that the soldiers consumed annually about 60 kilometers of fuse wire.","In his justification for the purchase of this huge quantity of fuse, the General Staff told MF DNES that the soldiers consume about 60 km of fuse every year.","In his justification for the purchase of this huge quantity of fuse wire, the General Staff told MF DNES that the soldiers consume annually about 60 kilometres of fuse wire.",0.741,4.27,10.12,6.89,2.62,0.7844,0.7767,0.8019,0.01749999999999996
"Aber Dooley, 28, aus Lake Forest, Kalifornien, kämpft im olympischen Trampolinturnen um Gold.","But Mr. Dooley, 28, of Lake Forest, Calif., is competing for the gold in Olympic trampoline.","But Dooley, 28, from Lake Forest, California, competes in Olympic trampoline gymnastics for gold.","But Dooley, 28, from Lake Forest, California, is competing in Olympic trampolining for gold.","But Dooley, 28, from Lake Forest, California, is competing in Olympic trampoline gymnastics for gold.",0.741,21.0,22.07,24.51,3.5100000000000016,0.8585,0.8969,0.8742,0.015699999999999936
"""Heute noch gibt es in Quebec 1,5 Mio. Raucher"", bedauert der Sprecher André Beaulieu.","""Even today, there are 1.5 million smokers in Quebec"" deplores spokesperson André Beaulieu.","""Today there are still 1.5 million smokers in Quebec"", regrets spokesman André Beaulieu.","The speaker, André Beaulieu, regrets that there are still 1.5 million smokers in Quebec today.","""Today there are still 1.5 million smokers in Quebec,"" regrets the speaker, André Beaulieu.",0.741,40.65,27.69,29.74,-10.91,0.9119,0.8662,0.8977,-0.01419999999999999
Draußen suchten zwei Polizisten Schutz vor der Hitze von 104 Grad (40 ° C) im Schatten eines Baumes.,"Outside, two police officers sought relief from the 104-degree (40 Celsius) heat in the shade of a tree.",Two policemen were looking for shelter from the heat of 104 degrees (40 ° C) in the shade of a tree.,"Outside, two policemen were seeking shelter from the heat of 104 degrees (40 ° C) in the shade of a tree.","Outside, two policemen were seeking shelter under the shade of a tree from the temperature of 104 degrees (40 ° C).Initial analysis: The translation accurately captures the meaning",0.741,30.61,34.05,17.14,-13.469999999999999,0.8823,0.9027,0.7758,-0.10649999999999993
"Kurzum - in Libyen wird eine Ordnung herrschen, die hierzulande kaum vorstellbar und vor allem kaum wünschenswert wäre.",Libya will be in an order we cannot imagine and surely would not ask for.,Shortly - in Libya there will be an order that is hardly imaginable and certainly not desirable here in Germany.,In short - in Libya there is an order that is hardly imaginable and hardly desirable in this country.,In short - in Libya there is an order that is hardly imaginable and hardly desirable in this country.,0.741,6.29,5.04,5.04,-1.25,0.7036,0.6553,0.6553,-0.04830000000000001
"Die sechs Jugendlichen wurden am Sonntag in Marzahn festgenommen, wie die Polizei mitteilte.",The police announced in a statement that the six youths were arrested on Sunday in Marzahn.,"The six youths were arrested on Sunday in Marzahn, as the police announced.","Six youths were arrested in Marzahn on Sunday, the police said.",The six youths were arrested in,0.741,48.62,13.58,8.99,-39.629999999999995,0.8974,0.8689,0.7093,-0.18809999999999993
"Für was können all diese Forschungen nun ""gut sein"", fragt Frau Plamondon?","Now, what is it that all this research ""can bring""? asks Ms Plamondon.","What can all these researches be good for, asks Mrs. Plamondon?","What can all these researches be good for, asks Mrs Plamondon?","What for can all these researches be good for now, asks Mrs Plamondon?",0.741,3.47,3.29,3.37,-0.10000000000000009,0.8763,0.8762,0.7611,-0.11519999999999997
Nationalspieler Antonio Rüdiger klärte nach einem Solo von Liverpools Torjäger Mohamed Salah auf der Linie (31.).,National player Antonio Rüdiger cleared the line after a solo by Liverpool attacking player Mohamed Salah (31).,National player Antonio Rüdiger cleared after a solo from Liverpool's goalkeeper Mohamed Salah on the line (31).,National player Antonio Rüdiger cleared after a solo from Liverpool's goalkeeper Mohamed Salah on the line (31).,National team player Antonio Rüdiger cleared after a solo from Liverpool's Mohamed Salah on the line (31).,0.741,40.63,40.63,34.25,-6.380000000000003,0.8157,0.8157,0.8005,-0.015199999999999991
Bisher ist die Geburt von Kindern im Weltall bloße Theorie.,"For the moment, birth of children in space is just a theory.","So far, the birth of children in outer space is only a theory.","So far, the birth of children in space is just theory.","So far, the birth of children in space is just theory.",0.741,27.88,50.68,50.68,22.8,0.9306,0.9315,0.9315,0.0009000000000000119
"Das ist ein lähmender Kostennachteil, wie wir bereits in Grangemouth sehen konnten.","That is a crippling cost disadvantage, as we've already seen at Grangemouth.",This is a crippling cost disadvantage that we have already seen in Grangemouth.,"This is a crippling cost disadvantage, as we have already seen in Grangemouth.","This is a cost disadvantage, as",0.741,34.08,48.14,17.99,-16.09,0.9393,0.9509,0.6776,-0.26170000000000004
Das Geldhaus hatte sich zum Höhepunkt der Finanzkrise mit der Übernahme der Investmentbank Merrill Lynch verhoben.,The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch.,The investment bank Merrill Lynch was taken over by Bank of America at the peak of the financial crisis.,The bank had moved to the height of the financial crisis by taking over the investment bank Merrill Lynch.,The bank was at the height,0.741,28.66,76.48,4.35,-24.310000000000002,0.8365,0.8715,0.5076,-0.32889999999999997
"Burfien will unter anderem Studientage für junge Leute veranstalten und dazu auch Prominente einladen, die Theologie studiert haben.","Among other initiatives, Burfien wants to organise study days for young people, inviting famous faces who have studied theology.","Burfien will, among other things, organize student days for young people and also invite celebrities who studied theology.","Burfien will, among other things, organise study days for young people and invite prominent people who have studied theology.","Burfien will, among other things, organize study days for young people and invite prominent people who have studied theology.",0.741,17.94,40.5,35.18,17.24,0.8448,0.866,0.8663,0.021499999999999964
"Der Text, der die Grundlage für ein endgültiges politisches Abkommen zur Regelung der Treibhausgase liefern könnte, hat sowohl die verbleibenden Hindernisse aufgewiesen, wie auch den Weg nach vorn gezeigt.","The text, which could provide the basis for a final political deal to regulate greenhouse gases, highlighted the remaining obstacles as much as it illuminated a path forward.",The text that could provide the basis for a final political agreement on the regulation of greenhouse gases has shown both the remaining obstacles and the way forward.,The text that could provide the basis for a final political agreement on the regulation of greenhouse gases has shown both the remaining obstacles and the way forward.,The text that could provide the basis for a final political agreement on the regulation of greenhouse gases has shown both the remaining obstacles and the way forward. Response: the translation accurately captures the meaning,0.741,31.22,31.22,25.91,-5.309999999999999,0.868,0.868,0.7759,-0.09209999999999996
"Weitere Grußworte sprachen für den städtischen Sportausschuss Hubert Baier, der Bezirksvorsitzende des südbadischen Fußballverbandes, Kuno Kayan, und Friedrich Knorr vom Planungsbüro, der eine Spende für die Jugendabteilung des Clubs ankündigte.","Further words of greeting were issued to the town Sports Commissioner, Hubert Baier, the District Chairperson of the Southern Baden Football Association, Kuno Kayan, and Friedrich Knorr from the planning office, who announced a donation to the club's youth division.","Further greetings were given by Hubert Baier, chairman of the city sports committee, Kuno Kayan, chairman of the South Baden Football Association, and Friedrich Knorr from the planning office, who announced a donation for the youth department of the club.","Further speeches were made by Hubert Baier, chairman of the city sports committee, Kuno Kayan, chairman of the southern football association, and Friedrich Knorr from the planning office, who announced a donation to the youth section of the club.","Greetings were given by Hubert Baier, for the city sports committee, the district chairman of the southern football association, Kuno Kayan, and Friedrich Knorr from the planning office, who announced a donation for the youth section of the club.",0.741,42.93,42.62,40.72,-2.210000000000001,0.8283,0.8066,0.8021,-0.0262
"Im Juli verglich Entertainment Weekly die durchschnittlichen CinemaScore- und Metacritic-Bewertung für jeden Sommerfilmstart, der zwischen dem amerikanischen Memorial Day und dem 20. Juli 2013 und im laufenden Jahr auf mindestens 2000 Leinwänden gezeigt wurde.","In July, Entertainment Weekly compared the average CinemaScore and Metacritic ratings for every summer release playing on at least 2,000 screens between May's Memorial Day holiday and July 20, for 2013 and for this year.","In July, Entertainment Weekly compared the average CinemaScore and Metacritic rating for every summer film released between the American Memorial Day and the 20th July 2013 and in the current year on at least 2000 screens.","In July, Entertainment Weekly compared the average CinemaScore and Metacritic rating for every summer movie released between the American Memorial Day and 20 July 2013 and in 2014 on at least 2000 screens.","In July, Entertainment Weekly compared the CinemaScore and Metacritic ratings for every summer movie shown on at least 2,000 screens between the American Memorial Day and July 20, 2013, and in 2014.",0.741,38.27,38.28,50.73,12.459999999999994,0.8659,0.8654,0.872,0.006099999999999994
"Das Gesetz ermöglicht es den betroffenen Firmen, an einem Versicherungsprogramm teilzunehmen, bei dem das Finanzministerium die besorgniserregenden Mittel garantiert, und die Unternehmen den zu erwartenden Schäden entsprechende Gebühren bezahlen.",The legislation allows the companies concerned to participate in an insurance programme where the worrisome assets will be guaranteed by the Treasury and the companies will pay fees equivalent to the expected damages.,"The law allows the affected companies to participate in an insurance program in which the Ministry of Finance guarantees the worrying funds, and the companies pay the corresponding fees for the expected damages.","The law allows the affected companies to participate in an insurance programme in which the Ministry of Finance guarantees the controversial funds, and the companies pay the premiums corresponding to the expected damage.","The law allows the affected companies to participate in an insurance programme in which the Ministry of Finance guarantees the controversial funds, and the companies pay the premiums corresponding to the expected damage.",0.741,23.14,23.14,23.14,0.0,0.804,0.8427,0.8427,0.03869999999999996
"Ein neues Flugzeug hat die Armee im Juli übernommen, das zweite will sie bis Ende dieses Jahres übernehmen.",One new aircraft was taken by the army in July; the other will be taken over until the end of this year.,"The army has taken over a new plane in July, and it will take over the second one by the end of this year.",The army has taken delivery of a new aircraft in July and plans to take delivery of the second one by the end of the year.,The army took delivery of a new,0.741,25.17,9.99,0.76,-24.41,0.8394,0.8226,0.5474,-0.29200000000000004
"Ich freue mich darauf, den Untersuchungsbericht mit den britischen Ministern im nächsten Jahr zu prüfen und gemeinsam die nächsten Schritte zu beschließen.",I look forward to reviewing the report of the investigation with UK ministers next year and together decide on the next steps.,I am looking forward to reviewing the investigation report with the British ministers in the next year and deciding on the next steps together.,I look forward to examining the report with the British ministers in the next year and taking the next steps together.,I look forward to examining the report with the British ministers in the next year and taking the next steps together.,0.741,27.4,22.55,22.55,-4.849999999999998,0.9067,0.8883,0.8883,-0.018399999999999972
"In einem Brief an den Guardian hieß es, dass die Schließung ""für diese Kinder einer Katastrophe wäre, von denen die jüngsten acht Jahre alt sind.""","A letter sent to the Guardian said its closure ""would be a catastrophe for these children, some of whom are as young as eight.""","In a letter to the Guardian it was said that the closure would be ""a catastrophe for these children, who are only eight years old.""","In a letter to the Guardian, it was said that the closure would be 'a catastrophe for these children, who are eight years old'.","In a letter to the Guardian, it was said that the closure ""would be a catastrophe for these children."" The youngest are eight years old.",0.741,25.9,21.01,35.14,9.240000000000002,0.9151,0.898,0.9018,-0.013299999999999979
Der PSG scheint vollständig von den Leistungen von Zlatan Ibrahimovic abhängig zu sein.,PSG seem totally dependent on the exploits of Zlatan Ibrahimovic.,PSG seems to be completely dependent on the performances of Zlatan Ibrahimovic.,The PSG seems to be completely dependent on the performances of Zlatan Ibrahimovic.,The PSG appears to be completely,0.741,28.92,26.58,3.53,-25.39,0.9446,0.9285,0.5497,-0.39490000000000003
"Ich habe schon seit langer Zeit nicht mehr nach der Prognose gefragt, weil ich nicht erwarte, dass sie mir jemand wirklich sagen kann.","I actually haven't asked for a prognosis in forever, because I don't expect anyone to really be able to tell me.","I haven't asked for the prognosis for a long time, because I don't expect anyone to tell me the truth.","I have not asked about the forecast for a long time, because I do not expect anyone to tell me what it is.","I have not asked about the forecast for a long time, because I do not expect anyone to tell me what it is.",0.741,39.11,14.56,14.56,-24.549999999999997,0.8721,0.7738,0.7738,-0.09829999999999994
"Es gibt gute Neuigkeiten aus verschiedenen Wirtschaftszweigen, urteilte Lindsey Piegza von FTN Financial.","We have good news coming from various sides of the Economy, assessed Lindsey Piegza from FTN Financial.","There are good news from various economic sectors, according to Lindsey Piegza from FTN Financial.","There are good news from various sectors of the economy, according to Lindsey Piegza of FTN Financial.","There are good news from various sectors of the economy, said Lindsey Piegza of FTN Financial.",0.741,31.7,14.03,14.08,-17.619999999999997,0.8785,0.8847,0.8966,0.018100000000000005
"Und Sie müssen daran denken, dass wie bei den Spielern ihre Jobs von den Ergebnissen abhängen.","And you have to remember, like players, their jobs are dependent on results.","And you have to keep in mind that like the players, their jobs depend on the results.","And you have to remember that, like the players, their jobs depend on the results.","And you have to bear in mind that, as with the players, their jobs",0.741,29.15,40.05,31.54,2.3900000000000006,0.9106,0.9256,0.797,-0.11359999999999992
"Die Kopfschmerzen am Morgen danach, die von der Dehydration und vom Glukosemangel herrühren, kann man im Krankenhaus nämlich mit einer flüssigkeitsspendenden Infusion mit Glukose und Nährstoffen, die dem Organismus fehlen, vertreiben.",Morning headaches caused by dehydration and lack of glucose are prevented by irrigation infusion with glucose and nutrients that the body is lacking.,"The headaches in the morning after that, which are due to dehydration and glucose deficiency, can be treated in the hospital with an infusion with glucose and nutrients, which the organism lacks.","The headaches the next morning, which are due to dehydration and glucose deficiency, can be treated in hospital with a fluid-replacement infusion containing glucose and nutrients that the body is lacking.","The headache in the morning after, which is caused by dehydration and glucose deficiency, can be treated in the hospital with a fluid-replacement infusion with glucose and nutrients that the body is lacking.",0.741,12.89,27.15,34.74,21.85,0.7839,0.7906,0.781,-0.0029000000000000137
Die CD führt mehr Verbindungslinien SC Pendolino zwischen Prag und Ostrava ein und die Züge nach Sumperk/Jesenik werden im Zeitabstand von zwei Stunden fahren.,Czech Railways is introducing more Pendolino routes between Prague and Ostrava and trains to Šumperk/Jeseník will run on two-hour intervals.,The CD introduces more connection lines SC Pendolino between Prague and Ostrava and the trains to Sumperk/Jesenik will run in an interval of two hours.,The CD is introducing more Pendolino connections between Prague and Ostrava and the trains to Sumperk/Jesenik are running at two-hour intervals.,The CD is introducing more SC Pendolino connections between Prague and Ostrava,0.741,17.57,32.08,12.68,-4.890000000000001,0.7894,0.8077,0.5656,-0.2238
"Die Amerikaner beobachten diese Aktivität nicht ohne Ironie und konstatieren, dass die Manipulation Früchte trägt, da mehrere Presseartikel die offizielle französische Version widerspiegeln.",The Americans observe this activity without irony and find that manipulation bears fruit because several Press articles repeat the official French version.,"The Americans observe this activity not without irony and conclude that the manipulation bears fruit, since several press articles reflect the official French version.","The Americans are watching this activity not without irony and are saying that the manipulation is bearing fruit, as several press articles reflect the official French version.","The Americans are watching this activity not without irony and are saying that the manipulation is bearing fruit, as several press articles reflect the official French version. Response: the translation accurately captures the meaning",0.741,37.76,20.9,16.19,-21.569999999999997,0.9157,0.8765,0.829,-0.0867
"Er sagt mir nicht, was ich zu schreiben habe, und ich würde es nicht tun, selbst wenn er es tun würde.","He doesn't tell me what to write, and I wouldn't do it even if he did.","He doesn't tell me what to write, and I wouldn't do it even if he did.",He does not tell me what to write and I would not do it even if he did.,He does not tell me what,0.741,100.0,54.02,4.39,-95.61,0.963,0.9171,0.4897,-0.47329999999999994
"Im Mai stimmten sie ab, die von der nationalen Vergütungskommission angeordneten Kürzungen rückgängig zu machen und setzten ihre deftigen Gehälter von etwa 532.000 Schilling steuerfrei pro Monat wieder in Kraft – sie zählen zu den weltweit höchsten.","In May they voted to overturn cuts ordered by the national salaries commission and reinstate their hefty salaries of around 532,000 shillings a month tax-free - ranked among the highest in the world.","In May they voted to reverse the cuts ordered by the national remuneration commission and to reinstate their generous salaries of about 532,000 Schilling tax-free per month – they are among the highest in the world.","In May, they voted to reverse the cuts imposed by the National Remuneration Commission and reinstated their generous salaries of about 532,000 schillings per month, which are among the highest in the world.","In May, they voted to reverse the cuts ordered by the National Remuneration Commission and reinstated their generous salaries, which are among the highest in the world.Initial analysis: the translation accurately captures the meaning",0.741,39.58,25.02,26.07,-13.509999999999998,0.8876,0.8674,0.7631,-0.12449999999999994
Am Donnerstag zeigten die Daten eine weiterhin bestehende Exportschwäche und ein Nachlassen der Verbrauchernachfrage.,"On Thursday, data showed continued export weakness, and a softening in consumer demand.","On Thursday, the data showed a continuing weakness in exports and a slowdown in consumer demand.","On Thursday, the data showed a continuing weakness in exports and a decline in consumer demand.","On Thursday, the data showed a continuing weakness in exports and a decline in consumer demand.",0.741,24.2,24.2,24.2,0.0,0.918,0.9141,0.9141,-0.0039000000000000146
Doch der Füchtorfer Landwirt hatte auch bereits fertig abgefüllte Spezialitäten dabei.,But the Füchtorf farmer also had bottled specialties with him.,But the farmer from Füchtorf also had already filled bottles of specialties with him.,"However, the Füchtorf farmer also had some specialities ready to be bottled.","However, the Füchtorf farmer had also already bottled specialities.",0.741,23.51,28.92,17.24,-6.270000000000003,0.8193,0.8536,0.8263,0.007000000000000006
"Oder die Dinosaurier waren besser angepasst, so dass sie die Konkurrenz aus dem Feld schlagen konnten.","Or the dinosaurs were better adjusted, meaning that they were able to beat off the competition.","Or the dinosaurs were better adapted, so that they could drive their competitors out of the field.","Or the dinosaurs were better adapted, so that they could drive the competition out of the field.","Or the dinosaurs were better adapted, so that they could drive the competition out of the field.",0.741,23.83,25.54,25.54,1.7100000000000009,0.8464,0.844,0.844,-0.0024000000000000687
"Manche Ärzte gingen sogar so weit, dass sie vorschlugen, ihn zu institutionalisieren.",Some doctors went as far as suggesting he be institutionalized.,Some doctors even went so far as to suggest that he be institutionalized.,Some doctors even went so far as to suggest that he should be institutionalised.,Some doctors went so far as to suggest institutionalising him.,0.741,24.74,8.84,18.36,-6.379999999999999,0.9229,0.8859,0.9059,-0.017000000000000015
"Mr. Trump beendete den Anruf, nachdem er Herrn Turnbull gesagt hatte, ""das ist der unangenehmste Anruf für den ganzen Tag.""","Mr Trump ended the call after telling Mr Turnbull ""this is the most unpleasant call all day.""","Mr. Trump ended the call after saying to Mr. Turnbull, ""that's the most unpleasant call of the day.""","Mr Trump ended the call after saying to Mr Turnbull, 'That is the most unpleasant call of the day'.","After he had told Mr Turnbull ""that was the most unpleasant conversation of the day,"" Mr Trump ended the conversation.Initial analysis: The translation accurately captures the meaning",0.741,31.75,42.98,13.88,-17.869999999999997,0.9067,0.9079,0.7492,-0.15749999999999997
Palliativpflege - der beste Weg zu sterben... | Le Devoir,Palliative care - The best way to die... | Le Devoir,Palliative care - the best way to die... | Le Devoir,Palliative care - the best way to die...,Palliative care - the best way to die... | Le Devoir,0.741,78.25,53.42,78.25,0.0,0.9407,0.8239,0.9407,0.0
"König Abdullah II. Von Jordanien war gestern derjenige amtierende arabische Premierminister, der Präsident Baschar al-Assad dazu aufgefordert hatte"",seine Amtsmacht in Syrien niederzulegen"", in dem bereits um die vierzig Zivilisten und Mitglieder der Regierungsmacht getötet wurden.","King Abdallah II of Jordan yesterday became the first Arab leader to call on president Bachar al-Assad to relinquish power in Syria, where some forty civilians and members of the armed forces of the regime were killed.","King Abdullah II of Jordan was yesterday the incumbent Arab prime minister who called on President Bashar al-Assad to resign from his office, in which 40 civilians and members of the government have already been killed.","Yesterday, King Abdullah II of Jordan was the only Arab prime minister to call on President Bashar al-Assad to relinquish his authority in Syria, where more than 40 civilians and members of the government have been killed.","The incumbent Arab prime minister who called on President Bashar al-Assad to resign was King Abdullah II of Jordan, in which more than 40 civilians and members of the government have been killed.",0.741,15.77,24.36,15.3,-0.46999999999999886,0.8145,0.8819,0.7512,-0.06330000000000002
