source,reference,base_prediction,sc_initial,sc_corrected,sc_final,base_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,base_comet,sc_initial_comet,sc_final_comet,comet_diff
"Fünf Soldaten und ein Dolmetscher seien verletzt worden, teilte eine Erklärung der Nato mit.","Five soldiers and an interpreter were injured, a Nato statement said.","Five soldiers and a translator were injured, a NATO statement said.","Five soldiers and a translator were injured, according to a NATO statement.","Five soldiers and an interpreter were wounded, Nato said in a statement.",0.824,35.74,19.67,41.61,5.869999999999997,0.9307,0.9189,0.9372,0.006500000000000061
"Ich versteckte mich in meinem Zimmer, und nach fünf Minuten gaben meine Häscher auf.","I cowered inside, and after five minutes, my pursuers gave up.","I hid in my room, and after five minutes, my pursuers gave up.","I hid in my room, and after five minutes my pursuers gave up.","I hid in my room, and after five minutes my assailants gave up.",0.824,66.69,50.39,34.79,-31.9,0.8847,0.88,0.8405,-0.04420000000000002
Er selbst war im Jahr 2004 das erste Mal in Mauretanien im Cheijk-Zajed-Krankenhaus in Nouakchott.,"In 2004, he visited the Cheijk-Zajed Hospital in Nouakchott in Mauritania for the first time.",He himself was the first time in Mauritania in the Cheijk-Zajed Hospital in Nouakchott in the year 2004.,He himself was the first time in Mauritania in 2004 in the Cheik Zajed hospital in Nouakchott.,He himself was for the first time in Mauritania in 2004 in the Cheik Zajed Hospital in Nouakchott.,0.824,35.27,12.85,21.95,-13.320000000000004,0.8391,0.8248,0.8404,0.0013000000000000789
"Wir haben intelligent, ruhig und mutig gespielt, so müssen wir Partien über 90 Minuten angehen","We played smart, calmly and with courage, that is how we must approach matches over 90 minutes","We played intelligent, calm, and brave, so we have to approach games over 90 minutes.","We have played intelligently, calmly and bravely, so we have to play matches over 90 minutes.","We have played intelligently, calmly and bravely, so we have to play matches over 90 minutes.",0.824,11.27,20.52,20.52,9.25,0.7902,0.7913,0.7913,0.0010999999999999899
Seit ihrer Gründung am 28. September 1998 handelt Hema-Quebec nach dem Prinzip der Vorsicht.,"From its inception on the 28 September 1998, Héma-Québec has applied the precautionary principle.","Since its founding on September 28, 1998, Hema-Quebec has operated on the principle of caution.","Since its establishment on 28 September 1998, Hema-Quebec has operated on the principle of prudence.","Since its founding on September 28, 1998, Hema-Quebec has operated on the principle of caution.",0.824,7.64,19.35,7.64,0.0,0.8721,0.8612,0.8721,0.0
"""Auch sehr kleine Kinder zeigen große Kreativität, wenn es darum geht, gewisse Dinge absichtlich zu verlieren, wenn sie nicht kontrolliert werden wollen.""","""Even very young children show great creativity how to lose some things on purpose if they do not want to be under control.""","""Even very small children show great creativity when it comes to intentionally losing certain things if they don't want them to be controlled.""",Even very young children show great creativity when it comes to losing certain things on purpose when they do not want to be controlled.,"""Even very young children show great creativity when it comes to losing certain things on purpose when they don't want to be controlled.""",0.824,18.09,46.31,39.39,21.3,0.8728,0.8648,0.8844,0.011599999999999944
"Viele Bankkunden würden auch persönliche Konsequenzen ziehen, wenn sie erfahren, dass sich ihre Bank an solchen Geschäften beteiligt: Jeder Zweite würde der Umfrage zufolge alle Anlagen kündigen, bei denen Geld in die Rohstoff-Spekulation fließt.","Many banking customers would also take direct action if they discover that their bank is involved in such trading. According to the survey, one in two would withdraw investments that end up in commodities speculation.","Many bank customers would also draw personal consequences if they found out that their bank is involved in such transactions: According to the survey, every second person would terminate all investments where money flows into commodity speculation.","Many bank customers would also draw personal consequences if they found out that their bank was involved in such transactions: according to the survey, one in two would terminate all investments where money flows into the speculation of raw materials.","Many bank customers would also have personal consequences if they found out that their bank was involved in such transactions: according to the survey, one in two would, according to the survey, terminate all investments.",0.824,29.51,26.45,28.19,-1.3200000000000003,0.8437,0.8329,0.803,-0.04069999999999996
"2009 berichtete Goddard, dass die Serviceschächte und Rohrleitungen hinter den Ausschussräumen des Parlaments mit Asbest verseucht waren, dessen tödliche Fasern durch etwas so harmloses wie ""starke Luftbewegungen"" aufgewirbelt werden konnten.","In 2009 Goddard reported that service shafts and piping ducts behind Parliamentary committee rooms were contaminated with asbestos, whose lethal fibres could be disturbed by something as innocuous as ""strong currents of air.""","In 2009, Goddard reported that the service shafts and pipes behind the committee rooms of the Parliament were contaminated with asbestos, whose deadly fibers could be stirred up by something as harmless as ""strong air movements.""","In 2009, Goddard reported that the service shafts and pipes behind the parliamentary committee rooms were contaminated with asbestos, whose deadly fibres could be stirred up by something as harmless as 'strong air movements'.","In 2009, Goddard reported that the service shafts and pipes behind",0.824,26.41,33.85,3.17,-23.240000000000002,0.8681,0.8648,0.4578,-0.4103
"""Mittlerweile essen nicht nur Kinder, die 45 Wochenstunden betreut werden, in der Kita zu Mittag"", erläutert Pommeranz.","""By now, it is not only children who are cared for 45 hours a week that eat in the Kita at lunchtime,"" explains Pommeranz.","""Currently, not only children who are cared for 45 hours a week in kindergarten have lunch there,"" explains Pommeranz.","'Nowadays, not only children who are cared for for 45 hours a week are having lunch in the kindergarten,' explained Pommeranz.","""Now, not only children who are cared",0.824,48.29,36.11,6.84,-41.45,0.8044,0.7971,0.447,-0.3574
"Wenn sie die Medien zum Schweigen brächten, könnten Politiker ungestraft tun, was immer sie wollen.","By silencing the media, politicians know they can do whatever they like with impunity.","If they silenced the media, politicians could do whatever they wanted without any consequences.","If they silenced the media, politicians would be able to do whatever they wanted.","If they were to silence the media, politicians could get away with anything.",0.824,23.58,23.58,17.7,-5.879999999999999,0.8943,0.8791,0.8444,-0.049899999999999944
"Das katalanische Netz - ein Teil davon war im Jahr 2009 zunichte gemacht worden - stahl insbesondere Touristen Pässe gemäß den Vorgaben der so genannten ""Internationalen Islamischen Front"".","The Catalan network - part of it was struck in 2009 - mainly robbed passports to tourists who fulfilled the requirements marked by the call ""Worldwide Islamic front.""","The Catalan network - a part of which was destroyed in 2009 - stole especially tourists' passports according to the specifications of the so-called ""International Islamic Front"".",The Catalan network - part of which was destroyed in 2009 - stole tourists' passports according to the instructions of the so-called 'International Islamic Front'.,"The Catalan network - a part of which was destroyed in 2009 - stole passports from tourists according to the instructions of the so-called ""International Islamic Front"".",0.824,14.41,21.58,14.61,0.1999999999999993,0.8196,0.8239,0.8381,0.01849999999999996
"Doch es gibt Gründe zur Annahme, dass die tödliche Pattsituation endlich ihr Ende finden könnte.","However, there are reasons for thinking it could just break their lethal stalemate.","However, there are reasons to assume that the deadly stalemate may finally come to an end.","However, there are reasons to believe that the deadly stalemate may finally be coming to an end.","However, there are reasons to believe that the deadly stalemate may finally be coming to an end.",0.824,21.87,20.61,20.61,-1.2600000000000016,0.8551,0.8565,0.8565,0.0014000000000000679
"Warum erwarten wir als Kirche von den Menschen, dass sie in ein seltsames altes Gebäude kommen? Ich denke, die Kirche sollte zu den Menschen gehen und begeisternde Feiern veranstalten.","""Why do we as a Church expect people to come to a strange old building? It’s my feeling the Church should come to the people and celebrate in exciting ways.",Why do we as a church expect people to come to a strange old building? I think the church should go to the people and organize exciting celebrations.,Why do we expect people to come to a strange old building? I think the church should go to the people and organise exciting celebrations.,Why do we expect people to come to a strange old building? I think the church should go to the people and organise exciting celebrations.,0.824,46.99,39.86,39.86,-7.130000000000003,0.8903,0.879,0.879,-0.011299999999999977
"Auf einigen Straßen Ostböhmens besteht Gefahr wegen Eisglätte, in höheren Lagen und in den Bergen liegt auf den Straßen mitunter noch eine ausgefahrene Schneeschicht, teilt die Straßen- und Autobahndirektion auf ihren Internetseiten mit.","On some roads in Eastern Bohemia, there might be a risk of black ice, at higher altitudes and in the mountains there might be a layer of compacted snow, according to the Road and Motorway Directorate.","In some streets of East Bohemia, there is a danger due to icy conditions, and in higher elevations and in the mountains, there may still be a layer of snow on the roads, according to the Road and Motorway Authority on their website.","In some streets in East Bohemia there is a danger due to ice, and in higher areas and in the mountains there is sometimes still a layer of snow on the roads, the Road and Motorway Directorate said on its website.","On some roads in East Bohemia there is a risk of ice, and in higher areas and in the mountains there is sometimes still a layer of snow on the roads, the Road and Motorway Directorate said on its website.",0.824,26.64,22.27,29.49,2.849999999999998,0.813,0.826,0.8483,0.03530000000000011
"Dieser hatte angeblich versucht, einen gerade stattfindenden öffentlichen Wettbewerb zur Abwicklung von Restitutionsansprüchen so zu manipulieren, dass die im Wettbewerb angebotenen Grundstücke einem konkreten Interessenten zufielen.","He allegedly attempted to manipulate the current tender for the settlement of restitution claims, so that the land offered was awarded to a particular candidate.",This person allegedly tried to manipulate a currently ongoing public competition for the settlement of restitution claims so that the properties offered in the competition would fall to a specific interested party.,It is alleged that he tried to manipulate a public competition for restitution claims so that the land offered in the competition would go to a specific interested party.,"Allegedly, he had tried to manipulate a public competition for restitutions claims so that the land offered in the competition would go to a specific interested party.",0.824,21.99,17.29,17.24,-4.75,0.8549,0.8617,0.8576,0.0027000000000000357
"""Scheinheiligkeit"" erwidern die Liberalen, die dies nur als Propagandaschlag ansehen.","""Hypocrisy"" respond the liberals, who see only a communication coup.","""Hypocrisy"" say the liberals, who only see this as a propaganda blow.","The Liberals, who see this only as propaganda, say 'hypocrisy'.","The Liberals say hypocrisy, seeing this only as propaganda.",0.824,24.79,12.1,3.76,-21.03,0.8515,0.8202,0.7902,-0.06130000000000002
"Eine Frau aus Massachusetts wurde zu zweieinhalb Jahren verurteilt, weil sie ihren Freund durch Texte und Anrufe zum Selbstmord ermutigt hat.",A Massachusetts woman has been sentenced to two and a half years for encouraging her boyfriend to commit suicide through texts and phone calls.,A woman from Massachusetts was sentenced to two and a half years in prison because she encouraged her boyfriend to commit suicide through text messages and phone calls.,A woman from Massachusetts was sentenced to two and a half years in prison for encouraging her boyfriend to commit suicide.,A woman from Massachusetts was sentenced to 2.5 years for being encouraged to commit suicide by text messages and phone calls.,0.824,45.6,48.87,17.65,-27.950000000000003,0.9189,0.8891,0.8743,-0.044600000000000084
"Patronenhülsen für Sturmgewehre, die zu verschiedenen Sturmgewehren zurückverfolgt wurden, übersähten den Tatort.","Assault weapon-style shell casings, traced to different assault style weapons, littered the scene.","Bullet casings for assault rifles, which were traced back to different assault rifles, were scattered at the crime scene.","The crime scene was strewn with 9mm cartridges, which were traced back to different assault rifles.","Sturmgewehr cartridges, which were traced back to different assault rifles, covered the crime scene.",0.824,9.61,9.88,12.4,2.790000000000001,0.7713,0.7594,0.6824,-0.08889999999999998
"In Jerusalem befindet sich auch der heiligste Ort der Juden - die Klagemauer, die Überreste eines Tempels, der von den Römern im Jahr 70 n. Chr. zerstört wurde.","Jerusalem has the most holy places for the Jews as well - the Wailing Wall, which remained from a temple destroyed by the Romans in 70 AD.","In Jerusalem there is also the holiest place of the Jews - the Wailing Wall, the remains of a temple that was destroyed by the Romans in the year 70 AD.","In Jerusalem there is also the holiest place of the Jews - the Wailing Wall, the remains of a temple destroyed by the Romans in 70 AD.","In Jerusalem there is also the holiest place of the Jews - the Wailing Wall, the remains of a temple destroyed by the Romans in the year 70 AD.",0.824,28.39,46.36,36.46,8.07,0.8691,0.8756,0.8701,0.0010000000000000009
Er war im Krieg als Budweiser Deutscher bei der Marine an der Ostsee eingesetzt.,"As a German from České Budějovice, he was sent to the navy in the Baltic Sea during the war.",He was in the war as a Budweiser German in the Navy on the Baltic Sea.,He was in the war as a Budweiser German in the Navy in the Baltic.,He was stationed on the Baltic Sea as a Budweiser German in the Navy.,0.824,11.07,9.96,9.55,-1.5199999999999996,0.5782,0.5653,0.6061,0.027899999999999925
"Reinhardt nennt einige Beispiele: Spitze in Schmuck, bei Accessoires wie Taschen und bei regionalen Trachten.","Reinhardt gave a few examples: lace in decoration, for accessories such as bags and for traditional costumes.","Reinhardt gives some examples: point in jewelry, at accessories such as bags and at regional costumes.","Reinhardt gives some examples: hats, bags and regional costumes.",Reinhardt gives some examples: Spitze in,0.824,24.77,6.47,2.44,-22.33,0.7572,0.7254,0.3566,-0.4006
Ursache für ein Sterben wegen Aids ist heute eine zu späte Erkennung,Deaths caused by AIDS are nowadays due to late detection,The cause of death due to AIDS today is a delayed recognition.,The cause of death from AIDS today is late diagnosis.,The reason for dying from AIDS is late recognition.,0.824,6.84,4.46,4.99,-1.8499999999999996,0.7885,0.8594,0.7863,-0.0021999999999999797
"Aber das allein wird nicht ausreichen, um ihn davon abzuhalten, nicht zu erscheinen, warnte er.","But that alone was insufficient to deter him from failing to appear, he warned.","But that alone will not be enough to prevent him from not appearing, he warned.","But that alone will not be enough to prevent him from not appearing, he warned.","But that alone will not be enough to prevent him from not appearing, he warned.",0.824,23.69,23.69,23.69,0.0,0.8986,0.8986,0.8986,0.0
"Die Intelligenz und Geschicklichkeit der Tiere sind legendär: Saatkrähen nutzen nicht nur Hilfsmittel, um an einen Leckerbissen zu kommen, sondern stellen als Hilfsmittel ihr Werkzeug sogar selbst her.","The intelligence and skill of the birds are legendary. Rooks often do not just use tools to get hold of a choice morsel, but create tools themselves.","The intelligence and dexterity of animals are legendary: Crows not only use tools to get to a tasty treat, but even make their own tools as aids.","The intelligence and dexterity of animals is legendary: seed-eating crows not only use tools to get to a tasty morsel, but even make their own tools.","The intelligence and dexterity of animals is legendary: corn crows not only use tools to get to a tasty morsel, but even manufacture their own tools.",0.824,15.03,16.18,16.18,1.1500000000000004,0.7523,0.7781,0.7854,0.03310000000000002
"Sie möchten, dass man ihr Urteil einfach akzeptiert und den Mund hält.",What they want is that one simply accepts what they say and shuts up.,You want people to just accept your judgment and keep their mouths shut.,They want people to accept their judgment and keep their mouths shut.,She wants people to accept her opinion and shut up.,0.824,3.48,3.49,5.77,2.2899999999999996,0.8343,0.7703,0.7769,-0.05740000000000001
"Stets unterstütze ich öffentlich jeden guten Lösungsansatz, auch wenn dieser von der KSČM oder von der ODS kommt, und ebenso werde ich mich gegen schlechte Ideen wenden.","I always support any good public solutions, even if they are put forward by the KSCM or the ODS, and, in the same way, I will oppose bad ideas.","I always publicly support every good solution approach, even if it comes from the KSČM or the ODS, and I will also oppose bad ideas.","I will always support publicly any good solution, even if it comes from the KSČM or the ODS, and I will also oppose bad ideas.","I will always support any good solution, even if it comes from the KSČM or ODS, and I will oppose bad ideas.",0.824,23.87,24.71,27.47,3.599999999999998,0.8416,0.8564,0.8486,0.007000000000000006
"Ihr Geschäftsvolumen ist in den letzten drei Jahren mit 20 % jährlich angestiegen und 2008 betrug der Umsatz 10,8 Millionen Euro.","Its turnover has grown by 20% per year over the past three years, and it brought in 10.8 million euros in 2008.","Your business volume has increased by 20% annually over the past three years, and the revenue in 2008 was 10.8 million euros.",Your turnover has increased by 20% per year over the last three years and in 2008 it was 10.8 million euros.,Your business volume has increased by 20% annually in the last three years and the turnover in 2008 was 10.8 million euros.,0.824,36.24,35.93,13.36,-22.880000000000003,0.8944,0.9138,0.8974,0.0030000000000000027
"Cian Tanner ist ein ruhiger Typ; dieses schrille Trinkspiel und der zurückhaltende Informatiker, das passt nicht wirklich zusammen.",Cian Tanner is a quiet type; this shrill drinking game and the reticent computer scientist do not really go together.,"Cian Tanner is a quiet type; this shrill drinking game and the reserved computer scientist, it doesn't really fit together.",Cian Tanner is a quiet type; this shrill drinking game and the reserved computer scientist do not really fit together.,Cian Tanner is a quiet type; this shrill drinking game and the reserved computer scientist don't really fit together.,0.824,60.1,75.52,63.2,3.1000000000000014,0.8505,0.8947,0.8831,0.03259999999999996
"Einzelne weinten offen, andere beteten und Familien und Freunde hielten sich aneinander in der eisigen Luft fest.","Individuals openly wept, others prayed, and families and friends held each other in the frigid air.","Some cried openly, others prayed, and families and friends clung to each other in the icy air.","Some wepted openly, others prayed, and families and friends clung to each other in the icy air.","Individuals wept openly, others prayed, and families and friends held on to each other in the icy air.",0.824,51.09,51.09,55.48,4.3899999999999935,0.8621,0.8623,0.8829,0.02080000000000004
"Der Investor, der wohlhabende Industrielle Josep Batlló, bestand ursprünglich auf dem Abriss des alten und dem Bau eines völlig neuen Gebäudes, aber letztendlich stimmte er der Idee Gaudís auf einen ungewöhnlichen und auch billigeren Umbau zu.","The investor, a wealthy industrialist Josep Batlló, initially insisted on the demolition of the old building and construction of an entirely new one, but soon he adopted Gaudi's idea of an unusual and cheaper redevelopment of the house.","The investor, the wealthy industrialist Josep Batlló, originally insisted on the demolition of the old and the construction of a completely new building, but ultimately agreed to Gaudí's idea of an unusual and also cheaper renovation.","The investor, the wealthy industrialist Josep Batlló, originally insisted on the demolition of the old building and the construction of a completely new building, but in the end he agreed to Gaudí's idea of an unusual and also cheaper renovation.","The wealthy industrialist Josep Batlló originally insisted on the demolition of the old building and the construction of a completely new building, but in the end he agreed to Gaudí's idea of an unusual and also cheaper renovation.",0.824,37.6,40.72,37.55,-0.05000000000000426,0.8854,0.8894,0.8828,-0.0025999999999999357
"Wir wollten heute kein Feuerwerk, wir wollten einfach ein gutes Ergebnis erzielen, hinausgehen und das Rennen gewinnen, was wir auch taten.","We weren't looking for fireworks today, we were just looking to do a good row and to go out and win that race, which we did.","We didn't want fireworks today, we just wanted to achieve a good result, go out and win the race, which we did.","We did not want fireworks today, we just wanted to get a good result, go out and win the race, which we did.","We didn't want fireworks today, we just wanted to come out with a good result, win the race, which we did.",0.824,35.58,35.62,28.26,-7.319999999999997,0.9047,0.9004,0.8871,-0.01759999999999995
"Die britische Polizei hat heute einen Auslieferungsbescheid an WikiLeaks-Gründer Julian Assange übergeben, der in der ecuadorianischen Botschaft in London Zuflucht gesucht und Asyl beantragt hat.","Btitish police served an extradition notice today on WikiLeaks founder Julian Assange, who has taken refuge in Ecuador's embassy in London and requested asylum.","The British police handed over an extradition warrant to WikiLeaks founder Julian Assange today, who has been seeking refuge and asylum in the Ecuadorian embassy in London.","The British police today handed over an extradition warrant to WikiLeaks founder Julian Assange, who is seeking asylum in the Ecuadorian embassy in London.","The British police today handed over an extradition order to Julian Assange, the founder of WikiLeaks, who has sought refuge and asylum in the Ecuadorian embassy in London.",0.824,18.07,27.05,12.75,-5.32,0.8865,0.8781,0.8795,-0.007000000000000006
"Musk, der auch der Weltraumfirma SpaceX vorsteht, ist das öffentliche Gesicht des Verluste schreibenden Elektroauto-Pioniers, der inzwischen an der Börse mit mehr als 50 Milliarden Dollar bewertet wird.","Musk, who also heads SpaceX, is the public face of the electric car pioneer currently posting losses, which is now valued at more than $50 billion on the stock market.","Musk, who also heads the space company SpaceX, is the public face of the loss-making electric car pioneer, which is now valued at over 50 billion dollars on the stock market.","Musk, who also runs the space company SpaceX, is the public face of the loss-making electric car pioneer, which is now worth more than 50 billion dollars on the stock market.","Musk, who also runs the space company SpaceX, is the public face of the loss-making electric car pioneer, which is now worth more than 50 billion dollars on the stock market.",0.824,57.36,49.28,49.28,-8.079999999999998,0.8073,0.7919,0.7919,-0.01539999999999997
"Die katalanische Polizei habe mit einem Großaufgebot versucht, die beiden Protestzüge voneinander fernzuhalten.",The Catalan police tried to keep the two protesting groups away from each other.,The Catalan police tried to keep the two protest trains apart with a large force.,The Catalan police tried to keep the two protest trains apart with a large police presence.,The Catalan police tried to keep the two protest trains apart with a show of force.,0.824,45.61,42.65,42.65,-2.960000000000001,0.8234,0.8119,0.8219,-0.0015000000000000568
1958 bezog er im neuerbauten Lehrerhaus neben der Schule eine Drei-Zimmer-Dienstwohnung.,"In 1958, he moved into the new-build teacher accommodation next door to the school, into a three-room service flat.","In 1958, he moved into a three-room service apartment next to the school in the newly built teacher's house.","In 1958, he moved into a three-bedroom flat in the newly built teachers' accommodation next to the school.","In 1958, he moved into a three-bedroom apartment in the new teachers' house next to the school.",0.824,39.43,32.87,30.73,-8.7,0.8822,0.8995,0.8767,-0.005499999999999949
Perrys offizielles Benutzerkonto wird häufig aktualisiert - und manchmal berühmt.,Perry's verified account is updated frequently - and sometimes famously.,Perry's official user account is frequently updated - and sometimes famous.,Perry's official user account is often updated - and sometimes famous.,Perry's official account is frequently updated - and occasionally famous.,0.824,18.36,17.83,12.61,-5.75,0.9061,0.9047,0.8947,-0.011399999999999966
Und das Bakterium benötigt Tryptophan - einen der Bausteine von Proteinen - um das Erscheinungsbild der Zellen auszulösen.,And the bacterium needs tryptophan - one of the building blocks of proteins - to trigger the cells' appearance.,And the bacterium needs tryptophan - one of the building blocks of proteins - to trigger the appearance of the cells.,And the bacterium needs tryptophan - one of the building blocks of proteins - to trigger the appearance of the cells.,And the bacterium needs tryptophan - one of,0.824,77.65,77.65,22.31,-55.34,0.9342,0.9342,0.6648,-0.2694000000000001
"Syrien hat seine Möglichkeit zur Herstellung von Chemiewaffen zerstört, so eine Überwachungsgruppe","Syria has destroyed its chemical weapons making ability, watchdog group says","Syria has destroyed its ability to produce chemical weapons, according to a monitoring group.","Syria has destroyed its capacity to produce chemical weapons, according to a monitoring group.","Syria has destroyed its capacity to produce chemical weapons, according to a monitoring group.",0.824,20.15,19.56,19.56,-0.5899999999999999,0.9135,0.9158,0.9158,0.0022999999999999687
"In den Handel kommt er Anfang nächsten Jahres, dann auch als Kombi.","It will be available in dealerships at the beginning of next year, then also as an estate model.","He enters the market at the beginning of next year, then also as a combination.","He will enter the market at the beginning of next year, then also as a combination.","He will enter the trade in the beginning of next year, then also as a Kombi. The model confused ""Handel"" with ""market"" and used the wrong preposition ""at"" instead of ""in"" for entering the trade. The word ""Kombi"" was translated correctly as ""Kombi"" (likely referring to a car model) but the overall sentence structure is awkward compared to the reference. The reference provides more natural English phrasing while maintaining the meaning.",0.824,46.79,47.94,9.36,-37.43,0.5691,0.5825,0.4058,-0.16330000000000006
"Dieser Kauf bedeutete die Bezahlung von 59,5 Millionen Euro für 85 % des Kapitals der Gesellschaft, das sich im nächsten Jahr auf die übrigen 15 % erhöhen könnte.","The endeavor entailed an outlay of 59.5 million euros for 85% of the company's capital, which would increase in the upcoming year by the remaining 15%.","This purchase meant the payment of 59.5 million euros for 85% of the company's capital, which could increase to the remaining 15% in the next year.","This purchase means the payment of 59.5 million euros for 85% of the company's capital, which could rise to 15% next year.","This purchase meant the payment of 59.5 million euros for 85% of the company, which could rise to 15%.",0.824,52.6,44.37,32.41,-20.190000000000005,0.8462,0.8118,0.7253,-0.12090000000000001
"Mark Brown schreibt: Als Guildfords musikalischer Leiter seit 1962 war Vernon ""Tod"" Handley (Nachruf am 11. September) verantwortlich für die Guildford Philharmoniker und Chor.","Mark Brown writes: As Guildford's musical director from 1962, Vernon ""Tod"" Handley (obituary, Sept 11) had charge of the Guildford Philharmonic Orchestra and Choir.","Mark Brown writes: As Guildford's musical director since 1962, Vernon ""Tod"" Handley (obituary on September 11th) was responsible for the Guildford Philharmonic Orchestra and Chorus.","Mark Brown writes: as Guildford's musical director since 1962, Vernon 'Tod' Handley (obituary on 11 September) was responsible for the Guildford Philharmonic and choir.","Mark Brown writes: As Guildford's musical director, Vernon ""Tod"" Handley (obituary on 11 September) was responsible for the Guildford Philharmonic and choir.",0.824,57.58,19.78,48.53,-9.049999999999997,0.899,0.8864,0.8827,-0.01629999999999998
"In Paris habe zwar die Organisation für wirtschaftliche Zusammenarbeit und Entwicklung (OECD) ihren Hauptsitz, doch diese sei für die Finanzbranche weniger bedeutsam als die EZB.","While Paris has the headquarters of the Organisation for Economic Cooperation and Development (OECD), this is less important for the financial sector than the ECB.","In Paris, although the Organisation for Economic Co-operation and Development (OECD) has its headquarters, it is less significant for the financial sector than the ECB.","Although the Organisation for Economic Co-operation and Development (OECD) has its headquarters in Paris, it is less important for the financial sector than the ECB.","Although the Organisation for Economic Co-operation and Development (OECD) has its headquarters in Paris, it is less important for the financial sector than the ECB.",0.824,46.35,57.62,57.62,11.269999999999996,0.9038,0.9041,0.9041,0.00029999999999996696
"Der demokratische Abgeordnete Brad Sherman, Leiter einer Gruppe im Kongress, die `der Kaukus der Skeptiker' genannt wird, stellt die Dinge anders dar, kommt aber zu der selben Schlussfolgerung.","Leader of a small group in Congress dubbed ""the Sceptics' Caucus"", the Democratic representative Brad Sherman presents things differently, but reaches the same conclusion.","The democratic representative Brad Sherman, leader of a group in Congress called 'the Skeptics Caucus', presents things differently, but comes to the same conclusion.","The democratic representative, Brad Sherman, who is the leader of a group in Congress known as 'the Skeptics Caucus', puts it differently, but comes to the same conclusion.","The democratic representative Brad Sherman, head of a group in Congress known as 'the Skeptics Caucus', presents things differently, but comes to the same conclusion.",0.824,29.91,15.8,29.87,-0.03999999999999915,0.9002,0.8786,0.8997,-0.0004999999999999449
"Wohin die Reise für die Unabhängigen geht, scheint nach gerade drei Spieltagen nicht absehbar.","After just three matchdays, it does not seem foreseeable where the independents’ journey goes.",The journey for the Independents seems unpredictable after just three game days.,It is not clear where the journey for the Independents is going after just three games.,Whether the trip for the Independents will be predictable after three games remains to be seen.,0.824,6.17,7.44,3.01,-3.16,0.7937,0.8238,0.7283,-0.06540000000000001
Starke Mobilisierung in Kopenhagen und in der Welt für das Klima.,Large climate change gatherings in Copenhagen and around the world,Strong mobilization in Copenhagen and around the world for the climate.,Strong mobilisation in Copenhagen and around the world for the climate.,Strong mobilisation in Copenhagen and around the world,0.824,43.36,43.36,52.99,9.630000000000003,0.7974,0.8051,0.7417,-0.05569999999999997
"Doch die meisten Missbräuche werden überhaupt nicht gemeldet und nach der eigenen Schätzung des Pentagon berücksichtigt diese Zahl ca. 13,5 Prozent der geschätzten 19.000 Fällen, zu denen es pro Jahr kommt.","But assaults are notoriously underreported, and by the Pentagon's own estimate, that figure accounts for approximately 13.5 percent of the estimated 19,000 incidents that occurred that year.","However, most abuses are not reported at all, and according to the Pentagon's own estimate, this number accounts for approximately 13.5 percent of the estimated 19,000 cases that occur annually.","However, the vast majority of abuses are not reported, and according to the Pentagon's own estimate, this figure accounts for about 13.5% of the estimated 19,000 cases that occur each year.","However, most of the abuses are not even reported, and according to the Pentagon's own estimate, this figure accounts for about 13.5% of the estimated 19,000 cases that occur each year.",0.824,36.5,22.71,22.71,-13.79,0.8901,0.8885,0.8866,-0.0034999999999999476
"Die Käufer wussten nicht, wohin sie hinsehen sollten, als eine Frau ihre Kleidung inmitten eines Primark auszog, um Unterhosen anzuprobieren.",Shoppers didn't know where to look when a woman stripped off to try on knickers on the shop floor in the middle of a Primark.,The buyers didn't know where to look when a woman took off her clothes in the middle of a Primark to try on underwear.,The buyers did not know where to look when a woman took off her clothes in the middle of a Primark to try on some knickers.,The buyers didn't know where to look when a woman took off her clothes in the middle of a Primark store to try on some knickers.,0.824,50.63,45.01,49.18,-1.4500000000000028,0.8352,0.8399,0.8511,0.015899999999999914
"Kein Wunder - Ideen gibt es genug, im Unternehmen ist ja fast eine halbe Million Menschen beschäftigt.",It is no surprise that the ideas are plentiful - the company employs nearly half a million people.,"No wonder - there are plenty of ideas, there are almost half a million people employed in the company.","No wonder - there are plenty of ideas, and there are almost half a million people employed in the company.","No surprise - there are plenty of ideas, the company employs almost half a million people.",0.824,15.36,14.61,28.15,12.79,0.8633,0.8766,0.9033,0.040000000000000036
"""Wer entspannt ohne Ticketkontrolle durch unser Zugbegleitpersonal reisen möchte, checkt im DB Navigator einfach selber ein.","""Anyone who wants to travel in a relaxed fashion, without having his/her ticket inspected by our on-train staff, simply checks in him/herself in the DB Navigator.","""Whoever wants to travel relaxed without ticket control through our train staff, simply checks in themselves in the DB Navigator.""",Anyone who wants to travel without a ticket check through our train staff can simply check in themselves in the DB Navigator.,"""Whoever wants to travel relaxed without ticket control through our train staff, can check in themselves in the DB Navigator.""",0.824,24.72,21.82,16.05,-8.669999999999998,0.7919,0.8,0.7814,-0.010500000000000065
"""Ich kann nicht verstehen, wie das möglich ist, denn wenn Sie die Menschen fragen, will niemand einen Krieg, also wie geschieht das?","'I can't understand how it happens, because if you ask people, no-one wants a war, so how does it happen?","I cannot understand how this is possible, because if you ask the people, no one wants a war, so how does this happen?","I cannot understand how that is possible, because if you ask the people, no one wants a war, so how does that happen?","I cannot understand how this is possible, because if you ask the people, no one wants a war, so how does that happen?",0.824,40.41,40.41,40.41,0.0,0.9157,0.9138,0.9119,-0.0037999999999999146
