source,reference,wmt_prediction,sc_initial,sc_corrected,sc_final,wmt_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,wmt_comet,sc_initial_comet,sc_final_comet,comet_diff
Nach Vancura ist ein solches Verhalten gesetzwidrig und im Widerspruch mit den Anforderungen des Europäischen Gerichtshofes.,According to Jančura this is illegal and in contravention of the principles of the European Court of Justice.,"According to Vancura, such behaviour is illegal and contrary to the requirements of the European Court.","According to Vancura, such behaviour is unlawful and contrary to the requirements of the European Court of Justice.","According to Vancura, such behaviour is unlawful and contrary to the requirements of the European Court of Justice.",0.843,21.56,34.67,34.67,13.110000000000003,0.8463,0.8699,0.8699,0.023599999999999954
"In Workshops wurde gebatikt, schöne Schmuckstücke aus Perlen und Steinen erschaffen oder aus Holz ein Römische-Mühle-Spiel hergestellt.","During workshops, children could practise baktik, make beautiful jewellery with pearls and stones, or create a Roman windmill game from wood.","In workshops, beautiful jewellery was created from pearls and stones, or a Roman mill game was made from wood.","In workshops, beautiful pieces of jewellery were created from pearls and stones, or a Roman mill game was made from wood.","In workshops, participants batiked beautiful jewelry or made a Roman mill game out of wood.",0.843,24.44,23.76,5.48,-18.96,0.7572,0.7645,0.7664,0.009199999999999986
"Bei zukünftigen diplomatischen Verhandlungen könnte sich die Hamas als Akteur erweisen, der selbst von Israel und den Vereinigten Staaten nicht herausgedrängt werden kann.",In future diplomacy Hamas may emerge as an actor that cannot be shut out even by Israel and America.,"In future diplomatic negotiations, Hamas could emerge as an actor that neither Israel nor the United States can push aside.","In future diplomatic negotiations, Hamas may prove to be an actor who cannot be pushed aside by either Israel or the United States.","In future diplomatic negotiations, Hamas may prove to be an actor who cannot be pushed aside by either Israel or the United States.",0.843,20.33,6.52,6.52,-13.809999999999999,0.8539,0.861,0.861,0.007099999999999995
"Mit einigen von ihnen konnten wir bereits Verhandlungsfortschritte erreichen"", so der Pressesprecher der Gruppe Pavel Kaidl.","We have already been able to make progress in the negotiations with some of them,"" said the group's spokesman, Pavel Kaidl.","We have already made progress in negotiations with some of them,"" said the spokesman for the group, Pavel Kaidl.","We have already made some progress in negotiations with some of them', said the spokesman for the Group, Pavel Kaidl.","With some of them, we have already made some progress in negotiations,"" said the spokesman for the Group, Pavel Kaidl.",0.843,50.52,27.81,32.92,-17.6,0.9176,0.9025,0.8929,-0.024699999999999944
Am Samstag versammelten sich Hunderte im Zentrum von Newport zu einem Anti-Nato-Marsch.,"On Saturday, hundreds gathered in Newport city centre for an anti-Nato march.",Hundreds gathered in the centre of Newport for an anti-Nato march on Saturday.,On Saturday hundreds gathered in the centre of Newport for an anti-Nato march.,On Saturday hundreds gathered in the centre of Newport for an Anti-NATO march.,0.843,24.02,40.9,18.39,-5.629999999999999,0.9283,0.9461,0.924,-0.0042999999999999705
"Selbstverständlich wurde Rafael Correa von Chávez und Morales, aber auch von seinem chilenischen Gleichgesinnten Michelle Bachelet beglückwünscht.","As of course, Rafael Correa was congratulated by Chavez and Morales but also by his Chilean counterpart Michelle Bachelet.","Of course, Rafael Correa was congratulated by Chávez and Morales, but also by his Chilean counterpart Michelle Bachelet.","Of course, Rafael Correa was congratulated by Chávez and Morales, but also by his Chilean counterpart, Michelle Bachelet.","Needless to say, Rafael Correa was congratulated by Chávez and Morales, but also by his Chilean counterpart, Michelle Bachelet.",0.843,68.92,56.3,48.68,-20.240000000000002,0.9165,0.9135,0.8965,-0.020000000000000018
"Der Pflichtverteidiger, Carlos Maceda, erklärte, sie könne sich nicht an den Ablauf des Sachverhalts erinnern, ""und sie habe nicht die Absicht gehabt, dem Kleinen Schaden zuzufügen.""","Carlos Maceda, the appointed lawyer, explained that he does not remember how the facts occurred, ""nor that he had the intention to cause any minor pain.""","The defendant, Carlos Maceda, said that he could not remember the sequence of events, ""and he did not intend to harm the child.""","The defender, Carlos Maceda, said that she could not remember the sequence of events, 'and she did not intend to cause damage to the child.'","The public defender, Carlos Maceda, said that she could not remember the sequence of events, ""and she did not have the intention of causing damage to the child.""",0.843,8.64,7.42,8.1,-0.5400000000000009,0.8233,0.7902,0.8147,-0.008600000000000052
"Auch ihre Kollegen im Kreis Jeseník mussten in der Nacht heraus, laut ihren Angaben sind die Straßen bis in die Höhenlagen nach chemischer Behandlung frei und nass.","Their Jesenik counterparts also made an outing overnight; the roads all the way to the highest altitudes are now clear and wet following the chemical treatment, according to them.","Their colleagues in the Jeseník region also had to go out in the night, according to them, the roads are free and wet up to the heights after chemical treatment.","Their colleagues in the Jeseník district also had to go out in the night, according to them, the roads are free and wet up to the heights due to chemical treatment.","Their colleagues in the Jeseník district also had to come out in the night, according to them, the roads were free and wet up to the heights after chemical treatment.",0.843,12.66,12.27,12.48,-0.17999999999999972,0.7686,0.7616,0.7751,0.006500000000000061
"Neben Rebic stand auch der vom FC Liverpool ausgeliehene Brasilianer Allan das erste Mal in der Anfangsformation der Frankfurter, die schwungvoll begannen.","Besides Rebic, the Brazilian Allan, on loan from Liverpool FC, was called up to Frankfurt’s starting eleven for the first time and the team got off to a dynamic start.","Besides Rebic, the Brazilian Allan, on loan from Liverpool, was also in the starting line-up for the first time.","Alongside Rebic, the Brazilian Allan, on loan from Liverpool, was also in the Frankfurt starting line-up for the first time.","Beside Rebic, the Brazilian Allan, on loan from Liverpool, was also in the Frankfurt starting line-up for the first time.",0.843,37.25,34.78,34.78,-2.469999999999999,0.8078,0.8196,0.8199,0.0121
Erst kurz vor der Sommerpause hat der Kreistag 41 neue Stellen in der Verwaltung durchgewinkt.,"Shortly before the Summer recess, the district assembly rubber-stamped 41 new posts in the administration.",It was only shortly before the summer break that the district council approved 41 new posts in the administration.,Only shortly before the summer break did the district council approve 41 new posts in the administration.,Only shortly before the summer break did the district council approve 41 new posts in the administration.,0.843,35.08,39.35,39.35,4.270000000000003,0.7707,0.7877,0.7877,0.016999999999999904
"Doch wer genauer hinschaut, entdeckt im Parkdeck D2 eine durch Metallgitterstäbe abgetrennte archäologische Fundstelle.","However, anyone who takes a closer look on parking level D2 will discover an archaeological site, cordoned off by metal railings.","But a closer look reveals an archaeological site in the D2 car park, separated from the rest by metal grating.","However, if you look more closely, you will find an archaeological site in the D2 car park, separated from the rest by metal grilles.","But if you look more closely, you will discover an archaeological site in the D2 car park, separated from the rest by metal grilles.",0.843,12.15,8.36,17.1,4.950000000000001,0.8162,0.8121,0.8094,-0.006800000000000028
"""Wenn Sie früher versuchten, Menschen der britischen Nationalpartei zu befragen, war es sehr schwer, sie zu identifizieren.""","""Before, when you tried to survey people from the British National Party, it would be very difficult to identify them.""","""If you tried to interview people from the British National Party in the past, it was very difficult to identify them.""","When you tried to interview people from the British National Party, it was very difficult to identify them.","""If you tried to interview people from the British National Party, it was very difficult to identify them.""",0.843,49.76,50.74,56.46,6.700000000000003,0.9081,0.9038,0.9147,0.006599999999999939
"Die Fahrer der Linie RER, die über jahrelange Berufserfahrung verfügen, beziehen einen Bruttolohn von 2.200 bis 2.700 Euro sowie einen Lohnzuschlag von 600 bis 650 Euro für Schichtdienste sowie Sonn- und Feiertage.","The RER drivers, all in the later stages of their careers, are paid a gross salary of 2200 to 2700 euros as well as 600 to 650 euros of bonus pay for split shifts, Sundays and holidays.","The drivers of the RER, who have years of professional experience, receive a gross salary of 2,200 to 2,700 euros and a bonus of 600 to 650 euros for shifts and weekends.","The drivers of the RER line, who have years of professional experience, receive a gross salary of 2,200 to 2,700 euros and a bonus of 600 to 650 euros for shift work and Sundays and holidays.","The drivers of the RER line, who have years of professional experience, receive a gross salary of 2,200 to 2,700 euros and a bonus of 600 to 650 euros for shift work and Sundays and holidays.",0.843,14.5,20.01,20.01,5.510000000000002,0.8171,0.8432,0.8432,0.0260999999999999
"Ich habe selbst nach der Feier angeboten, ein paar Glas- und Plastikflaschen zu entsorgen.","After a party, I offered to throw out a few glass and plastic bottles.",I offered to take away a few glass and plastic bottles after the party.,I myself offered to clear away a few glass and plastic bottles after the party.,I myself offered to clear away a few glass bottles and plastic bottles after the celebration.,0.843,40.54,36.7,17.2,-23.34,0.8546,0.8797,0.8721,0.01749999999999996
"""Wir wollen nicht über das Lynchen reden, weil wir dann mit dessen Hässlichkeit in uns allen konfrontiert werden"", sagte sie.","""We don't want to talk about the lynching because it makes us face the ugliness in all of us,"" she said.","""We don't want to talk about lynching because then we're confronted with its ugliness in all of us,"" she said.","'We don't want to talk about lynching because then we are confronted with its ugliness in ourselves', she said.","""We do not want to talk about lynching because then we are confronted with its ugliness in us all,"" she said.",0.843,61.63,22.8,30.27,-31.360000000000003,0.855,0.8571,0.8496,-0.00539999999999996
"Es gibt hier Schnee, spektakuläre Landschaften - und diesen hartnäckigen Geruch in der Luft, der einfach nicht verschwinden will.","There is snow, spectacular scenery - and that odour, ever present, hangs in the air.","There is snow, spectacular landscapes - and this persistent smell in the air that just won't go away.","There is snow, spectacular landscapes - and this persistent smell in the air that just won't go away.","There is snow, breathtaking landscapes - and this stubborn smell in the air that just won't go away.",0.843,27.57,27.57,20.31,-7.260000000000002,0.8662,0.8662,0.8466,-0.01959999999999995
"Jamef Bwelle wurde 1981 bei einem Autounfall in der Nähe von Yaoundé, der Hauptstadt Kameruns, verletzt.","Jamef Bwelle was injured in a 1981 car accident near Yaounde, Cameroon's capital.","Jamef Bwelle was injured in a car accident near Yaounde, the capital of Cameroon, in 1981.","Jamef Bwelle was injured in a car accident in Yaounde, the capital of Cameroon, in 1981.","Jamef Bwelle was injured in a car accident in Yaounde, the capital of Cameroon, in 1981.",0.843,46.66,32.92,32.92,-13.739999999999995,0.9261,0.9191,0.9191,-0.007000000000000006
"Im Laufe des Prozesses gegen ihn während der letzen Woche, wurde seine Entlassung aus dem Hausarrest in eine Aufenthaltspflicht in Grottaferrata umgewandelt.","While on trial, last week, he obtained the release from house arrest transformed into an obligation to remain resident in Grottaferrata.","During last week's trial, his house arrest was converted to house arrest in Grottaferrata.","During the process against him last week, his house arrest was converted into a residence requirement in Grottaferrata.","During the process against him last week, his release from house arrest was changed to house arrest in Grottaferrata.",0.843,8.64,11.79,19.06,10.419999999999998,0.6946,0.8203,0.7275,0.03290000000000004
"""Wir haben zwei Schritte vorwärts und einen rückwärts gemacht, aber das Wichtigste ist, dass der Dialog zwischen Weißrussland und der EU begonnen hat"", sagte Alexander Milinkewitsch zu unserem Blatt.","""We have taken two steps ahead and one backwards, but the most important thing is that dialogue between Belarus and the EU has started"", told Alexander Milinkevich to our paper.","""We have taken two steps forward and one step back, but the most important thing is that the dialogue between Belarus and the EU has begun,"" said Alexander Milinkevich to our newspaper.","We have taken two steps forward and one step back, but the most important thing is that the dialogue between Belarus and the EU has begun, said Alexander Milinkevich to our newspaper.","""We have made two steps forward and one step back, but the most important thing is that the dialogue between Belarus and the EU has started,"" said Alexander Milinkevich to our newspaper.",0.843,55.08,54.75,50.6,-4.479999999999997,0.9112,0.9082,0.912,0.0008000000000000229
"Für Sonja Pommeranz, stellvertretende Leiterin im Fachbereich Jugendhilfe, ist das eine gute Nachricht: ""Wir haben uns alle sehr gefreut"".","For Sonja Pommeranz, deputy head of the youth welfare services department, this is good news: ""We were all delighted"".","For Sonja Pommeranz, deputy head of the youth welfare department, this is good news: ""We are all very pleased.""","For Sonja Pommeranz, deputy head of the youth welfare department, this is good news: 'We are all very pleased'.","For Sonja Pommeranz, assistant head of the youth welfare department, this is good news: ""We have all been very pleased"".",0.843,70.01,60.66,56.39,-13.620000000000005,0.9052,0.897,0.8987,-0.00649999999999995
"Seine bisherigen Angaben waren nämlich weniger detailliert, und obwohl er bereits mehrmals zugesagt hatte, umfassend über alles zu berichten, steht sein Geständnis noch aus.","His testimony so far is not very detailed, and though he did promise to provide information on all areas of the case, he has not done so.","His previous statements have been less detailed, and although he has already promised several times to give a full account of everything, his confession is still outstanding.","His previous statements have been less detailed, and although he has already promised to give a full account of everything, his confession is still outstanding.","His previous statements have been less detailed, and although he has already promised to give a full account of everything, his confession is still outstanding.",0.843,7.08,7.09,7.09,0.009999999999999787,0.7751,0.7807,0.7807,0.005599999999999938
Gladbach verspielt zweimalige Führung - Schalke ohne Embolo mit erstem Sieg,Gladbach forfeits double lead - Schalke without Embolo receives first victory,Gladbach squanders two-goal lead - Schalke without Embolo with first win,Gladbach loses two-goal lead - Schalke without Embolo with first win.,Gladbach squanders two-goal lead - Schalke without Embolo with first win.,0.843,38.16,34.48,34.48,-3.6799999999999997,0.8278,0.7935,0.7879,-0.039899999999999936
"Einer der großen Höhepunkte in der Vereinsgeschichte war sicherlich das 44. Gauschießen, verbunden mit der feierlichen Weihe der neuen Schützenfahne im Juli 1991.","One of the greatest highlights in the history of the club was without doubt the 44th local shooting competition, which is linked to the formal consecration of the new shooting flag in July 1991.","One of the great highlights in the club's history was certainly the 44th Gauschießen in July 1991, which was accompanied by the solemn consecration of the new shooting flag.","One of the great highlights in the club's history was certainly the 44th Gauschießen, combined with the solemn consecration of the new shooting flag in July 1991.","One of the great highlights in the club's history was certainly the 44th Gauschießen, which was accompanied by the solemn consecration of the new shooting flag in July 1991.",0.843,25.7,34.64,35.99,10.290000000000003,0.8073,0.82,0.8189,0.011599999999999944
"Der Text der Hymne stammt von Tomáš Hanák, der auch die Hauptfigur des Jesus im Videoclip spielt, auch Xindl X singt mit...","The words were written and the role of Jesus in the video clip was played by Tomas Hanak, Xindl X also sings in it...","The text of the hymn is by Tomáš Hanák, who also plays the main role of Jesus in the video, and Xindl X also sings...","The text of the hymn is by Tomáš Hanák, who also plays the main character of Jesus in the video clip, Xindl X also sings with...","The text of the song is by Tomáš Hanák, who also plays the main character of Jesus in the video clip, Xindl X also sings with...",0.843,29.59,31.55,31.55,1.9600000000000009,0.8417,0.8334,0.8438,0.0020999999999999908
"M. Monti hat sich seit der Aufnahme seiner Funktion dazu verpflichtet, in aller Dringlichkeit im Sinne des Zieles zu arbeiten, Italien zum""erneuten Protagonisten"" in Europa zu machen.",M. Monti undertook that once in office he would work hard to ensure that Italy would once again become a protagonist in Europe.,"Mr Monti has pledged to work urgently, in the spirit of the objective, to make Italy a 'new protagonist' in Europe.",Mr Monti has committed himself since taking up his post to work urgently in the interests of the objective of making Italy a 'new protagonist' in Europe.,Mr Monti has committed himself since taking up his post to work urgently in the interests of the objective of making Italy a 'new protagonist' in Europe.,0.843,7.39,6.54,6.54,-0.8499999999999996,0.7987,0.8133,0.8133,0.014600000000000057
"Er war kreativ, großzügig, lustig, witzig, liebevoll und talentiert, und ich werde ihn sehr vermissen.","He was creative, generous, funny, loving and talented, and I will miss him dearly.","He was creative, generous, funny, witty, loving and talented, and I will miss him very much.","He was creative, generous, funny, witty, loving and talented, and I will miss him very much.","He was creative, generous, funny, witty, loving and talented, and I will miss him very much.",0.843,72.46,72.46,72.46,0.0,0.9583,0.9583,0.9583,0.0
"""Er bittet alle Parteien und Institutionen der Elfenbeinküste, ihre Verantwortlichkeit unter Beweis zu stellen und sich jeder Initiative bis zur Verkündung der vorläufigen Ergebnisse zu enthalten.""","""He asks all Ivory Coast parties and institutions to show responsibility and to abstain from any initiatives pending the annoucement of the provisional results.""","""He calls on all parties and institutions in Côte d'Ivoire to prove their responsibility and to refrain from any initiative until the preliminary results are announced.""",He calls on all parties and institutions in Côte d'Ivoire to prove their responsibility and to refrain from any initiative until the preliminary results are announced.,He calls on all parties and institutions in Côte d'Ivoire to prove their responsibility and to refrain from any initiative until the preliminary results are announced.,0.843,11.84,11.35,11.35,-0.4900000000000002,0.8602,0.8513,0.8513,-0.008900000000000019
"Er fügte hinzu: ""Es sind einige der besten Skifahrer und Snowboarder des Landes hier - einige richtige Talente.""","There's some of the best skiers and snow borders in the county here - some real talent,"" he added.","He added: ""There are some of the best skiers and snowboarders in the country here - some real talents.""",He added: 'There are some of the best skiers and snowboarders in the country here - some real talents.',"He added: ""Some of the best skiers and snowboarders in the country are here - some real talents.""",0.843,35.14,36.23,31.28,-3.8599999999999994,0.8841,0.8848,0.8665,-0.01759999999999995
"Kagan war Generalstaatsanwältin unter der Obama-Regierung, als die ersten Gesetzesanfechtungen in erster Instanz vor Gericht kamen.",Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.,Kagan was the Obama administration's solicitor general when the first challenges to the law came before the courts.,Kagan was Solicitor General under the Obama administration when the first challenges to the Affordable Care Act came before the courts.,Kagan was Solicitor General under the Obama administration when the first challenges to the Affordable Care Act came before the courts.,0.843,17.29,25.4,25.4,8.11,0.8929,0.842,0.842,-0.050900000000000056
"Erhöhung der Sozialversicherung um weitere 0,5 % ab April 2011",National Insurance up by a further 0.5% from April 2011,Increase in social security by 0.5% from April 2011,Increase in social security contributions by 0.5% from April 2011.,Increase in social security contributions by 0.5% from April 2011. - Increase in social security contributions by 0.5% from April 2011.,0.843,37.2,33.18,14.76,-22.440000000000005,0.8508,0.8554,0.7128,-0.138
"Sie kann nur ein oder zwei Finger heben, wenn ihr Ehemann sie dazu ermutigt.",She is capable only of holding up one or two fingers as her husband encourages her.,She can only lift one or two fingers when her husband encourages her.,She can only lift one or two fingers if her husband encourages her to.,She can only lift one or two fingers. Her husband encourages her to do so.,0.843,37.79,31.18,22.64,-15.149999999999999,0.8722,0.854,0.8591,-0.0131
"Der Anwalt, der vor Gericht stehen und behaupten wird, dass das Gesetz zu kippen ist, wird vermutlich Paul Clement sein, einst Generalstaatsanwalt unter der Regierung von George W. Bush.","The lawyer who will stand before the court and argue that the law should be thrown out is likely to be Paul Clement, who served as U.S. solicitor general during the George W. Bush administration.","The lawyer who will stand trial and argue that the law is unconstitutional is likely to be Paul Clement, once the solicitor general under the George W. Bush administration.","The lawyer who will stand up in court and say that the law is unconstitutional is likely to be Paul Clement, once Solicitor General under the George W. Bush administration.","Who will be arguing before the court that the law is unconstitutional is likely to be Paul Clement, former solicitor general under the George W. Bush administration.",0.843,44.99,39.62,34.24,-10.75,0.8784,0.8746,0.876,-0.0023999999999999577
"Zu den Festgenommenen wurden keine Einzelheiten bekannt gegeben, zumindest einer sei Mexikaner, hieß es.","No specific details were given regarding those detained, but it is reported that at least one is Mexican","No details were given about those arrested, at least one of whom was Mexican.","No details were given about those arrested, at least one of whom was a Mexican.","Details of those detained were not disclosed, it was said, at least one of whom was a Mexican.",0.843,14.42,14.46,9.85,-4.57,0.894,0.8866,0.8584,-0.035599999999999965
"Ich versuche, Verbündete für meine Ansichten und Visionen zu finden.",I am looking for allies to share my opinions and vision.,I am trying to find allies for my views and vision.,I am trying to find allies for my views and visions.,I am trying to find allies for my views and visions.,0.843,18.36,9.58,9.58,-8.78,0.8937,0.8941,0.8941,0.00039999999999995595
"Hier ist die Vita von etwa acht Dutzend Talyschen aus der Gegend dokumentiert, die älter als 100. Fatulayeva zeigt auf ein Schwarz-Weiß-Foto.",Here the lives of eight dozen Talysh from the area who lived to older than 100 are documented. Fatulayeva points out a black  white photo.,"Here is the biography of about eight dozen Talysh from the area who are older than 100, Fatulayeva says, pointing to a black-and-white photo.",Here is the biography of about eight dozen Talysh from the area who are over 100 years old. Fatulayeva points to a black-and-white photograph.,Here is the biography of about eight dozen Talysh people from the area who are over 100 years old. Fatulayeva shows a black-and-white photo.,0.843,31.42,30.15,17.09,-14.330000000000002,0.8187,0.8168,0.8213,0.0026000000000000467
"Wissenschaftler haben Würmer mit genetisch veränderten Nervensystemen gezüchtet, die von Ausbrüchen von Schallwellen gesteuert werden können.",Scientists have bred worms with genetically modified nervous systems that can be controlled by bursts of sound waves.,Scientists have bred worms with genetically modified nervous systems that can be controlled by sound waves.,Scientists have bred worms with genetically altered nervous systems that can be controlled by sound waves.,Scientists have bred worms with genetically modified nervous systems that can be controlled by sound waves.,0.843,79.47,63.17,79.47,0.0,0.9239,0.9171,0.9239,0.0
"Mit der ""deutlichen Verringerung der Prüfungslast"", erklärte der Akkreditierungsrat-Vorsitzende Reinhold Grimm, solle einer ""Fehlentwicklung Einhalt geboten werden, die die Studierbarkeit erheblich beeinträchtigte.""","With the ""clear reduction of the examination load"", explains accreditation council chairman Reinhold Grimm, ""an undesirable development is to be stopped, which had a grave impact on studiability"".","With the ""significant reduction in the burden of examinations,"" explained the Chairman of the Accreditation Council, Reinhold Grimm, a ""failure of development that significantly impaired the studyability"" would be prevented.","According to the Chairman of the Accreditation Council, Reinhold Grimm, the 'significant reduction in the burden of assessment' is intended to 'halt a deterioration which would seriously impair the studyability of the course.'","With the ""significant reduction in the burden of examinations"", the Chairman of the Accreditation Council, Reinhold Grimm, explained that this was intended to ""halt a deterioration which would seriously impair the studyability of the course.""",0.843,8.84,5.92,7.77,-1.0700000000000003,0.7712,0.7711,0.7823,0.011099999999999999
"Es ist daher nicht nur ideal zur Verhinderung von Druckbrand, sondern erhöht allgemein den Schlafkomfort.","It is therefore ideal to prevent pressure ulcer development, but also to enhance comfort while sleeping.","It is therefore not only ideal for preventing pressure sores, but generally increases the comfort of sleep.","It is therefore not only ideal for preventing pressure sores, but also increases general sleep comfort.","It is therefore not only ideal for preventing pressure sores, but also increases general sleep comfort.",0.843,10.98,15.28,15.28,4.299999999999999,0.8705,0.891,0.891,0.020499999999999963
"""Das große und mächtige"" führt bis Moskau: Migranten sparen Geld für Sprache","Only the ""high and mighty"" make it to Moscow: migrants save money for language","""The great and powerful"" leads to Moscow: migrants save money for language",The great and powerful leads to Moscow: migrants are saving money for language courses.,"""The great and powerful"" leads to Moscow: Migrants are saving money for language courses.",0.843,45.1,21.51,14.88,-30.22,0.7945,0.636,0.6912,-0.10329999999999995
Die Idee hat sich der Libanese inzwischen beim Patentamt in München eintragen lassen.,Now he has registered his idea at the patent office in Munich.,The Lebanese has now registered the idea with the patent office in Munich.,The Lebanese has already registered the idea with the Patent Office in Munich.,"In the meantime, the Lebanese has filed a patent application with the German Patent and Trademark Office in Munich.",0.843,38.72,13.07,8.04,-30.68,0.7925,0.7487,0.7085,-0.08399999999999996
Maestro-Gelatiere Luciano Ferrari erklärt den Teilnehmern zunächst die idealen Eigenschaften der perfekten Eiscreme.,Maestro gelatiere Luciano Ferrari begins the course by describing the ideal characteristics of a perfect ice cream.,Maestro-Gelatiere Luciano Ferrari explains to the participants the ideal properties of the perfect ice cream.,Maestro-Gelatiere Luciano Ferrari explained to the participants the ideal properties of the perfect ice cream.,Maestro ice-cream maker Luciano Ferrari explained to the participants the ideal properties of the perfect ice cream.,0.843,19.3,19.3,19.67,0.370000000000001,0.8639,0.8524,0.8689,0.0050000000000000044
"Die Katalanen treten im Duell um den spanischen Supercup auswärts gegen den FC Sevilla an, das Rückspiel steigt drei Tage später im Camp Nou.",The Catalan team will face off against FC Sevilla in an away game in Spain's Supercup; the second leg will take place three days later in Camp Nou.,"The Catalans will face FC Sevilla away in the duel for the Spanish Super Cup, with the return match three days later at Camp Nou.","The Catalans will play the Spanish Super Cup away against FC Sevilla, with the return match three days later at Camp Nou.","The Catalans will play the duel for the Spanish Super Cup away against FC Sevilla, the return match will take place three days later at Camp Nou.",0.843,10.63,11.4,25.09,14.459999999999999,0.8474,0.8385,0.848,0.0005999999999999339
In der deutschen Stahlindustrie waren Ende 2015 rund 86000 Menschen beschäftigt.,"At the end of 2015, around 86,000 people were employed in Germany's steel industry.","At the end of 2015, around 86 000 people were employed in the German steel industry.","At the end of 2015, there were around 86 000 people employed in the German steel industry.","At the end of 2015, there were around 86 000 people employed in the German steel industry.",0.843,53.82,36.66,36.66,-17.160000000000004,0.9437,0.9363,0.9363,-0.007399999999999962
Wohl jede von uns Frauen hat ein bisschen harmlosen Klatsch und Tratsch auf Lager.,"Every now and then, probably each of us releases a gossip here or there.",I'm sure every one of us has a little bit of harmless gossip and chatter.,I am sure that every one of us has a bit of harmless gossip and tittle-tattle to hand.,I am sure that every one of us has a bit of harmless gossip and chatter around.,0.843,6.44,5.33,5.65,-0.79,0.6889,0.6123,0.6897,0.0008000000000000229
"Doch schon 2004 und in Rheinnähe ist bereits ""Seven Swans"" erschienen und bricht positiv gewisse Erwartungen.","But in 2004 in the Rhine area, ""Seven Swans"" came out, bursting positive expectations.","But already in 2004, and close to the Rhine, ""Seven Swans"" was released, and is breaking some positive expectations.","However, in 2004 and near the Rhine, 'Seven Swans' has already appeared and is fulfilling certain expectations.","But already in 2004, on the Rhine, ""Seven Swans"" has appeared and breaks positive certain expectations.",0.843,23.31,7.13,25.29,1.9800000000000004,0.7605,0.7406,0.7571,-0.0033999999999999586
"""In der Vergangenheit hatte ich sie an der Wand, aber ich wollte, dass sie sich wie eine Menschenmenge anfühlen"", sagte Dewey-Hagborg von den Porträts.","""In the past, I've had them on the wall but I wanted them to feel like a crowd,"" Dewey-Hagborg said of the portraits.","""In the past, I had them on the wall, but I wanted them to feel like a crowd of people,"" Dewey-Hagborg said of the portraits.","In the past, I had them on the wall, but I wanted them to feel like a crowd of people', said Dewey-Hagborg of the portraits.","""In the past, I had them on the wall, but I wanted them to feel like a crowd of people,"" said Dewey-Hagborg of the portraits.",0.843,69.58,57.66,58.61,-10.969999999999999,0.9209,0.9088,0.9186,-0.0023000000000000798
"Tawa eröffnet ein neues Fenster zur frühen Evolution der Dinosaurier, sagt Nesbitt.","Tawa opens a new window to the early evolution of dinosaurs, says Nesbitt.","Tawa opens a new window into the early evolution of dinosaurs, says Nesbitt.","Tawa opens a new window into the early evolution of dinosaurs, says Nesbitt.","Tawa opens a new window to the early evolution of dinosaurs, said Nesbitt.",0.843,80.03,80.03,82.42,2.3900000000000006,0.9548,0.9548,0.9593,0.0045000000000000595
Die Verbindung des Gedichts mit dem Bild ist ein brillanter feministischer Coup und ein verheerender Angriff auf den amerikanischen Nativismus.,The marrying of the poem to the image is a brilliant feminist coup and a devastating attack on American nativism.,The pairing of the poem with the image is a brilliant feminist coup and a devastating attack on American nativism.,The juxtaposition of the poem with the image is a brilliant feminist coup and a devastating attack on American nativism.,The combination of the poem with the image is a brilliant feminist coup and a devastating blow to American nativism.,0.843,77.22,77.22,58.11,-19.11,0.9287,0.9154,0.9109,-0.017799999999999927
Der Stahlindustrie drohten nach Angaben des deutschen Branchenverbands zusätzliche Kosten von 120 bis 240 Millionen Euro pro Jahr.,"According to the German association for the sector, the steel industry was threatened with additional costs ranging from 120 to 240 million euros a year.","According to the German industry association, the steel industry faces additional costs of between 120 and 240 million euros per year.","According to the German industry association, the steel industry faces additional costs of between EUR 120 million and EUR 240 million per year.","According to the German industry association, the steel industry faces additional costs of between EUR 120 million and EUR 240 million per year. According to the German industry association, the steel industry faces additional costs of between EUR 120 million and EUR 240 million per year. According to the German industry association, the steel industry faces additional costs of between EUR 120 million and EUR 240 million per year. According to the German industry association, the steel industry faces additional costs of between EUR 120 million and EUR 240 million per year. According to the German industry association, the steel industry faces additional costs of between EUR 120 million and EUR 240 million per year. According to the German industry association, the steel industry faces additional costs of between EUR 120 million and EUR 240 million per year. According to the German industry association, the steel industry faces additional costs of between EUR 120 million and EUR 240 million per year. According to the German industry association, the steel industry faces additional costs of between EUR 120 million and EUR 240 million per year. According to the German industry association, the steel industry faces additional costs of between EUR 120 million and EUR 240 million per year. According to the German industry association, the steel industry faces additional costs of between EUR 120 million and EUR 240 million per year. According to the German industry association, the steel industry faces additional costs of",0.843,25.13,22.91,2.29,-22.84,0.8605,0.8378,0.5067,-0.3538
"Und nun sehe ich, was in der Welt vorgeht - Kriege in anderen Regionen.",Now I look at what is going on in the world - wars in different regions.,And now I see what is happening in the world - wars in other regions.,And now I see what is happening in the world - wars in other regions.,And now I see what is happening in the world - wars in other regions.,0.843,35.83,35.83,35.83,0.0,0.8771,0.8771,0.8771,0.0
