source,reference,prediction
在此期间，据说副总统迪克·切尼（Dick Cheney）曾宣称前总统罗纳德·里根证明了“赤字不重要 ” 。,It was during this period that Vice President Dick Cheney reportedly declared that former President Ronald Reagan had proved that “deficits don’t matter.”,"During this period, Vice President Dick Cheney is said to have claimed that former President Ronald Reagan proved that “deficits don’t matter.”"
在那时，穆斯林的思想家们将他们自己社会的衰落与欧洲的活力进行对比。 欧洲成功地将穆斯林世界的很大部分殖民化的事实使得这种差别尤为痛苦。,"Back then, Muslim thinkers contrasted the decline of their own societies with Europe's dynamism, a particularly painful distinction in light of European successes in colonizing large parts of the Muslim world.","At that time, Muslim thinkers compared their own society’s decline with the vitality of Europe. The fact that Europe successfully colonized a large part of the Muslim world made this difference particularly painful."
可以肯定，未来的挑战涉及面既广泛又复杂；但人们越来越清楚地认识到过渡到低碳经济收获的经济利益将十分可观。,"To be sure, the challenge ahead is as broad as it is complex; but it is becoming increasingly clear that making the transition to a low-carbon economy will bring considerable economic benefits.",Task: Translate the Chinese sentence into English.
非理性繁荣的参与者根本没想过如果当局出手维持经济以及信贷流（或者在极端情况下援助银行或者企业）后自己收回多少。,"The irrationally exuberant were not thinking of the returns they would garner if the authorities intervened to maintain the economy and the flow of credit (or, in extreme cases, moved to bail out their bank or enterprise).",Task: Translate the Chinese sentence into English.
他希望德国能够脱离纳粹主义，纳粹主义能被摧毁的同时而德国不被摧毁，从而让这个伟大国家作为抵御苏联的桥头堡。,"He hoped that Germany could be separated from Nazism, that Nazism could be destroyed without destroying Germany, thus preserving that great nation as a bulwark against the Soviet Union.",Task: Translate the English sentence into Chinese.
而今天，多亏卫星、气象气球、超级计算机和经验丰富的气象预报人士，我们提前一个星期就能预见灾害性天气的到来。,"Today, thanks to satellites, weather balloons, supercomputers, and skilled forecasters, we can anticipate hazardous weather up to a week in advance.","While today, thanks to satellites, weather balloons, supercomputers and experienced weather forecasters, we can predict the arrival of disastrous weather a week in advance."
这场战争已经变得如此生硬 — — 如此暴力 — — 以致于拉美很多人现在感到惊讶，弄不清病理性成瘾更为严重的究竟是哪一方。,So rote – and so violent – has that war become that many people in Latin America now wonder which side is suffering the more pathological addiction.,"This war has become so brutal — — so violent — — that many people in Latin America are now surprised, unable to tell which side has the more serious pathology."
但是，他实施了一项在到期时替换日本银行资产负债表上的政府债券，同时不断增加央行账目上的政府债券数量的政策。,"Nonetheless, he has initiated a policy of replacing the government bonds on the BOJ’s balance sheet once they mature, while constantly increasing the volume of government debt on the central bank’s books.",Task: Translate the Chinese sentence into English.
在这样的背景下，巴西20世纪70年代开始的推动可再生燃料发展的经验直接关系到今天对行业政策截然相反的观点。,"In this vein, Brazil’s experience at promoting renewable fuels, beginning in the 1970’s, is directly relevant to today’s polarized views of industrial policy.",Task: Translate the Chinese sentence into English.
除此之外还面临着内忧外患 — — 包括伊斯兰主义兴起、内战和人口大规模逃离冲突区 — — 一些阿拉伯国家的未来面临不确定性。,"Add to that external and internal pressures – including from surging Islamism, civil wars, and mass migration from conflict zones – and the future of several Arab countries appears uncertain.",除此之外还面临着内忧外患 — — 包括伊斯兰主义兴起、内战和人口大规模逃离冲突区 — — 一些阿拉伯国家的未来面临不确定性。
一旦这些援助迅��到位，从前的士兵就会返回到自己的故里，并在敌对状态结束后通过种植第一季庄稼开始新的生活。,"When such aid is made available quickly, former soldiers will return to their farms, and can establish a livelihood by the beginning of the first growing season following the end of hostilities.",Task: Translate the Chinese sentence into English.
在这样阴郁而艰难的大背景下，世界领导人正在这里召开联合国气候变化大会制定新的全球协议实现温室气体减排。,"In this subdued and challenging context, world leaders are now convening in the city at the United Nations Climate Change Conference to hammer out a new global agreement to reduce greenhouse-gas emissions.",Task: Translate the Chinese sentence into English.
其他气候学家则更加乐观：他们指出，如果我们让大气二氧化碳上升至450 ppm，并由此带来2摄氏度的气温升高，我们仍有66.6%的机会避免灾难。,"Other climate scientists are more optimistic: they argue that if we allow atmospheric CO2 to rise to 450 ppm, a level associated with a two-degree Celsius temperature rise, we have a 66.6% chance of avoiding catastrophe.","Other climate scientists are more optimistic: they point out that if we let atmospheric carbon dioxide rise to 450 ppm and bring about a 2 degree Celsius temperature rise, we still have a 66.6% chance of avoiding disaster."
但摩擦力产生热量并因此导致熵的增加 — — 熵代表一种测量在动力学方面不能做功的能量总数 — — 并因此将过去和未来区分开来。,Yet friction produces heat and thus an increase in entropy – which measures the amount of energy that cannot be used to perform work – and it therefore distinguishes past from future.,但摩擦力产生热量并因此导致熵的增加 — — 熵代表一种测量在动力学方面不能做功的能量总数 — — 并因此将过去和未来区分开来。
而以色列-巴勒斯坦和平进程长期以来的一个基本点是巴勒斯坦人行使民族自决权只能在1967年前边界之外的另一个国家中。,And the Israeli-Palestinian peace process has long been based on the principle that the Palestinians should exercise their right of national self-determination in a separate state on the other side of the pre-1967 borders.,One of the basic points of the Israeli-Palestinian peace process over the years has been that Palestinians can exercise their right to self-determination only in another country outside the 1967 borders.
而美国评论员 — — 以及越来越多的法官 — — 都想把企业的首席执行官和董事会与其公司的交易股东进一步隔离开来。,"American commentators – and, increasingly, US judges – want to insulate CEOs and boards further from their firms’ trading shareholders.",Task: Translate the Chinese sentence into English.
此外，烟民和PNV使用者一口一口地吞云吐雾，可以非常精确地控制他们所消费的尼古丁剂量，几乎完全杜绝了过量吸入风险。,"Moreover, smokers and PNV users control very precisely, on a puff-by-puff basis, the dose of nicotine they consume, virtually eliminating the risk of overdose.",Task: Translate the Chinese sentence into English.
而它其实没有必要这样做：事后看来，我们似乎有理由假设如果中国人民银行能多一点耐心，2015年8月改革的成果就可能坚持下来。,"And it didn’t have to: with the benefit of hindsight, it seems reasonable to assume that, had the PBOC simply been more patient, it could have stuck with the August 2015 reform.","However, it is not necessary to do so: in retrospect, we seem to have reason to assume that if the People’s Bank of China had been a little more patient, the results of the reform in August 2015 might have been sustained."
事实上，从2000到2004年，净政府开支额的增长占了收入增长的150 ％ ， 而其它的收入来源枯竭了。,"Indeed, from 2000 to 2004, the increase in net government expenditures accounted for 150% of income growth, as other sources of income shriveled up.",Task: Translate the Chinese sentence into English.
因此尽管P5+1集团（中国、法国、俄罗斯、英国、美国，再加上德国）在哈萨克斯坦会议上已做出让步，谈判没有进展也并不出人意料。,"So it was no surprise that itdid not, despite the concessions that were made at the meeting in Kazakhstan by the P5+1 (China, France, Russia, the United Kingdom, and the United States, plus Germany).","Although the P5+1 group (China, France, Russia, the United Kingdom, the United States, and Germany) made concessions at the meeting in Kazakhstan, the negotiations did not progress as expected."
但大部分过度储蓄、支出不足的国家并没有减少储蓄、增加支出；它们的经常项目盈余一直在增加，加剧了全球需求的疲软，因而拖累增长。,"But most countries that were over-saving and under-spending have not saved less and spent more; their current-account surpluses have been growing, aggravating the weakness of global demand and thus undermining growth.",Task: Translate the Chinese sentence into English.
国际谈判的成功取决于各方 — — 以及他们所代表的人民 — — 如何看待关键的公平原则，特别是历史责任和等人均权利。,"Success in international negotiations will hinge on how parties – and the citizens they represent – consider a few vital equity principles, especially historical responsibility and equal per capita rights.",国际谈判的成功取决于各方 — — 以及他们所代表的人民 — — 如何看待关键的公平原则，特别是历史责任和等人均权利。
要求政府测试动用武力决定的事实依据并不是一个应当抛弃的枷锁，而是鼓励深谋远虑以及在心理上让人安心的支持。,"Requiring the government to test the factual basis of its decision to use force is not a shackle to be thrown off, but an incentive for forethought and a psychologically stabilizing support.",Task: Translate the Chinese sentence into English.
如果本地银行遭遇挤兑，或者公司难以延展债务，它们就必须能够从本地央行借到美元，而本地央行又只能从美联储获得美元。,"If local banks suffer a run, or if corporations have trouble rolling over their debt, they need to be able to borrow dollars from the local central bank, which in turn may have no choice but to get those dollars from the Fed.","If the local bank encounters a bank run, or if the company is unable to extend its debt, it must be able to borrow dollars from the local central bank, and the local central bank can only get dollars from the Federal Reserve."
和这种个人化相关的大脑区域是从我们的贸易伙伴还是小型氏族团体成员的时候开始进化的。 在那样的情况下，违反道德的行为会被即时发现并加以纠正。,This personalization draws upon regions of the brain that evolved when our trading partners were members of small kin-based groups where moral violations were immediately identified and remedied.,Task: Translate the Chinese sentence into English.
这部分是因为FDIC需要在金融部门企业倒闭时收拾残局，因此其高级官员有强烈的激励通过防止风险失控保护保险资金。,"In part, this is because the FDIC is responsible for cleaning up the mess when financial-sector firms fail, so its senior officials have a strong incentive to protect its insurance fund by preventing risks from getting out of control.",Task: Translate the Chinese sentence into English.
但尽管习近平目前有能力去应对日益复杂和敌对的外部经济环境，其国内依然存在着许多即将爆发的严重内部问题。,"But while Xi has thus far managed to deal with an increasingly complex and hostile external economic environment, many serious internal concerns could easily erupt into bigger problems.","But despite the fact that Xi Jinping currently has the ability to deal with the increasingly complex and hostile external economic environment, there are still many serious internal problems that are about to explode."
墨西哥可以利用一系列移民工具，如放松对危地马拉南部边境的控制，或者在美国当局无法证明其墨西哥国籍的情况下拒绝从美国接纳被驱逐者。,"Mexico can use a number of tools on immigration, such as loosening controls on its southern border with Guatemala or refusing admission to deportees from the US unless American authorities can corroborate their Mexican nationality.","Mexico can use a series of migration tools, such as loosening control over the southern border of Guatemala, or refusing to accept deportees from the United States when the U.S. government cannot prove their Mexican citizenship."
正如诺贝尔经济学奖得主肯尼斯·阿罗在1972年指出的那样 ， “ 互信的缺失可以解释世界上绝大多数的经济落后 。 ”,"As the Nobel laureate economist Kenneth Arrow argued in 1972, “much of the economic backwardness in the world can be explained by the lack of mutual confidence.”",Task: Translate the Chinese sentence into English.
简而言之，西方的对乌战略应该是在大选之前刺激该国经济，然后再与大选后建立的政府谈判建立一个改革方案。,"In short, the Western strategy for Ukraine should be to stimulate the Ukrainian economy until the May election and then negotiate a package of reforms with the government that emerges.",Task: Translate the Chinese sentence into English.
美国国会的冥顽不化导致基金组织错过了一个在其他大多数国家都批准了决议的情况下强化自身资金实力的机会。,Congressional obstinacy is forcing the Fund to miss out on an opportunity to strengthen its finances at a time when most other countries have already approved the initiative.,Task: Translate the Chinese sentence into English.
进入劳务市场的人数要比同时期的退出人数高200，000到300，000¾而移民还未被计算在内，虽然近年来的移民数量有所减少，但仍然是寻找工作的主要力量。,"In France, by contrast, 200,000 to 300,000 more people enter the labor market than leave it in each generation – and this does not include immigration, which, although slowing recently, represents a large number of job seekers.","The number of people entering the labor market is higher than the number of people leaving the labor market by 200,000 to 300,000, while the number of immigrants has not yet been calculated. Although the number of immigrants has decreased in recent years, it is still the main driving force for seeking work."
那些经常账户赤字数额巨大的国家（印度，南非，以及从波罗的海国家到土耳其的位于东欧的20多个国家）会因为全球信贷紧缩受到不利影响。,"Those with large current-account deficits (India, South Africa, and more than 20 economies in East Europe from the Baltics to Turkey) may suffer from the global credit crunch.",Task: Translate the Chinese sentence into English.
如今，不论在欧洲，亚洲还是美国，民粹运动者的论调是，精英阶层过于强大，他们主宰者普通民众一切，广大民众的声音被那些自由派人士，多文化主义者和城市精英所淹没。,"The tone of populist movements, whether in Europe, Asia, or the US, would suggest that the elites are too powerful, that they dominate the little people, whose voices are drowned out by the liberals, the multiculturalists, and the city slickers.","Nowadays, no matter in Europe, Asia or the United States, the populists’ argument is that the elites are too powerful, they dominate ordinary people in everything, and the voices of ordinary people are drowned out by the liberals, multiculturalists and urban elites."
约翰·米勒在其维护言论自由的经典著作《论自由》一书中写道，如果一个观点没有“得到完全、经常以及毫不畏惧地讨论 ” ， 它将成为“一个僵死的教条，而不是有活力的真理 。 ”,"In his classic defense of freedom of speech in, On Liberty, John Stuart Mill wrote that if a view is not “fully, frequently, and fearlessly discussed,” it will become “a dead dogma, not a living truth.”","John Milton wrote in his classic work “On Freedom” that if an opinion is not “completely, frequently, and fearlessly” discussed, it will become “a dead dogma, not a living truth.”"
历史也驳斥了芝加哥大学经济学家亨利·西蒙（Henry Simon）所呼吁的货币政策“规则而不是当局 ” 。,History has refuted the University of Chicago economist Henry Simons’s call for “rules rather than authorities” in monetary policy.,Task: Translate the Chinese sentence into English.
但是，资本存量相对于产出不断增加意味着不断降低的资本回报，假以时日，这将给银行部门带来更多的不良贷款。,"An ever-increasing capital stock relative to output, however, means ever-lower returns to capital and thus ever more non-performing loans in the banking sector over time.",Task: Translate the Chinese sentence into English.
这些企业比传统制造业更能体现合作性和共享性，帮助了消费者和小型初创企业来参与决定产品和服务的内容，包括影响从设计到分销的各个供应链环节。,"These businesses are more collaborative or sharing than the traditional business of manufacturing, allowing consumers and smaller start-ups to shape products and services, from design to distribution.",Task: Translate the Chinese sentence into English.
首先，银行是主要债权人，任何重组都会给它们带来巨大的损失，必然会造成多米诺效应，悲观情绪的蔓延将导致利率升高、毁掉其他借款人的光明前景。,"First, banks were the primary creditors, and the large losses that they would face in any restructuring was bound to trigger a domino effect, with waves of pessimism driving up interest rates and ruining other borrowers’ prospects.",Task: Translate the Chinese sentence into English.
从1985到1995年雅克·德洛尔任委员会主席以来，再也没有有远见或政治影响力的领袖担任过委员会主席职务。,"Not since Jacques Delors was President of the Commission, from 1985 to 1995, has that position been filled by a leader with any vision or political clout.","From 1985 to 1995, there was no leader with vision or political influence who served as the chairman of the committee."
从1950年代到1980年代所进行的早期欧洲一体化使大国获得了显著得可以让政治家们轻易展现给选民看的利益。,"In the earlier rounds of European integration, from the 1950’s to the 1980’s, the big states received very obvious gains, which their politicians could easily present as such to voters.","From the 1950s to the 1980s, the early European integration gave the big countries a significant benefit that the politicians could easily show to the voters."
艾滋病毒疫苗临床试验在2017年年底启动，南非医生报告治愈了一位男幼童的艾滋病。 他从婴儿阶段接受治疗。,"Clinical trials for an HIV vaccine started at the end of 2017, while doctors in South Africa reported curing a young boy of the disease after he received treatments as an infant.","The clinical trial of the AIDS vaccine started at the end of 2017, and a South African doctor reported that a young boy was cured of AIDS. He received treatment from infancy."
今天，许多投资者把他们以前心目中无能的政府庞然大物看作金融天才，它们可以驾驭复杂的金融公式并且利用它们的超大规模和贸易信息来挤压利率和汇率市场的活力。,"Today, many traders see formerly inept state giants as financial geniuses, capable of taming complex financial formulas and exploiting their superior size and trading information to squeeze the life out of currency and interest rate markets.","Today, many investors who used to think of the government as incompetent see it as a financial genius. It can manipulate complex financial formulas and use its huge size and trade information to squeeze the vitality out of interest rate and currency markets."
我们欧洲人可以划定我们自己的红线，警告俄罗斯，如果越线，我们将收紧对俄制裁，因为从此以后它将为其叙利亚附庸的罪行负责。,"We in Europe can draw our own red line, warning Russia that, if the line is crossed, we will increase sanctions against it as a state henceforth held to be responsible for the crimes of its Syrian vassal.","We Europeans can draw a red line for ourselves, warning Russia that if it crosses the line, we will tighten sanctions against Russia, because from now on it will be responsible for its crimes in Syria."
然而，眼下正有传言，说 IMF 总裁多米尼克·施特劳斯 — 卡恩打算卸任，参加 2012 年法国总统大选，跟萨尔科齐一角高低。,"Now, however, the rumor mill is heating up with gossip that the Fund’s managing director, Dominique Strauss-Kahn, will leave in order to oppose Nikolas Sarkozy in the 2012 French presidential elections.","However, there are rumors that IMF chief Dominique Strauss-Kahn is planning to resign and run for the French presidency in 2012."
目前欧元的构建者之一雅克•德洛尔称，自己创造单一货币的想法是好的，但是“实施的过程”有缺陷，因为较弱的国家举债过多。,"Jacques Delors, one of the architects of the euro, now claims that his idea for a single currency was good, but that its “execution” was flawed, because the weaker countries were allowed to borrow too much.",Task: Translate the Chinese sentence into English.
直接或间接主宰新加坡半个多世纪的李光耀直到91岁逝世前都极富影响力 — — 他的掌权时间超过了大多数人。,"Lee Kuan Yew, who presided over Singapore either directly or indirectly for more than a half-century – remaining influential right up to his death at 91 – had more time in power than most to do so.",直接或间接主宰新加坡半个多世纪的李光耀直到91岁逝世前都极富影响力 — — 他的掌权时间超过了大多数人。
而这种逻辑跳跃似乎在6月召开的峰会上得到了更多信任，在那次峰会上金正恩重申“他坚定不移地致力于实现朝鲜半岛的无核化 。 ”,"And this leap of logic seemed to gain more credence at the summit in June, where Kim “reaffirmed his firm and unwavering commitment to complete denuclearization of the Korean peninsula.”","While this kind of logical leap seems to have gained more trust at the summit in June, Kim Jong-un reaffirmed at the summit that he is determined to achieve the denuclearization of the Korean Peninsula."
虽然富裕女性可以也确实付钱给贫困女性承担照顾工作，但也有很多人选择兼职或弹性工作以便履行子女的鼓励和教育职责。,"Although wealthy women can and do buy the care work of poorer women, many also choose to work part-time or flexibly to provide the stimulation and education their children need.",Task: Translate the Chinese sentence into English.
1995年5月和8月初相继爆发的克罗地亚攻势从塞族分裂势力的控制下收复了四块中的三块联合国保护领土。,"Croatian military offensives, first in early May 1995, and a second in early August, had taken back three of four United Nations-protected sectors from separatist Serb control.",1995年5月和8月初相继爆发的克罗地亚攻势从塞族分裂势力的控制下收复了四块中的三块联合国保护领土。
传统智慧一直认为军队规模最大的国家将会胜出，但在信息时代获胜的也许是最会讲故事的国家（或非国家 ） 。,"Conventional wisdom has always held that the state with the largest military prevails, but in an information age it may be the state (or non-state) with the best story that wins.",Task: Translate the Chinese sentence into English.
大多数美国人都支持提高最低工资，有7位诺贝尔经济学奖得主也表示赞成；希望硅谷的那些全民基本收入倡导者们也能如此。,"A majority of Americans support raising the minimum wage, as do seven Nobel laureates in economics; one hopes that Silicon Valley’s UBI proselytizers do, too.","Most Americans support raising the minimum wage, and seven Nobel laureates in economics have also expressed their support; I hope the advocates of universal basic income in Silicon Valley can do the same."
关税的最后关键支持者是美国贸易代表罗伯特·莱希泽（Robert Lighthizer ） ， 他以前曾在钢铁行业担任过律师。,"A final key supporter of the tariffs is US Trade Representative Robert Lighthizer, who formerly worked as a lawyer for the steel industry.",Task: Translate the Chinese sentence into English.
但这也无法确保塔利班会动用武力阻止他们的基地组织盟友在阿富汗境内重组武装力量，并利用这些力量对其他国家发动新一轮恐怖袭击。,But it is hard to imagine the Taliban using force to prevent their al-Qaeda allies from reestablishing a military presence in Afghanistan and exploiting that presence to organize additional terrorist attacks in other countries.,But this cannot guarantee that the Taliban will use force to prevent their base organization allies from reorganizing their armed forces in Afghanistan and using these forces to launch a new round of terrorist attacks on other countries.
但是现在局势飘忽不定，自助还是不足。 现在需要各国政府和中央银行动手，因为只有它们才规模足够庞大，行动足够迅速。,"But in a climate of profound uncertainty, self-help is not enough. Governments or central banks are needed, because only they are both big and quick enough.","But now the situation is uncertain, self-help is not enough. Now we need governments and central banks to act, because only they have the scale and the speed."
全世界只有不到一半的学龄难民儿童有学可上；有不到1/4的人能上到中学；不到1％的人可以继续接受高等教育。,Fewer than half of school-age refugee children worldwide attend school; not even one in four make it to secondary school; and under 1% go on to pursue a higher education.,Task: Translate the Chinese sentence into English.
2012年行动援助（Action Aid）调查发现，针对妇女的暴力变得更加普遍了，87%的妇女遭受着家庭暴力。,"A 2012 Action Aid survey found that violence against women has never been more prevalent, with 87% of women suffering domestic abuse.",Task: Translate the Chinese sentence into English.
事实上，在一个对新兴经济体前景日渐担忧的世界里，由于财政状况稳定，加上美国经济复苏势头增强带来的商品需求增加预期，墨西哥正面临着一次机遇。,"Indeed, in a world that has grown nervous about emerging economies, Mexico stands out as an island of opportunity, with a stable fiscal position and the prospect of rising demand for its goods as the US recovery gathers momentum.",Task: Translate the Chinese sentence into English.
1856年出生在目前克罗地亚境内一个东正教塞尔维亚家庭，特斯拉的国籍到现在仍然是巴尔干地区争论的对象。,"Born into an Orthodox Serbian family in 1856 in a town that is now part of Croatia, Tesla’s nationality remains an object of debate in the region.",Task: Translate the Chinese sentence into English.
保卫银行部门健康的果断措施之所以必不可少，不但是因为这样能够减轻困扰市场的风险，也因为健康的金融机构是经济增长的基石。,"Decisive steps to safeguard the banking sector’s health are necessary not only to reduce some of the risks that are preoccupying markets, but also because healthy financial institutions are vital for economic growth.",Task: Translate the Chinese sentence into English.
此外，世界 — — 不仅是西方世界，也包括俄罗斯和中国 — — 也将面临全球性的毒品、军火和恐怖行动扩散的危险。,"Moreover, the world – not just the West, but Russia and China as well – would risk global proliferation of drugs, weapons, and terror.","Besides, the world — — is not only the Western world, but also includes Russia and China — — will also face the danger of the spread of drugs, weapons and terrorism on a global scale."
日益增加的球员跨国流动使得各国球技水平走向趋同，这一点从阿根廷、巴西、法国、德国，意大利和西班牙等传统足球强国的统治地位下降上可以看出。,"The increased movement of players across borders has already contributed to a convergence among countries’ skill levels, reflected in the declining dominance of traditional powerhouses like Argentina, Brazil, France, Germany, Italy, and Spain.",Task: Translate the Chinese sentence into English.
欧洲如今已经在欧洲中央银行任命有一位单一监管人，但它缺乏一个共同的存款保险方案，而德国官员反对该方案的理由是欧洲银行系统的风险还未降到合理水平。,"Europe now has a single supervisor in the European Central Bank, but it lacks a common deposit insurance scheme, which German officials oppose on the grounds that there has been inadequate risk reduction in the European banking system.",Task: Translate the Chinese sentence into English.
危机是在所有领域 — — 包括便利在发展中国家逃税的富裕国家的银行业务 — — 取得更大透明度的机会。,"The crisis is an opportunity to achieve greater transparency on all fronts, including banking practices in rich countries that facilitate tax evasion in developing nations.",Task: Translate the Chinese sentence into English.
遗憾的是，美国总统奥巴马及其政府仍未能理解这给美国在其欧洲盟友中间的信誉所造成的伤害的广度和严重度。,"Regrettably, US President Barack Obama and his administration have yet to comprehend the scale and severity of the damage caused to America’s credibility among its European allies.","Unfortunately, President Obama and his government still do not understand the extent and severity of the damage to America’s reputation among its European allies."
工作、学习、休闲、保持健康和“生产性”应该成为我们生活的连续统的一部分，政策目标应该明确指向促进这一连续统、增加可测福祉。,"Working, learning, enjoying leisure, and being healthy and “productive” should be part of a continuum in our lives, and policies should be explicitly aimed at what facilitates this continuum and increases measured wellbeing.",Task: Translate the Chinese sentence into English.
但他们的观点被西尼尔（Nassau Senior）反对，他认为就连食品救济都不应该有：尽管数百万人因爱尔兰土豆饥荒丧命，但“这远远不够 。 ”,"But they were balanced by those like Nassau Senior, who spoke out against even famine relief: Although a million people would die in the Irish Potato Famine, “that would scarcely be enough.”","But their views were opposed by Nassau Senior, who argued that even food relief should not be provided: although hundreds of thousands of people died of the Irish potato famine, this was not enough."
美联储不保留投票记录，但其主要决策的“持异见者”会被披露（在艾伦·格林斯潘（Alan Greenspan）任美联储主席期间几乎没有持异见者，而在最近持异见者变得普遍起来 ） 。,"The Fed does not keep a voting record, but “dissents” from its major decisions are noted (these were almost unheard of when Alan Greenspan was Chairman, but have since become more common).","The Federal Reserve does not retain voting records, but its main decision-makers who dissent will be disclosed (during Alan Greenspan’s tenure as chairman of the Federal Reserve, there were almost no dissenters, but recently dissenters have become widespread)."
此外，在提前退休政策下欧盟约有3000万65岁以下的养老金领取者，也就是说大约25％的欧洲退休人员根本不算老。,"Moreover, as a result of early-retirement policies, around 30 million pensioners across the EU are under 65 years old, which is to say that about 25% of all European retirees are not old at all.",Task: Translate the Chinese sentence into English.
事实上，日本至今仍在与失衡作斗争，因为它无法或不愿采取急需的结构改革 — — 即首相安倍晋三的被称为“A安倍经济学”的经济复苏战略的所谓的“第三支箭 ” 。,"In fact, it still struggles with imbalances today, owing to its inability or unwillingness to embrace badly needed structural reforms – the so-called “third arrow” of Prime Minister Shinzo Abe’s economic recovery strategy, known as “Abenomics.”","In fact, Japan is still struggling with imbalances, because it cannot or does not want to take the urgent structural reforms — the so-called “third arrow” of Prime Minister Abe Shinzo’s economic recovery strategy."
此外，金融市场在很大程度上认定量化宽松已经是板上钉钉的事情，以至于其中绝大多数的债券利率和汇率都已经提前出现了变动。,"Moreover, financial markets consider QE so likely that the largest part of its bond-rate and exchange-rate consequences have already been priced in.",Task: Translate the Chinese sentence into English.
降低公路事故死亡率是一个重要目标，科技公司的更多参与（以及老牌汽车公司的竞争）应该受到欢迎，符合改善公路安全性的利益。,"Reducing road fatalities is an important goal, and the growing engagement of tech companies (and competition with the established auto companies) should be welcomed, in the interest of improving road safety.",Task: Translate the Chinese sentence into English.
除了这些人口监测功能之外，该登记系统还能使个人健康服务提供者和病人同时了解糖化血红蛋白的升降情况，进而对病人治疗方案提供支持。,"Beyond these population-based surveillance functions, the registry was able to support patient care by ensuring that individual health-care providers and patients were made aware of elevated or rising HbA1c levels.",Task: Translate the Chinese sentence into English.
普罗迪的左翼l’Union联盟是遍布所有政治领域的一个各党大杂烩，从坚定的共产主义者到以前的自由主义者（上次选举中共产主义者势力更强 ） 。,"Prodi’s left-wing l’Unione coalition comprises a hodge-podge of parties spread all over the political spectrum, ranging from staunch communists to former liberals (with communists stronger than in the previous election).",Task: Translate the Chinese sentence into English.
必须避免做出那些导致空中楼阁计划以及非理性预期的过度乐观估计，因为刚刚摆脱内战的当地政府将无力完成这些项目，当年在危地马拉发生的一切就是一个例子。,"Avoid overly optimistic projections that lead to unworkable plans and unreasonable expectations, which the government will not be able to fulfill, as happened in Guatemala, for example, when its civil war ended.",Task: Translate the Chinese sentence into English.
在最近闭幕的第十一届全国人民代表大会上，讨论中听到最多的词是“幸福 ” ， 而不是以往官方词汇中的最常用的“经济发展 ” 。,"At the recently concluded 11th People’s National Congress, the word heard most often in policy discussions was “happiness,” which had suddenly replaced “economic growth” as the official mantra.",Task: Translate the Chinese sentence into English.
中国的问题不在于美国，而在于如何让这个世界第一大或第二大（取决于使用和中数据）经济体摆脱对煤炭的深度依赖。,"China’s problem is not the US, but how to wean the world’s largest, or second largest economy (depending on which data are used) off its deeply entrenched dependence on coal.",Task: Translate the Chinese sentence into English.
到去年9月，印度《经济时报 》 （ Economic Times）报道，出于这一风险，大部分年轻印度政客在社交网站上并不活跃。,"As recently as last September, India’s Economic Times reported that, faced with such risks, most young Indian politicians were not active on any social-networking site.",Task: Translate the Chinese sentence into English.
有了国会的支持和促增长政策，波多黎各就能够吸引有才华的美国人（和合法移民）来到岛上创办公司，努力工��。,"With congressional support and pro-growth policies, Puerto Rico can attract talented Americans (and legal immigrants) to move to the island, start companies, and work hard.",Task: Translate the Chinese sentence into English.
布隆博格市场杂志最近发表了一篇文章，详尽报道最大的合同研究组织在佛罗里达州进行某些临床试验的不合乎伦理的做法。,Bloomberg Market magazine recently published an extensive article on the unethical practices of the largest contract research organization conducting some clinical trials in Florida.,Bloomberg Businessweek recently published an article detailing the unethical practices of the largest clinical research organization in Florida.
事实上，拜登之旅加深了日本的安全担心，因为这强调了美国重在平衡其在东亚的关系，即使这意味着容忍���张主义的中国，把它视为与盟友日本一样重要的战略考虑点。,"In fact, Biden’s tour deepened Japan’s security concerns, because it highlighted America’s focus on balancing its relationships in East Asia, even if that means tolerating an expansionist China as the strategic equivalent of an allied Japan.","In fact, Biden's trip deepened Japan's security concerns, because it emphasized that the United States is focused on balancing its relations in East Asia, even if that means tolerating���China's expansionism and considering it as strategically important as its ally Japan."
悲观者认为更多的人意味着更少的食物，上升的资源需求意味着枯竭和战争，而近几十年来，扩张的产能意味着更多的污染和全球变暖。,"Pessimists see a world where more people means less food, where rising demand for resources means depletion and war, and, in recent decades, where boosting production capacity means more pollution and global warming.","Pessimists believe that more people mean less food, rising resource demand means scarcity and war, and the expansion of production capacity means more pollution and global warming."
希腊经济正在崩溃，人道主义危机日益严重，若无法达成协议，其政府将别无选择，只能印钱提供基本社会服务。,"Given Greece’s collapsing economy and growing humanitarian crisis, the government will have no choice, absent an agreement, but to print money to fund basic social services.","The Greek economy is collapsing, the humanitarian crisis is becoming more and more serious, if it cannot reach an agreement, its government will have no choice but to print money to provide basic social services."
所谓的政策措施的“成本计算 ” （ 确定某项改革所带来的节约的精确数字）需要专业技能和活的大量数据。,The so-called “costing” of policy measures (determining the exact amount of savings brought about by a reform) requires technical skills and access to extensive data.,Task: Translate the Chinese sentence into English.
