source,reference,base_prediction,sc_initial,sc_corrected,sc_final,base_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,base_comet,sc_initial_comet,sc_final_comet,comet_diff
"Alle paar Hundert Meter ragen stählerne Gestelle wie bizarre Skulpturen aus dem Wasser: ""Christbäumchen"" werden die Köpfe der Bohrlöcher viel zu zärtlich genannt.","Every few hundred metres, steel frames rise from the water like bizarre sculptures. The heads of boreholes are far too affectionately referred to as ""little Christmas trees.""","Every few hundred meters, steel structures rise out of the water like bizarre sculptures: ""Christmas trees"" are called the heads of the boreholes too tenderly.","Every few hundred metres, steel structures rise out of the water like bizarre sculptures: 'Christ trees' is the affectionate name given to the heads of the boreholes.","Every few hundred metres, steel structures rise out of the water like bizarre sculptures: ""Christ trees"" is the affectionate name given to the heads of the boreholes.",0.838,20.48,28.85,30.01,9.530000000000001,0.7502,0.7917,0.7974,0.04720000000000002
"""Sie benötigen nur die passende Summe Geld"", heißt es in der Werbeanzeige auf der Webseite ""Kampfpistole oder Gewehr kaufen"".","""It's enough to have a certain sum of money,"" says the advertisement heading on the website ""Buy a pistol or rifle.""","""You need only the right amount of money"", says the ad on the website ""Kampfpistole oder Gewehr kaufen"".","You just need the right amount of money, it says in the advertisement on the 'Kampfpistole oder Gewehr kaufen' website.","""All you need is the right amount of money,"" the advertisement on the ""Kampfpistole oder Gewehr kaufen"" website says.",0.838,13.26,8.23,13.53,0.2699999999999996,0.7332,0.7207,0.7701,0.036900000000000044
"Spanien war bis jetzt kaum von dieser Episode der Instabilität betroffen, aber dann kam Standard  Poor's und drohte mit einer neuen Revision nach unten bezüglich der Bewertung Spaniens.","Spain hardly seems to have been affected by this period of instability, but that's when Standard and Poor's arrived and threatened a new revision, downgrading the Kingdom of Spain.","Until now, Spain has been hardly affected by this episode of instability, but then Standard Poor's came and threatened with a new revision downwards regarding the assessment of Spain.","Spain has so far been little affected by this episode of instability, but then Standard & Poor's came along and threatened to downgrade Spain's rating.","Spain has so far been little affected by this episode of instability, but then Standard & Poor's came along and threatened to downgrade Spain's rating.",0.838,18.89,13.22,13.22,-5.67,0.84,0.8457,0.8457,0.005700000000000038
Die exzellente Anbindung an den Flughafen sei gerade für ein globales Unternehmen wie Fujitsu von großer Bedeutung.,"The excellent connection to the airport was of particular significance to a global company such as Fujitsu, he added.",The excellent connection to the airport is of great importance to a global company like Fujitsu.,The excellent link to the airport is particularly important for a global company like Fujitsu.,Access to the airport is of great importance to Fujitsu as a global company.,0.838,36.13,13.46,12.83,-23.300000000000004,0.9021,0.9057,0.8645,-0.03759999999999997
In Freilassing trafen regelmäßig kleinere Gruppen von Flüchtlingen zu Fuß ein.,In Freilassing one regularly meets small groups of refugees on foot.,"Regularly, smaller groups of refugees arrived on foot in Freilassing.","Regularly, small groups of refugees were arriving on foot in Freilassing.","In Freilassing, smaller groups of refugees were arriving on foot.",0.838,17.24,24.71,24.09,6.850000000000001,0.843,0.8357,0.8205,-0.022499999999999964
"In meiner Jugend habe ich solche Bilder gemalt, die bei einem Sammler sogar in einer Reihe mit den Werken von Falk und Larionow hingen.","In my youth, I painted such art that one collector had it hanging on the same wall with Falk and Larionov.",In my youth I painted such pictures that even a collector would have hung them alongside the works of Falk and Larionow.,In my youth I painted such pictures that even a collector would hang them alongside the works of Falk and Larionov.,I painted such pictures in my youth that even a collector would hang them in a row with the works of Falk and Larionov.,0.838,12.96,20.39,16.66,3.6999999999999993,0.8185,0.8469,0.8339,0.01539999999999997
Taiwans Wähler nähern sich langsam einer engeren Verbindung zum Festland.,Taiwan's voters are inching towards a kind of closer union with the mainland.,Taiwanese voters are gradually drawing closer to a tighter connection with the mainland.,Taiwanese voters are gradually moving closer to closer ties with the mainland.,Taiwan's people are gradually moving closer to closer ties with the continent.,0.838,22.72,22.13,7.53,-15.189999999999998,0.8504,0.8347,0.7468,-0.10360000000000003
"Die Prager Börse knüpfte gleich zu Beginn der Dienstagsgeschäfte an den Einbruch vom Montag an, als sie um weitere sechs Prozentpunkte sank.","The Prague Stock Market immediately continued its fall from Monday at the beginning of Tuesday's trading, when it dropped by nearly six percent.",The Prague Stock Exchange started trading on Monday with a six percent drop from the previous day.,The Prague Stock Exchange started the day's trading down six per cent from Monday's close.,"The Prague Stock Exchange joined Monday's decline at the start of Tuesday's trading, sinking by an additional six percentage points.",0.838,8.1,6.63,16.34,8.24,0.8253,0.8144,0.8602,0.03489999999999993
"Die erste halbe Stunde (17:00 bis 17.30 Uhr) der neuen Quiz-Show, moderiert von Andrew O'Keefe ergab im Durchschnitt 446.000 Zuschauer.","The first half-hour (5pm to 5.30pm) of the new quiz show hosted by Andrew O'Keefe averaged 446,000 viewers.","The first half hour (17:00 to 17:30) of the new quiz show, hosted by Andrew O'Keefe, had an average of 446,000 viewers.","The first half-hour (17:00 to 17:30) of the new quiz show, hosted by Andrew O'Keefe, attracted an average of 446,000 viewers.","The first half-hour (17:00 to 17:30) of the new quiz show, hosted by Andrew O'Keefe, averaged 446,000 viewers.",0.838,28.86,35.57,44.12,15.259999999999998,0.8906,0.8962,0.8989,0.008300000000000085
"""Dies hat den Menschen ermöglicht, außer zu heiraten und eine Familie zu bilden wesentlich mehr Optionen in Bezug auf Lebensziele zu haben und Prioritäten zu setzen"", erklärt sie.","""This has given people a wider range of options in terms of life goals and priorities, beyond getting married and starting a family"" he explains.","""This has enabled humans to have significantly more options in terms of life goals and setting priorities, in addition to being able to marry and form a family"", she explains.","This has enabled people to have a lot more options in terms of life goals and priorities, she explains.","""This has enabled people to have much more options in relation to life goals and setting priorities in addition to getting married and starting a family,"" she explains.",0.838,26.34,31.27,26.03,-0.3099999999999987,0.8519,0.8301,0.8971,0.04520000000000002
"Doch die Gesetzgeber Nebraskas, die gegen den Plan sind, wägen die Gesetze ab, um eine Abkehr von der Region der Sandhills und dem Ogallala-Aquifer, eine Hauptquelle von Trinkwasser und Bewässerung, zu erzwingen.","But Nebraska lawmakers opposed to the plan are weighing legislation to force a move away from the Sand Hills region and Ogallala aquifer, a major source of drinking water and irrigation.","However, the legislators of Nebraska, who are against the plan, weighed the laws to reverse the region of the Sandhills and the Ogallala Aquifer, a major source of drinking water and irrigation.","However, Nebraska's legislators, who are opposed to the plan, have weighed the laws to reverse the region of the Sandhills and the Ogallala Aquifer, a major source of drinking water and irrigation.","However, Nebraska's legislators repealed legislation to force a change from the region of the Sandhills and the Ogallala-Aquifer, a major source of drinking water and irrigation.",0.838,28.62,33.18,37.59,8.970000000000002,0.7622,0.7761,0.7789,0.016700000000000048
"""Man würde es ja nicht glauben, aber dieses Haus ist trotz der vielen Glasflächen ein Vorzeigeprojekt in puncto Ökologie"", sagt Trouborst.","""You would hardly believe it, but this building, in spite of the many glass panels, is a showcase project in the area of ecology,"" said Trouborst.","""One would not believe it, but this house, despite the many glass surfaces, is a showcase project in terms of ecology,"" says Trouborst.","You would not believe it, but this house is a showpiece in terms of ecology, despite the many windows.","""You wouldn't believe it, but this house is a demonstration project in terms of ecology, despite the many glass surfaces,"" says Trouborst.",0.838,38.11,17.26,22.84,-15.27,0.8839,0.7789,0.8644,-0.019500000000000073
"Es stimmt, dass uns die Zusammenarbeit mit bekannten Sängern geholfen hat; außerdem haben wir auch angefangen, aktiv für uns zu werben.",It is true that we have been helped by creating ties to famous singers and also by our proactive work on promoting the band.,"It's true that our collaboration with well-known singers helped us; in addition, we have also started actively promoting ourselves.",It is true that working with well-known singers has helped us; we have also started to actively promote ourselves.,It is true that working with well-known singers has helped us; we have also started to actively promote ourselves.,0.838,5.36,13.0,13.0,7.64,0.8584,0.8545,0.8545,-0.0039000000000000146
Ihre Projektile werden nämlich per Laser mit einer Treffsicherheit von nur einigen wenigen Metern ins Ziel gelenkt.,Their projectile is directed by a laser to hit within a few meters.,"Their projectiles, however, are guided to the target with a precision of only a few meters using a laser.","In fact, their projectiles are guided by a laser with a margin of error of a few metres.","In fact, their projectiles are guided to the target with an accuracy of only a few centimetres.",0.838,9.09,9.38,4.81,-4.28,0.8337,0.8063,0.7727,-0.06099999999999994
"Berichte, wonach die amerikanische National Security Agency die brasilianische Ölfirma Petrobas ausspioniert und sich Daten amerikanischer Cloud-Anbieter einschließlich Google und Yahoo beschafft hat, haben die Firmenparanoia wegen staatlicher Überwachung auf einen neuen Höchststand gebracht.",Reports that the US National Security Agency spied on Brazilian oil company Petrobras and gained access to data held by US cloud providers including Google and Yahoo have ratcheted corporate paranoia about state surveillance to new highs.,Reports that the American National Security Agency has spied on the Brazilian oil company Petrobras and obtained data from American cloud providers including Google and Yahoo have increased corporate paranoia about government surveillance to a new high.,"Reports that the US National Security Agency has spied on the Brazilian oil company Petrobras and obtained data from American cloud providers, including Google and Yahoo, have heightened corporate paranoia about state surveillance.","Reports that the US National Security Agency has spied on the Brazilian oil company Petrobras and obtained data from American cloud providers, including Google and Yahoo, have heightened corporate paranoia about state surveillance.",0.838,37.02,43.33,43.33,6.309999999999995,0.9089,0.9032,0.9032,-0.005700000000000038
"Stephen Szabo: Deutschland unterstützt das, was die Israelis in Gaza getan haben, nicht.",Stephen Szabo: Germany does not support what the Israelis have done in Gaza.,Stephen Szabo: Germany does not support what the Israelis did in Gaza.,Stephen Szabo: Germany does not support what the Israelis have done in Gaza.,Stephen Szabo: Germany does not support what the Israelis have done in Gaza.,0.838,72.86,100.0,100.0,27.14,0.9536,0.9699,0.9699,0.01629999999999998
"Doch nach der Anhörung sagte Superintendent Lee Halstead von der Polizei in Lancashire: „Herr Ditta hat den Schritt von einem Strafverteidiger zu einem Kriminellen in dem Moment getan, als er anfing, Drogen von organisierten Kriminellen zu erwerben.“","But after the hearing Supt Lee Halstead from Lancashire Police said: ""Mr Ditta turned from criminal solicitor to a criminal himself the moment he started obtaining drugs from organised criminals.""","However, after the hearing, Superintendent Lee Halstead of the police in Lancashire said: ""Mr. Ditta took the step from a defense lawyer to a criminal at the moment he began to buy drugs from organized criminals.""","However, after the hearing, Superintendent Lee Halstead of Lancashire Police said: ‘Mr Ditta became a criminal at the very moment he started buying drugs from organised criminals.’","However, after the hearing, Chief Inspector Lee Halstead from the police in Lancashire said: ""Mr Ditta became a criminal when he started buying drugs from organised criminals.""",0.838,15.69,26.82,34.4,18.71,0.8155,0.8638,0.8653,0.049799999999999955
"""Kinder kommen immer häufiger an diese Produkte, und leider landet ein Prozentsatz von ihnen gehen in der Notaufnahme"", sagte Lopez CNN.","""Kids are getting into these products more frequently, and unfortunately, there's a percentage of them going to the emergency room,"" Lopez told CNN.","""Children are coming to these products more and more often, and unfortunately a percentage of them end up in the emergency room,"" said Lopez to CNN.","Children are coming to these products more and more often, and unfortunately a percentage of them end up in the emergency department, said Lopez.","""Children are increasingly coming to these products, and unfortunately a percentage of them end up in the emergency room,"" said Lopez, CNN.",0.838,28.93,17.6,29.27,0.33999999999999986,0.8066,0.751,0.7821,-0.024499999999999966
Tom Rosenthal ist seit dem Beginn des Verb im Jahr 2003 ein weiterer langjähriger und treuer Kunde.,"Tom Rosenthal, another longtime customer, went faithfully to Verb starting in 2003.",Tom Rosenthal has been a loyal customer since the beginning of the year 2003.,Tom Rosenthal has been a long-standing and loyal customer since the beginning of the war in 2003.,Tom Rosenthal has been an another long-standing and faithful customer since the ban in 2003.,0.838,7.86,10.52,12.45,4.589999999999999,0.8349,0.7258,0.762,-0.07289999999999996
Die Forscher untersuchten die medizinische Versorgung der Frauen über sieben Jahre.,The researchers tracked the women's medical journeys across seven years.,The researchers investigated the medical care of women for seven years.,The researchers looked at the medical care of the women over seven years.,The researchers examined the healthcare provision for women across seven years.,0.838,17.24,14.46,26.2,8.96,0.8682,0.8901,0.8597,-0.008499999999999952
Auch in der zweiten Halbzeit blieb der Druck der Heimmannschaft aus und die weiten Abschläge vor den Strafraum wurden von der tschechischen Abwehr erfolgreich abgewehrt.,That was also why there was no pressure from the home team in the first half. Long kicks behind the defence were neatly averted by the Czech defence.,"Even in the second half, the pressure of the home team remained low and the long shots from outside the penalty area were successfully repelled by the Czech defense.","Even in the second half, the home team's pressure continued and the long shots from outside the penalty area were successfully repelled by the Czech defence.","Even in the second half, the pressure of the home team remained and the wide shots in front of the goal were successfully repelled by the Czech defence.",0.838,9.81,16.66,18.58,8.769999999999998,0.8077,0.7937,0.7823,-0.025399999999999978
"Eine knappe Mehrheit von Donald-Trump-Fans sagt, dass sie sich ihre Meinung gebildet haben.",A bare majority of Donald Trump's supporters say they've made up their minds.,A narrow majority of Donald Trump fans say they formed their opinion.,A narrow majority of Donald Trump supporters say that they have formed their opinion.,A slim majority of Donald-Trump fans said that they had formed their opinion.,0.838,13.16,13.83,7.14,-6.0200000000000005,0.8422,0.9135,0.8761,0.03390000000000004
"Sie kamen zwar frei und konnten nach Deutschland zurückkehren, doch laufen in der Türkei noch Prozesse gegen die beiden.","They were released and were able to return to Germany, but the legal processes in Turkey against the two are still ongoing.","Although they came freely and were able to return to Germany, there are still ongoing processes against the two of them in Turkey.","They were released and were able to return to Germany, but there are still proceedings against the two of them in Turkey.","They were released and were able to go back to Germany, but there are still processes against the two of them in Turkey.",0.838,41.07,58.42,43.02,1.9500000000000028,0.8605,0.9175,0.9099,0.0494
Bei Andrew Lawson wurde Mesotheliom im Alter von 48 Jahren diagnostiziert.,Andrew Lawson was diagnosed with mesothelioma when he was 48.,Andrew Lawson was diagnosed with mesotheliom at the age of 48.,Andrew Lawson was diagnosed with mesothelioma at the age of 48.,Andrew Lawson was diagnosed with mesothelioma at 48.,0.838,36.46,46.92,52.9,16.439999999999998,0.8996,0.9324,0.9296,0.030000000000000027
"Gleich vom Beginn der 90er Jahre des vergangenen Jahrhunderts an wurde die Devisenpflicht in die benachbarten westeuropäischen Länder aufgehoben, was eine gewaltige Welle von Kurzbesuchen vor allem nach Wien in Österreich und nach Deutschland hervorrief.","Right at the beginning of 1990, visa requirements for neighbouring West European countries were cancelled. This started a huge wave of short-term visits of chiefly Vienna and Germany.","From the beginning of the 90s of the previous century, the currency obligation was lifted in the neighboring West European countries, which triggered a huge wave of short-term visits, especially to Vienna in Austria and Germany.","From the beginning of the 1990s of the previous century, the currency obligation was lifted in the neighbouring West European countries, which brought about a huge wave of short-term visits, mainly to Vienna in Austria and to Germany.","From the beginning of the 1990s, the foreign exchange obligation was lifted in the neighbouring West European countries, which brought about a huge wave of short-term visits to Vienna in Austria and to Germany.",0.838,20.87,21.6,24.32,3.4499999999999993,0.7688,0.7814,0.832,0.06319999999999992
"Die Nationale Luft- und Raumfahrtbehörde (NASA) der Vereinigten Staaten gibt morgen, Donnerstag, eine astrobiologische Entdeckung bekannt, die die Theorie von der Existenz außerirdischen Lebens bestätigen könnte.","The National Administration for Space and Aeronautics (NASA) of the United States will present tomorrow, Thursday, an astrobiological discovery, that could prove the theory that there is extraterrestrial life.","NASA of the United States will announce an astrobiological discovery tomorrow, Thursday, which could confirm the theory of the existence of extraterrestrial life.","NASA in the United States will announce an astrobiological discovery tomorrow, Thursday, which could confirm the theory of extraterrestrial life.","NASA in the United States will announce an astrobiological discovery tomorrow, Thursday, which could confirm the theory of extraterrestrial life.",0.838,24.04,19.56,19.56,-4.48,0.8662,0.8573,0.8573,-0.008900000000000019
"Um die Eckdaten dieser neuen Außenpolitik beurteilen zu können, habe ich den Nachtzug in die türkische Hauptstadt Ankara bestiegen, um einen der führenden Außenpolitikexperten der AKP, den türkischen Abgeordneten Suat Kiniklioglu, zu besuchen.","To gauge the parameters of this new foreign policy, I boarded the night sleeper to the Turkish capital Ankara, to visit one of the AKP's leading foreign policy experts, Turkish MP Suat Kiniklioglu.","In order to evaluate the key data of this new foreign policy, I traveled to Ankara, Turkey, to visit one of the leading foreign policy experts of the AKP, Suat Kiniklioglu, a Turkish MP.","In order to evaluate the key data of this new foreign policy, I travelled to Ankara by night to visit Suat Kiniklioglu, one of the leading foreign policy experts of the AKP.","In order to be able to assess the key data of this new foreign policy, I boarded a night flight to Ankara to visit one of the leading foreign policy experts of the AKP, Turkish MP Suat Kiniklioglu.",0.838,36.84,30.12,43.59,6.75,0.8113,0.8138,0.8401,0.028799999999999937
"""Das Interessante dabei war, dass es ihrer Mutter gar nicht seltsam vorkam, dass ihre Tochter 48 Stunden nicht nach Hause kam"", wundert sich der Chefarzt.","""It is interesting that her mother did not find at all strange that she had not seen her daughter for 48 hours,"" said the chief physician.","""What was interesting was that it was not strange to her mother that her daughter did not come home for 48 hours"", wonders the doctor.","The interesting thing was that it was not strange to her mother that her daughter did not come home for 48 hours, says the head of department.","""The interesting thing was, that it was not strange to her mother that her daughter did not come home for 48 hours,"" wondered the head of department.",0.838,9.66,13.81,18.03,8.370000000000001,0.7961,0.7983,0.7702,-0.025900000000000034
"Zudem: Seit einer Meniskus-Operation hat die Mittfünfzigerin am eigenen Leib erfahren müssen, was es bedeutet, sich mit Handicap von Stockwerk zu Stockwerk zu bewegen.","Furthermore: Since undergoing a meniscus operation, the lady, in her mid-fifties, has had to experience for herself what it means to move from floor to floor with a disability.","In addition: Since a meniscus operation, the 55-year-old woman had to experience for herself what it means to move from floor to floor with a handicap.","In addition, since the menisectomy, the 55-year-old woman has had to experience for herself what it means to move from floor to floor with a handicap.","In addition, since a menisectomy, the 55-year-old has had to experience for herself what it means to move from floor to floor with a handicap.",0.838,57.6,50.95,51.45,-6.149999999999999,0.8286,0.8208,0.8212,-0.007399999999999962
"Der Generalanwalt der USA hat eingegriffen, um die umstrittensten Gesetze auszusetzen.",The United States Attorney General intervened to suspend the most controversial laws.,The General Counsel of the USA has intervened to enforce the most controversial laws.,The Attorney General of the United States has intervened to introduce the most controversial legislation.,The Attorney General of the United States has stepped in to introduce the most contentious legislation.,0.838,30.13,15.84,8.77,-21.36,0.8283,0.8543,0.8406,0.012299999999999978
"Der US-Präsident und die First Lady Michelle Obama werden an diesem Abend auch Gastgeber von Xi und seiner Frau Peng Liyuan bei einem Staats-Diner sein, nachdem die beiden Staatsführer bilaterale Gespräche geführt haben.","The U.S. President and First Lady Michelle Obama will also host Xi and his wife Peng Liyuan at a state dinner that evening, after the two leaders have engaged in bilateral talks.","The US President and First Lady Michelle Obama will also be hosts of Xi and his wife Peng Liyuan at a state dinner this evening, after the two leaders have held bilateral talks.","The US President and the First Lady, Michelle Obama, will also be hosting Xi and his wife, Peng Liyuan, to a state dinner this evening, after the two leaders have held bilateral talks.","The US President and the First Lady Michelle Obama will also be hosting Xi and his wife Peng Liyuan at a state dinner this evening, following their bilateral talks.",0.838,61.28,32.74,43.47,-17.810000000000002,0.8834,0.878,0.8835,9.999999999998899e-05
"Der Rückgang bei den Quoten des zweiten Abends von The Chase Australia wird Nine zuversichtlich stimmen, dass Hot-Seat sich letztendlich um 17:30 Uhr durchsetzen wird.",The Chase Australia's second night ratings drop will have Nine quietly confident that Hot Seat will ultimately prevail at 5.30.,"Nine is confident that Hot-Seat will ultimately win at 7:30 pm on the second evening of The Chase Australia, despite a decline in ratings.",Nine is confident that Hot-Seat will eventually win at 5:30 pm.,The decline in ratings for the second evening of The Chase Australia will predict that Hot-Seat will eventually win at 5:30pm.,0.838,5.38,4.53,4.58,-0.7999999999999998,0.8106,0.6593,0.82,0.009399999999999964
"""Das muss jeden einzelnen interessieren, dieses Thema in den Griff zu kriegen"", sagte DFB-Chef Wolfgang Niersbach.","""It is in the interests of everybody to get to grip with this issue,"" says DFB chief Wolfgang Niersbach.","""Each individual must be interested in getting hold of this theme,"" said DFB chief Wolfgang Niersbach.","Each and every one of us must be interested in getting hold of this issue, said DFB chief Wolfgang Niersbach.","""This must interest each and every one of us grab this theme by the horns,"" said DFB chief Wolfgang Niersbach.",0.838,19.87,21.85,18.97,-0.9000000000000021,0.8068,0.783,0.5908,-0.21599999999999997
"Mr Dhakal sagte, die Polizei habe Tränengas eingesetzt und dann in die Luft geschossen, bevor sie auf Gummigeschosse zurückgriff.",Mr. Dhakal said the police used tear gas and then fired into the air before resorting to rubber bullets.,Mr Dhakal said that the police used tear gas and then shot it into the air before grabbing rubber bullets.,Mr Dhakal said that the police had used tear gas and then thrown rubber bullets.,Mr Dhakal said that the police had fired tear gas into the air and then used rubber bullets.,0.838,48.82,27.18,17.6,-31.22,0.8642,0.8592,0.8853,0.021100000000000008
Eine spürbare Schwächung beider Parteien der bisherigen großen Koalition und eine deutliche Stärkung der rechtspopulistischen Parteien brachten nach den ersten vorläufigen Ergebnissen die vorgezogenen Parlamentswahlen vom Sonntag in Österreich.,According to the first preliminary results of the early parliament elections in Austria have brought about a perceptible weakening of both parties in the present large coalition and a significant boost for the right-wing populist parties.,"According to the preliminary results of the early parliamentary elections held on Sunday in Austria, there was a noticeable weakening of both parties in the previous large coalition and a clear strengthening of the right-wing populist parties.","According to the first preliminary results of the Sunday elections in Austria, there has been a clear strengthening of the right-wing populist parties and a noticeable weakening of both parties in the current grand coalition.","According to the first preliminary results of the Sunday elections in Austria, there has been a clear strengthening of the right-wing populist parties and a noticeable weakening of both parties in the current grand coalition.",0.838,40.55,43.11,43.11,2.5600000000000023,0.8661,0.8428,0.8428,-0.023299999999999987
Wegen Nordkoreas Atom- und Raketenprogramm hatte der UN-Sicherheitsrat allein vergangenes Jahr drei Mal Sanktionen gegen das international isolierte Land beschlossen.,"Last year alone, because of North Korea’s nuclear and missile program, the UN Security Council passed sanctions on the internationally isolated country three times.","Due to North Korea's nuclear and missile program, the UN Security Council has imposed sanctions on the country three times in the past year.",The UN Security Council has imposed sanctions on North Korea three times in the past year because of its nuclear and missile programmes.,The UN Security Council has imposed sanctions on North Korea three times in the past year because of its nuclear and missile programmes.,0.838,40.86,12.78,12.78,-28.08,0.8766,0.8723,0.8723,-0.0043000000000000815
"Und die Polizei bestellt immer nur solche Mengen dieser Munition, die sie noch vor Ablauf der Gebrauchsdauer verbrauchen kann.",A police orders only such amount of the ammunition that would be used before its expiration.,And the police order only such quantities of this ammunition that they can consume before the expiration date.,And the police always order only such quantities of this ammunition as they can consume before the expiry date.,And the police order only quantities of this ammunition that they can consume before the expiry date.,0.838,7.2,5.42,6.07,-1.13,0.7969,0.8268,0.784,-0.012900000000000023
Erst gegen Ende machte sich die breitere Bank der Gastgeberinnen entscheidend bemerkbar.,"Towards the end, the broader bench of the hosts made a decisive impact.",Only at the end did the wider group of hostesses become noticeably prominent.,It was only at the end that the wider group of hostesses made themselves felt.,It was only at the end that the broader bank of hostesses made themselves decisively noticeable.,0.838,6.65,6.44,7.44,0.79,0.6134,0.5591,0.5931,-0.020299999999999985
"Diese Ideen stammten freilich nicht aus Brüssel, sondern aus Prag.","These ideas did not come from Brussels, however, but from Prague.","These ideas, however, came not from Brussels, but from Prague.","These ideas came not from Brussels, but from Prague.","These ideas were not Brussels's, but Prague's.",0.838,46.05,39.26,8.56,-37.489999999999995,0.9617,0.9485,0.8081,-0.15359999999999996
"""Ich habe mich nicht besonders angestrengt"", sagt Coles über die Pässe die zu Coles gingen.","""I didn't go out of my way,"" Favre said of all the passes that went to Coles.","""Coles said that he didn't exert himself particularly"", regarding the passes that went to him.",Coles says that he did not work too hard to get the passes.,"""I did not too much"" says Coles about the passes that went to Coles.",0.838,21.23,4.53,31.27,10.04,0.6478,0.678,0.5701,-0.07769999999999999
"Die Feuerwehr notierte sich die Kennzeichen der Fahrzeuglenker, die nun mit empfindlichen Strafen zu rechnen haben.","The fire brigade noted down the registration numbers of the drivers, who are now expecting severe penalties.","The firefighters noted the characteristics of the vehicle drivers, who now have to reckon with sensitive penalties.","The fire brigade has noted down the registration numbers of the drivers of the vehicles concerned, and now they will have to pay heavy fines.","The fire brigade noted down the registration numbers of the vehicle drivers, who will now have to pay fines.",0.838,12.4,31.99,51.87,39.47,0.7569,0.855,0.8655,0.10860000000000003
"Der Tunnel, der im Zickzackmuster über eine Länge von knapp sechs Fußballfeldern verläuft, verbindet Lagerhallen in der Nähe von Tijuana, Mexiko, und San Diego, USA.","The tunnel, which zigzags the length of nearly six football pitches, links warehouses near Tijuana, Mexico and San Diego, USA.","The tunnel, which runs in a zigzag pattern over a length of approximately six football fields, connects warehouses in the vicinity of Tijuana, Mexico, and San Diego, USA.","The tunnel, which runs in a zigzag pattern over a distance of almost six football pitches, links warehouses in the vicinity of Tijuana, Mexico, and San Diego, USA.","The tunnel, which runs in a zickzack pattern over a distance of almost six football fields, connects storage facilities near Tijuana, Mexico, and San Diego, USA.",0.838,27.88,38.42,31.63,3.75,0.8834,0.8907,0.8688,-0.014599999999999946
"Bombardier hofft, dass die Flugzeugreihe der CSeries das Unternehmen in das untere Marktsegment katapultieren kann, das derzeit von Boeing und Airbus dominiert wird.",Bombardier hopes the CSeries aircraft family can catapult it into the low end of a market now dominated by Boeing and Airbus.,"Bombardier hopes that the CSeries aircraft line will help the company move into the lower market segment, which is currently dominated by Boeing and Airbus.","Bombardier hopes that the CSeries aircraft line will catapult the company into the lower market segment, which is currently dominated by Boeing and Airbus.","Bombardier hopes that its family of aircraft, the CSeries, will propel the company into the lower market segment that is currently dominated by Boeing and Airbus.",0.838,25.88,27.41,22.78,-3.099999999999998,0.889,0.8946,0.8864,-0.0026000000000000467
"Jahrelang mit dem ""savoir-être"" der Elite getrübt, ist Valentino jetzt ihr bestes Exemplar.","Dazzled for years with the ""savoir-être"" of the elite, Valentino is now its finest exponent.","For years, the ""savoir-être"" of the elite has been troubled, and now Valentino is its best example.","For years, the 'savoir-être' of the elite has been troubled, and now Valentino is its best example.","For years, the ""savoir-vivre"" of the elite has been tainted, and now it is its best example.",0.838,32.51,10.91,15.29,-17.22,0.7674,0.7622,0.6337,-0.13369999999999993
Die Website hat heutzutage mehr als 1.500 registrierte Verkäufer und 4.000 Gutachter.,"The site currently has more than 1,500 registered sellers and 4,000 technicians.","The website has more than 1,500 registered sellers and 4,000 reviewers today.","Today, the website has more than 1,500 registered sellers and 4,000 experts.","The website has more than 1,500 registered vendors and 4,000 reviewers.",0.838,59.15,52.96,35.72,-23.43,0.8984,0.9135,0.8817,-0.016699999999999937
"Auβerdem beinhaltet diese Version auch noch, als wenn das noch nicht genug an Ausstattung wäre, das Paket Premium, welches für zusätzliche 1.500 Euro folgendes enthält: neben weiteren Elementen vor allem die lernfähigen Bixenon-Scheinwerfer und das Soundsystem BOSE mit CD-Lader.","Additionally, with less equipment, this version comes with the Premium Pack, which, for 1,500 euros, also features: bi-xenon adaptive headlights and a BOSE sound system with CD changer, among other things.","Additionally, this version also includes the Premium package, which, for an additional 1,500 Euros, contains the following: in addition to other elements, particularly the learning-capable Bixenon headlights and the Bose sound system with CD loader.","This version also includes the Premium package, which costs an additional EUR 1 500 and includes, among other things, the Bixenon headlights and the Bose sound system with CD player.","In addition, this version also includes, if you want more equipment, the Premium package, which includes, among other things, mainly the adaptive Bixenon headlights and the BOSE sound system with CD player.",0.838,17.52,15.95,23.33,5.809999999999999,0.7415,0.7921,0.8083,0.06679999999999997
"Nur als Torhüter Roman Weidenfeller wie immer als erster BVB-Spieler den Platz betrat, brandete kurzzeitiger Jubel auf.","Only when goalkeeper, Roman Weidenfeller, was the first BVB player to step onto the field, did cheers briefly erupt, as is usually the case.","As always, Roman Weidenfeller, the first BVB player, entered the field as a goalkeeper, and there was a brief moment of joy.","Only as goalkeeper Roman Weidenfeller, as ever the first Borussia Dortmund player to step onto the pitch, there was a short-lived celebration.","Only as goalkeeper Roman Weidenfeller, as always the first Borussia Dortmund player to step onto the pitch, caused a short-lived jubilation.",0.838,20.62,20.54,20.11,-0.5100000000000016,0.7435,0.7021,0.6937,-0.049800000000000066
