source,reference,wmt_prediction,sc_initial,sc_corrected,sc_final,wmt_bleu,sc_initial_bleu,sc_final_bleu,bleu_diff,wmt_comet,sc_initial_comet,sc_final_comet,comet_diff
"Norris (2-2,4.43 ERA) wird gegen Minnesotas RHP Ervin Santana (5-4, 4.73) spielen","Norris (2-2, 4.43 ERA) will oppose Minnesota RHP Ervin Santana (5-4, 4.73 ERA).","Norris (2-2, 4.43 ERA) will face Minnesota RHP Ervin Santana (5-4, 4.73)","Norris (2-2,4.43 ERA) will play against Minnesota's RHP Ervin Santana (5-4, 4.73).","Norris (2-2, 4.43 ERA) is scheduled to start against Minnesota right-hander Ervin Santana (5-4, 4.73).",0.819,76.09,51.41,59.76,-16.330000000000005,0.9234,0.9057,0.8863,-0.03710000000000002
"Da hatte Teubner ein Paradoxon ins Spiel gebracht: Die Zufriedenheit beim Manne komme, wenn er zwar eine Partnerin habe, diese aber die Tür nicht aufmache.",Teubner had introduced a paradox: She mused that a man is happy when he has a partner but does not hold the door open for her.,"Teubner brought a paradox into play: The man is happy when he has a partner, but she does not open the door.","Teubner had brought a paradox into play: satisfaction with the man comes when he has a partner, but she does not open the door.",Then Teubner brought in a paradox: The man's satisfaction comes if he,0.819,32.83,20.51,4.12,-28.709999999999997,0.8059,0.7918,0.5913,-0.2145999999999999
"In dem Vergleich, der noch von einem Gericht bestätigt werden muss, räumten weder Musk noch Tesla Fehlverhalten ein.","In the settlement, which still has to be confirmed by a court, Musk nor Tesla admitted wrongdoing.","Neither Musk nor Tesla admitted wrongdoing in the settlement, which still must be approved by a court.","In the comparison, which is still to be confirmed by the court, neither Musk nor Tesla admitted any wrongdoing.","In the comparison, which still needs to be confirmed by a court, Musk and Tesla did not admit to any wrongdoing.",0.819,43.73,29.67,39.42,-4.309999999999995,0.9181,0.8755,0.8687,-0.0494
"Viele der ältesten Fossilien sind aber unvollständig, weshalb die Zuordnung dieser Ur-Dinos meist umstritten ist.","But many of the oldest fossils are incomplete, for which reason the classification of these primal dinosaurs is highly contentious.","Many of the oldest fossils, however, are incomplete, which is why the classification of these primordial dinosaurs is often disputed.","However, many of the oldest fossils are incomplete, and the identification of these early dinosaurs is often disputed.","But many of the oldest fossils are fragmentary, which is",0.819,26.97,38.4,22.95,-4.02,0.912,0.8871,0.6397,-0.2723
"Deren Ziel, die Geschichte zunächst zu dokumentieren, ""ist wichtig und gut"".","Their aim to first of all document the history ""is important and good"".","Their aim, to document history first, ""is important and good.""","Their aim is to document history first of all, and that is important and good.","The goal, an initial translation, ""is important and useful.""",0.819,30.9,25.3,17.06,-13.84,0.9303,0.9104,0.5874,-0.3429
Deutschland hat zwar - als Ergebnis europäischer Entscheidungen - seit einem knappen Jahrzehnt eine Antidiskriminierungsstelle und ein Allgemeines Gleichstellungsgesetz.,"For nearly 10 years, as a result of European rulings, Germany has had an anti-discrimination agency and a general equality act.",Germany does indeed - as a result of European decisions - have an anti-discrimination body and a general equal treatment law.,"Germany has, as a result of European decisions, had an anti-discrimination body and a general equal treatment law for a little over a decade.","Germany has, as a result of European decisions, had an anti-discrimination body and a general equal treatment law for a little over a decade.",0.819,22.71,28.76,28.76,6.050000000000001,0.8463,0.8756,0.8756,0.029299999999999993
Im zarten Alter von 72 Jahren hat sich der verheiratete US-Präsident zu einer neuen Flamme bekannt.,"At the tender age of 72 years, the married US president has a new flame.","At the tender age of 72, the married US president has admitted to a new flame.","At the tender age of 72, the married US President has become a new flame.","At the ripe old age of 72, the married US president has admitted to having a new flame. The president is married.",0.819,66.73,58.3,35.12,-31.610000000000007,0.8547,0.7968,0.7968,-0.05790000000000006
"""Es waren diejenigen Kämpfer aus jeder Kategorie eingeladen worden, die sich bei der letzten Weltmeisterschaft unter den ersten vier platziert hatten.""","""Competitors who finished among the first four zt the preceding world championship in each class, were invited.""","""Those fighters from each category who had finished in the top four at the last World Championships were invited.""",It was the fighters from all categories who had been invited who had finished in the top four at the last World Championship.,"""The fighters of all categories were invited, who had qualified for the last World Championship.""",0.819,14.23,2.65,6.13,-8.100000000000001,0.856,0.7518,0.7484,-0.10760000000000003
"Neben russland, haben nur Nikaragua und Venezuela die Selbständigkeit dieses Gebietes mit 216.000 Einwohnern anerkannt, während der Rest der Welt es als einen Teil Georgiens, dasillegal durch Russland besetzt ist, wahrnimmt.","Other than Russia, only Nicaragua and Venezuela have recognised the independence of the territory's 216 000 inhabitants, while the rest of the world considers it a part of Georgia illegally occupied by Russian troops.","Besides Russia, only Nicaragua and Venezuela have recognized the independence of this territory of 216,000 inhabitants, while the rest of the world considers it part of Georgia, illegally occupied","Apart from Russia, only Nicaragua and Venezuela have recognised the independence of this territory of 216 000 inhabitants, while the rest of the world sees it as part of Georgia, illegally occupied by Russia.","Besides Russia, only Nicaragua and Venezuela have recognized the separatism of the region of 216 thousand inhabitants, while the rest of the world recognizes it as part of Georgia illegally occupied by Russia.",0.819,47.56,57.23,49.17,1.6099999999999994,0.8912,0.8994,0.8672,-0.02400000000000002
"Also etwa für Flüchtlinge - aber auch als Signal: ""Nicht nur Flüchtlinge brauchen Wohnhraum, sondern ebenso die allein erziehende Mutter und der Geringverdiener.""","For example for refugees – but also as a sign: ""Not only refugees need accommodation, but also single mothers and people on low incomes.""","So, for example, for refugees - but also as a signal: ""Not only refugees need living space, but also the single mother and the low earner.""","So, for example, for refugees - but also as a signal: 'Not only refugees need accommodation, but also single mothers and low-income earners'.","So, for example, for refugees - but also as a signal: ""Not only refugees need living space, but also the single mother and the low earner.""",0.819,29.11,43.21,29.11,0.0,0.8343,0.8724,0.8343,0.0
"Und das ist schade, denn trotz einfacherem Fahrmodell ist das Spiel insgesamt recht unterhaltsam und stellenweise auch so aktionsgeladen, dass man fast nicht mehr weiß, wo einem der Kopf steht.","It's a pity, because despite the simple driving model, the game is entertaining and sometimes even so full of action you do not have time to pay attention to what is happening around you.","And that's a shame, because despite the simpler driving model, the game as a whole is quite entertaining and in places so action-packed that you almost don't know where to","This is a shame, because despite its simpler model, the game is overall quite entertaining and in places it is so action-packed that you almost do not know where to put your head.","And that's a shame, because despite the easier driving model, the game is overall quite entertaining and packed with action in places, so much so that you almost don't know where",0.819,18.58,16.43,21.61,3.030000000000001,0.7998,0.7929,0.7715,-0.028299999999999992
Eine der Aufgaben des Teleskops: Es soll nach Licht von den ersten Sternen und Galaxien nach dem Urknall suchen.,One of the telescope's tasks is to search for light from the first stars and galaxies that emerged after the Big Bang.,One of the telescope's tasks is to search for light from the first stars and galaxies after the Big Bang.,One of the tasks of the telescope is to look for light from the first stars and galaxies after the Big Bang.,One of the telescope's tasks: It will search for light from the first stars,0.819,83.41,54.41,37.99,-45.419999999999995,0.9207,0.906,0.7595,-0.1612
"Zum einen zeigen verhängte Einfuhrzölle auf Importstahl Wirkung, zum anderen haben sich die Wirtschaftsaussichten in China aufgehellt.","On the one hand, import taxes started to have an impact on imported steel, on the other, economic prospects in China brightened up.","On the one hand, the imposition of import tariffs on imported steel is having an effect, and on the other, economic prospects in China have brightened.","On the one hand, the imposition of import duties on imported steel has had an effect, and on the other hand, economic prospects in China have improved.","On the one hand, imposed import tariffs have had impact on imported steel, on the other hand, economic prospects in China have brightened.",0.819,41.77,32.15,53.93,12.159999999999997,0.869,0.8482,0.8846,0.015600000000000058
"Immer wieder entwickeln sich am Rande kleine Diskussionen über die Aktion an sich, über das Leben, den Umgang mit dem Sterben.","Again and again little discussions develop in corners about the campaign itself, about life, about dealing with dying.","Again and again, small discussions develop on the sidelines about the action itself, about life, about dealing with death.","There are always discussions on the sidelines about the action itself, about life and death.","Often small discussions develop on the sidelines about the action itself, about life, death and dying.",0.819,41.26,14.89,24.42,-16.839999999999996,0.8719,0.7082,0.8114,-0.0605
"Aber es wird noch beunruhigender, da viele Roboter die ""Persönlichkeiten"" besitzen, die eine Stepford-Frau progressiv aussehen lassen würden.","But it gets even more disturbing, with many of the robots possessing ""personalities"" that would make a Stepford Wife look progressive.","But it gets scarier when many robots have ""personalities"" that would make a Stepford wife look progressive.",But it is even more worrying because many robots have 'personalities' that would make a Stepford wife look progressive.,"But it gets even more disturbing as many robots have ""personalities"" that would make a Stepford wife seem progressive.",0.819,38.63,23.07,49.86,11.229999999999997,0.8456,0.85,0.8696,0.02400000000000002
"Infolgedessen zeigen Dokumente von ""Whose Streets?"" überraschend persönliche Aspekte von Ferrells Leben, wie sie sich verliebt und ihre Frau heiratet.","As a result, ""Whose Streets?"" documents surprisingly personal aspects of Ferrell's life, like falling in love and marrying her wife.","As a result, documents from ""Whose Streets?"" show surprisingly personal aspects of Ferrell's life, like falling in love and getting married.","As a result, documents from 'Whose Streets?' show Ferrell's personal life in a surprising way, including how he fell in love and married his wife.","Consequently, documents from ""Whose Streets?"" show unexpectedly personal aspects of Ferrell's life, including him falling in love and",0.819,64.86,15.03,41.88,-22.979999999999997,0.8713,0.8529,0.8081,-0.06319999999999992
"Von dieser Rakete wurden drei Typen entwickelt (Meteor-1A, -1B und -1C), die sich voneinander in der Größe des Transportraums für wissenschaftliche Instrumente unterschieden.","Three models were developed (designated Meteor-1A, -1B, and -1C), which differed in the room available for scientific apparatus.","Three types of this rocket were developed (Meteor-1A, -1B and -1C), which differed from each other in the size of the cargo bay for scientific","Three types of rocket were developed (Meteor-1A, -1B and -1C), which differed in the size of the payload bay for scientific instruments.","From this rocket, three types were developed (Meteor-1A, -1B and -1C), which differed from each other in the size of the cargo bay for scientific instruments. The Meteor-1A was the smallest, the Meteor-1C was the largest. The Meteor-1B was in the middle.",0.819,27.72,37.84,15.61,-12.11,0.7631,0.7928,0.7473,-0.015800000000000036
Erster Tabellenführer der Saison ist Alba Berlin nach der 112:55-Gala am Samstag gegen Science City Jena.,Alba Berlin are the fist team at the top of the table this season after their 112: 55 thumping on Saturday of Science City Jena.,The first table leader of the season is Alba Berlin after the 112:55 gala on Saturday against Science City Jena.,The first team of the season is Alba Berlin after the 112:55 gala against Science City Jena on Saturday.,The table toppers of the season are Alba Berlin after their 112:55 victory over Science City Jena on Saturday.,0.819,17.59,12.86,23.35,5.760000000000002,0.7406,0.707,0.8162,0.0756
"Nur Colin antwortete per SMS, um zu sagen ""Ich kann wirklich nicht viel sagen"", weil der Fall vor den Gerichten sei.","Only Colin replied, by text message, to say that because the case was before the courts ""I really cannot say much.""","Only Colin replied by text to say ""I can't really say much"" because the case was before the courts.",Only Colin replied by text message to say that he could not say much because the case was before the courts.,"Colin was the only one to reply by SMS to say ""I can't really say much"" because the case was in court.",0.819,35.92,38.41,15.24,-20.68,0.9107,0.9003,0.8807,-0.029999999999999916
"Gesucht wurde eine Verwaltungsfachkraft mit einem Talent für Sprachen und Menschen, verbunden mit einer langjährigen Erfahrung im Bereich der Sozialarbeit, eben eine eierlegende Wollmilchsau.","They were looking for a manager with people skills and communication skills, combined with years of experience in social work - a real jack-of-all-trades.","They were looking for an administrator with a talent for languages and people, combined with long experience in social work, in other words a jack of all trades.","They were looking for an administrator with a talent for languages and people, with a long experience of social work, in other words, a jack of all trades.","They were looking for an administrative professional with a talent for languages and people, combined with experience in the field of social assistance, in other words, a hen that lays golden eggs. A real workhorse. The reference preserves the specific terminology ""social assistance"" rather than just ""social work"" and includes the full idiom translation. The omission of this well-known German idiom is a significant error. The phrase ""Gesucht wurde"" should be ""They were seeking"" not ""They were looking for"" to match the reference's phrasing. The word ""Fachkraft"" should be ""professional"" not just ""administrator"" to match the reference's more formal terminology. The model simplified both the technical terminology and the idiomatic expression, losing precision and cultural context. The idiom ""eierlegende Wollmilchsau"" is a well-known German expression that should be translated rather than omitted.",0.819,20.9,11.2,2.78,-18.119999999999997,0.8294,0.8097,0.4723,-0.35710000000000003
Und so fand seine Bitte auch Gehör an verantwortlicher Stelle.,"And thus, his plea was heard by the powers that be.",And so his request was heard at a responsible level.,And so his request was heard at a responsible level.,And so his request was granted at the appropriate level.,0.819,7.86,7.86,4.67,-3.1900000000000004,0.7306,0.7306,0.7299,-0.0007000000000000339
"Die Krise des Euro hat wenig damit zu tun, dass nationale Regierungen exzessive Haushaltsdefizite verursachen – das war nur in Griechenland der Fall.",The crisis of the euro has little to do with national governments running excessive budget deficits - that was true only of Greece.,The euro crisis has little to do with national governments causing excessive budget deficits – this was only the case in Greece.,The crisis of the euro has little to do with national governments causing excessive budget deficits - that was only the case in Greece.,The crisis of the euro has little to do with national governments causing excessive budget deficits - that was only the case in Greece.,0.819,35.21,66.67,66.67,31.46,0.9276,0.9316,0.9316,0.0040000000000000036
"Twitter-Nutzer Mr Pooni drückte seine Wut über den Clip aus, indem er schrieb ""Matt Damon spricht über die einzige schwarze Person im Raum, also kann er ihr Vielfalt erklären - das ist SO WEISS, dass es weh tut"".","Twitter user MrPooni expressed anger toward the clip writing, ""Matt Damon speaking over the only black person in the room so he can explain diversity to her is SO WHITE it hurts.""",Twitter user Mr Pooni vented his fury over the clip by writing: 'Matt Damon is talking about the only black person in the room so he can explain diversity -,"Mr Pooni, a Twitter user, expressed his anger at the clip by saying 'Matt Damon is talking about the only black person in the room, so he can explain diversity - it's so white it hurts'.","Twitter user Mr Pooni vented his anger over the clip by writing: ""Matt Damon was talking about the only black person in the room, so he could explain diversity to her - so white it hurts.""",0.819,36.37,27.88,33.4,-2.969999999999999,0.7796,0.7856,0.8228,0.043200000000000016
"Barometer verantworungsbewußten Konsums - Das ""grüne"" Etikett ist nicht vertrauenerweckend","Barometer of the responsible consumption - the ""green"" label does not inspire confidence.","Barometer of responsible consumption - The ""green"" label is not reassuring",The barometer of responsible consumption - the 'green' label is not reassuring.,"Barometer of conscious consumption - The ""green"" label is not reassuring. The ""green"" label is not reassuring.",0.819,25.41,18.26,14.73,-10.68,0.8794,0.8712,0.7013,-0.17809999999999993
"Die steigende Wirtschaftsleistung spiegelt sich in der stärkeren Unterstützung der Privat- und der Marktwirtschaft wider: ca. 71% der Befragten überregional gaben an, dass die Privatwirtschaft für die Entwicklung unabdingbar ist, im Jahr 2007 waren es 56% (s. Diagramm 6).","A more robust economic performance is reflected in rising support for private enterprise and the market economy: some 71% of respondents across the region say that private enterprise is indispensable for development, up from 56% in 2007 (see chart 6).","The increase in economic performance is reflected in greater support for the private sector and the market economy: 71% of respondents nationally said that the private sector is essential for development,","Economic growth is reflected in greater support for the private sector and the market economy: 71% of respondents said that the private sector is indispensable for development, compared with 56% in 2007 (see diagram 6).","Economic growth is reflected in greater support for the private sector and the market economy: 71% of respondents said that the private sector is indispensable for development, compared with 56% in 2007 (see diagram 6).",0.819,23.53,36.32,36.32,12.79,0.8515,0.8979,0.8979,0.0464
"Zusätzlich wird von jedem Modell ein ""intelligentes"" Graphikbild erstellt, auf dem man verschiedene Teile des Fahrzeugs ""anklicken"" kann.","In addition, a ""smart"" graphic is made for each model, where you can ""click"" on different parts of the car.","In addition, each model will have an ""intelligent"" graphic image, where you can click on different parts of the vehicle.","In addition, each model has an 'intelligent' graphic image, on which you can click on different parts of the vehicle.","In addition, each model will have a ""smart"" image where you can click on various parts of the car. The image will be able to tell you what",0.819,30.8,22.14,27.29,-3.5100000000000016,0.8813,0.8723,0.8224,-0.05889999999999995
"Im März forderten sechs pazifische Staaten - Tonga, Nauru, Palau, Tuvalu, die Marshallinseln und die Salomonen-Inseln - den UN-Menschenrechtsrat auf, die ""verschiedenen und weit verbreiteten Verletzungen"" in Papua einschließlich der Paniai-Schießerei zu untersuchen.","In March, six Pacific nations - Tonga, Nauru, Palau, Tuvalu, the Marshall Islands, and the Solomon Islands - urged the U.N. Human Rights Council to investigate the ""various and widespread violations"" in Papua, including the Paniai shooting.","In March, six Pacific states - Tonga, Nauru, Palau, Tuvalu, the Marshall Islands and the Solomon Islands - called on the UN Human Rights Council","In March, six Pacific States - Tonga, Nauru, Palau, Tuvalu, the Marshall Islands and the Solomon Islands - called on the UN Human Rights Council to investigate the 'various and widespread violations' in Papua, including the Paniai shootings.","In March, six Pacific States - Tonga, Nauru, Palau, Tuvalu, the Marshall Islands and the Solomon Islands - called on the UN Human Rights Council to investigate the 'various and widespread violations' in Papua, including the Paniai shootings.",0.819,33.6,55.25,55.25,21.65,0.7489,0.9047,0.9047,0.15579999999999994
"Herzinfarkte und Schlaganfälle werden durch Ansammlungen fetthaltigen Materials in den Arterienwänden verursacht, die Beläge bilden.",Heart attacks and strokes are caused by the build-up of fatty material in artery walls to form a plaque.,"Heart attacks and strokes are caused by deposits of fatty material in the artery walls, which form plaques.","Heart attacks and strokes are caused by the accumulation of fatty material in the walls of the arteries, which forms plaques.",Heart attacks and strokes are caused by the formation of fatty plaques on the arterial walls. The plaques are formed by the accumulation of fatty material.,0.819,46.85,42.17,30.21,-16.64,0.9409,0.9292,0.8935,-0.0474
"Aber wie die wenigsten seiner Altergenossen hat Edmund Mikrozephalie, das Ergebnis einer genetischen Störung, über die seine Mutter Elizabeth Picciuto während ihrer Schwangerschaft nichts wusste.","But unlike most of his peers, Edmund has microcephaly, the result of a genetic disorder his mom Elizabeth Picciuto didn't know about while pregnant.","But like most of his peers, Edmund has microcephaly, the result of a genetic disorder his mother, Elizabeth Picciuto, was unaware of during her pregnancy.","But like most of his contemporaries, Edmund has microcephaly, the result of a genetic disorder, of which his mother, Elizabeth Picciuto, was unaware during her pregnancy.","But like the fewest of his peers, Edmund suffers from microcephaly, the result of a genetic disorder, his mother, Elizabeth Picciuto, did not know about it during her pregnancy.",0.819,54.55,38.9,33.79,-20.759999999999998,0.8775,0.8576,0.8506,-0.026899999999999924
Zehn Stücke Nota kosteten nur 10.000 indonesische Rupien (75 Cents).,"Ten pieces of nota cost only 10,000 Indonesian rupiah (75 cents).","Ten sheets of paper cost only 10,000 Indonesian rupiah (75 cents).",Ten pieces of paper cost only 10 000 Indonesian rupiahs (75 cents).,Ten banknotes costed only 10 000 Indonesian Rupiah (75 cents).,0.819,70.83,37.03,30.12,-40.709999999999994,0.9089,0.9131,0.8845,-0.02440000000000009
"Die Zinsen, die in 2009 fällig werden, decken die sieben Monate von Ende September diesen Jahres bis Ende März ab.",The interest due in 2009 cover seven months from the end of September this year to the end of March.,The interest due in 2009 covers the seven months from the end of September this year to the end of March.,The interest due in 2009 will cover the seven months from the end of September this year to the end of March.,The interest due in 2009 will cover the seven months from the end of September this year to the end of March.,0.819,82.32,79.45,79.45,-2.8699999999999903,0.9318,0.9307,0.9307,-0.0010999999999999899
"Aber das Wundervolle an Pokémon Go ist, dass es die Leute dazu bringt, etwas im Freien zu tun, dass ihnen Spaß macht.",But the beauty of Pokémon Go is it gets people outside doing something they enjoy.,But the wonderful thing about Pokémon Go is that it gets people to do something outside that they enjoy.,But the wonderful thing about Pokémon Go is that it gets people to do something outside that they enjoy.,But the great thing about Pokémon Go is the fact that it gets people to,0.819,18.51,18.51,17.49,-1.0200000000000031,0.9463,0.9463,0.8135,-0.13280000000000003
"Sartor sei aber immer noch aktiv für die Essener Tafel - ""sechs Tage die Woche, da ändert sich nichts dran"", so Weilerswist.","But Sartor is still working for the Essener Tafel - “six days a week, nothing has changed about it,” says Weilerswist.","However, Sartor is still active for the Essen Tafel - ""six days a week, nothing changes,"" says Weilerswist.","However, Sartor is still active in the Essen Tafel -'six days a week, nothing changes', according to Weilerswist.","However, Sartor is still active for the Essen Tafel - ""six days a week, nothing changes,"" says Weilerswist.",0.819,27.0,22.14,27.0,0.0,0.8534,0.8083,0.8534,0.0
"Nach ihrer Erfahrung setzen weiße feministische Kommentatoren das Geschlecht vor die Rasse, wenn es darum geht, Reproduktionsrecht und Einkommensungleichheiten anzusprechen.","In her experience, white feminist commenters prioritized gender above race when it came to pushing forward reproductive rights and income inequality.","In her experience, white feminist commentators put gender before race when addressing reproductive rights and income inequality.","According to her experience, white feminist commentators put gender before race when it comes to addressing reproductive rights and income inequalities.","According to her experience, white feminist commentators put gender before race when it comes to addressing reproductive rights and income inequalities.",0.819,43.76,32.7,32.7,-11.059999999999995,0.9103,0.9151,0.9151,0.0048000000000000265
Seit Jahrhunderten residieren hier die Schweizer Banken: von der Nationalbank über den Palast der Credit Suisse bis hin zu elitären Privatbanken wie Julius Bär.,The Swiss banks have resided here for hundreds of years - from the National Bank to the palace of Credit Suisse and elite private banks such as Julius Bär.,"For centuries, the Swiss banks have resided here: from the National Bank to the Credit Suisse Palace to elite private banks such as Julius Bär.","For centuries, the Swiss banks have been resident here: from the National Bank to the Palace of Credit Suisse to the elitist private banks such as Julius Bär.","For centuries, Swiss banks have had their headquarters here: from the National Bank to Credit Suisse's palatial headquarters, to exclusive private banks such as Julius Bär.",0.819,51.61,41.82,35.97,-15.64,0.9112,0.901,0.8685,-0.04269999999999996
"Die Anhebung der Sozialversicherung - auf ungefähr 3 Milliarden britische Pfund pro Jahr – hat die Privatwirtschaft verärgert, die sagt, dass dies eine Steuer auf Arbeitsplätze sei, obwohl das Augenmerk auf dem wirtschaftlichen Aufschwung liegen sollte.","The National Insurance increase - which will raise about £3bn a year - has angered the business community, which says it is a tax on jobs when the focus should be on economic recovery.","Raising social security - about 3 billion pounds a year - has angered business, which says it is a tax on jobs, even though the focus should be on economic recovery","The increase in social security - about GBP 3 billion a year - has annoyed business, which says that it is a tax on jobs, although the emphasis should be on economic recovery.","The increase in social security contributions - of around GBP 3 billion per year - has annoyed business, which says that this is a tax on jobs, although the emphasis should be on economic recovery.",0.819,48.44,37.8,29.19,-19.249999999999996,0.9015,0.8942,0.8963,-0.005199999999999982
Auf dem Areal der ehemaligen Auer Anstalt begegnen sich nun Jugendliche im Münchner Salesianum.,"On the plot of the former Auer institution, young people now meet in the Munich Salesianum.",Young people are now meeting on the site of the former Auer Anstalt in Munich's Salesianum.,Young people are now meeting in the former Auer institution in Munich.,Youth now meet in the Munich Salesianum on the area of the former Auer institution. The Salesianum is a secondary school.,0.819,18.24,17.32,37.26,19.02,0.7931,0.804,0.7466,-0.046499999999999986
"Giovanni Peri hat auf diese Art und Weise berechnet, dass ein 1%-iger Anstieg der Einwandererflut eine miteinbezogene, langfristige Erhöhung der Reallöhne zwischen 0,6% und 0,9% herbeiführe.","Giovanni Peri has calculated that a rise of 1% in the migratory flow causes an increase of between 0,6 and 0,9% in real long-term pay.","Giovanni Peri has calculated that a 1% increase in the influx of immigrants would lead to an included, long-term increase in real wages of between 0.6%",Giovanni Peri has calculated that a 1% increase in the influx of immigrants would lead to a long-term increase in real wages of between 0.6% and 0.9%.,Giovanni Peri has calculated that a 1% increase in the influx of immigrants would lead to a long-term increase in real wages of between 0.6% and 0.9%.,0.819,24.49,23.13,23.13,-1.3599999999999994,0.8512,0.8849,0.8849,0.03370000000000006
"Der Benutzer kann seinen Roboter auch entsprechend seinen Überzeugungen ""anpassen"" und dabei alles auswählen, von der Augenfarbe des Roboters über die Form der Brustwarzen bis zum Typ oder der Farbe seiner Fingernägel.","The user can also ""customise"" their robot to suit their persuasions, choosing everything from the robot's eye colour, nipple shape to fingernail type or colour.","The user can also ""customize"" his robot according to his beliefs, choosing everything from the color of the robot's eyes to the shape of its nipples, to the type or","The user can also customise their robot according to their beliefs, choosing everything from the colour of the robot's eyes to the shape of its nipples to the type or colour of its fingernails.","The user can also customize the robot according to his beliefs, choosing everything from the color of the robot's eyes to the shape of the breasts to the type and color of the nails.",0.819,25.3,23.56,19.2,-6.100000000000001,0.8104,0.8899,0.8716,0.06120000000000003
Er will Systemänderungen einführen und die Mitglieder des Exekutivausschusses für einzelne Fußballbereiche verantwortlich machen.,He wants to establish system changes and make members of the executive board responsible for individual football areas.,He wants to introduce system changes and make the members of the executive committee responsible for individual football areas.,He wants to change the system and hold the members of the Executive Committee responsible for individual football areas.,He wants to introduce changes to the system and make the members of the executive committee responsible for individual football areas.,0.819,54.08,37.37,41.56,-12.519999999999996,0.9289,0.8955,0.9191,-0.00979999999999992
"Manche Menschen benutzen ""qualifizierende Sprache"", wenn sie eine knifflige Frage beantworten: "" Nun... um Ihnen die Wahrheit zu sagen ... soweit mir bekannt ist ... nach bestem Wissen und Gewissen.""","Someone might use lots of ""qualifying language"" when answering a hard question: "" Well ... to tell you the truth ... as far as I know ... to the best of my knowledge.""","Some people use ""qualifying language"" when answering a tricky question: ""Well... to tell you the truth... as far as I know... to the best of my knowledge",Some people use 'qualifying language' when answering a difficult question: 'Well... to be honest... as far as I know... to the best of my knowledge and belief'.,"Some people use ""qualifying language"" when answering a tricky question: ""Well... to tell you the truth... as far as I know... to the best of my knowledge and conscience.""",0.819,77.94,47.27,79.64,1.7000000000000028,0.8943,0.8672,0.89,-0.0042999999999999705
"Sie verfügen über ein geringes Qualifikationsniveau: 80% von ihnen haben kein Abitur und es befinden sich nur 10.000 Behinderte unter den 2,3 Millionen Studenten mit höherem Bildungsabschluss.","They have rather a low level of qualifications; 80% do not have the ""bac"" and out of the 2.3 million students in higher education only 10 000 are handicapped.","They have a low level of qualifications: 80% of them do not have a high school diploma and there are only 10,000 disabled people among the 2.",They have a low level of qualification: 80% of them have no A-levels and there are only 10 000 disabled people among the 2.3 million students with higher education qualifications.,They have a low level of qualification: 80% of them have no Abitur and there are only 10 000 disabled people among the 2.3 million higher education students.,0.819,17.9,21.86,16.77,-1.129999999999999,0.7611,0.8385,0.8236,0.0625
"Es ist die erste solche Warnung, die die Organisation für einen Staat in den USA ausgestellt hat.",It is the first such warning that the organization has issued for a state in the US.,It is the first such warning the organization has issued for a state in the U.S.,This is the first such warning that the organization has issued to a state in the United States.,It is the first such warning the agency has issued for a U.S. state.,0.819,68.59,62.73,42.94,-25.650000000000006,0.9467,0.9393,0.9243,-0.022399999999999975
"Wirklich glücklich wirkte Donald Trump nicht, als er Mittwochabend seine Unterschrift unter das Gesetz zur Verschärfung der Sanktionen gegen Russland setzte.",Donald Trump didn't exactly look happy on Wednesday evening as he placed his signature under a bill that would see sanctions against Russia strengthened.,Donald Trump did not look particularly happy as he signed the bill on Wednesday evening to tighten sanctions against Russia.,Donald Trump did not look very happy when he signed the bill to tighten sanctions against Russia on Wednesday evening.,Donald Trump did not seem genuinely happy when he put his signature to the bill strengthening sanctions against Russia on Wednesday evening.,0.819,12.85,12.06,12.93,0.08000000000000007,0.8838,0.8815,0.8903,0.00649999999999995
"Pietzschmann erklärte anschließend, dass jede Kommune die besagten Vorab-Untersuchungen durchführen müsse.",Pietzschmann then explained that every community must carry out the aforementioned preliminary studies.,Pietzschmann then explained that every municipality must carry out the preliminary investigations.,Pietzschmann then said that every municipality would have to carry out the preliminary investigations.,Pietzschmann then explained that each municipality would have to carry out the aforementioned preliminary investigations.,0.819,47.16,15.31,39.38,-7.779999999999994,0.8656,0.8386,0.8744,0.008799999999999919
"Experten berechneten, welchen Anteil jeder der fünf Kanäle an der Belieferung des Schwarzmarkts mit illegalen Waffen ungefähr hat.","Experts counted the approximate share of each of the sources of supply of illegal weapons to the ""black"" market.",Experts calculated the approximate share of each of the five channels in supplying the black market with illegal weapons.,Experts estimated the share of each of the five channels in the supply of illegal weapons to the black market.,Experts estimated the share of each of the five channels in the supply of illegal weapons to the black market.,0.819,32.6,42.37,42.37,9.769999999999996,0.8925,0.894,0.894,0.0015000000000000568
Die Finanzierung des Gasfernleitungsbaus wurde zu 30% von Aktionären sowie zu 70% durch Bankdarlehen abgesichert.,The financing of the construction of the gasduct was provided to the extent of 30% by the shareholders and of 70% by Bank loans.,The financing of the gas pipeline construction was secured by 30% by shareholders and 70% by bank loans.,The financing of the gas pipeline was secured by 30% of shareholders and 70% by bank loans.,The construction of the gas pipeline was secured by 30% from shareholders and 70% from bank loans.,0.819,18.91,16.89,9.71,-9.2,0.8862,0.8684,0.8631,-0.02310000000000001
